Year,County,Population,Total Index Crime Rates per 100K,Unemployment Rate,Percent Hispanic Female,Percent Hispanic Male,Percent Two or More Races Female,Percent Two or More Races Male,Percent Native Hawaiin Female,Percent Native Hawaiin Male,Percent Asain Female,Percent Asain Male,Percent American Indian Female,Percent American Indian Male,Percent Black Female,Percent Black Male,Percent White Male,Percent White Female,Population Percent Male,HTIS per 100K,Arson per 100K,Percent of Meth Arrests,Percent Needle/Syringe Arrests,Percent Controlled Substance Arrests,HTS Per 100K,Percent of Paraphernalia Drug Arrests,Battery/Assault Per 100K,Sexual Assault Per 100k,Percent Cannabis Arrests,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k,Prop Female household no Children,Female Household with Children under 6,Prop Female Household with Children under 18,Prop Female Household,Prop Male Household No Children,Prop Male Household with children under 6,Prop Male Household with children under 18,Prop Male Household,Prop Other Family Type (Not Married),Prop Married no children under 18,Prop Married with children under 6,Prop Married with Children under 18,Prop Married-Couple Family,Prop Female Poverty 75+,Prop Female Poverty 65-74,Prop Female Poverty 55-64,Prop Female Poverty 45-54,Prop Female Poverty 35-44,Prop Female Poverty 25-34,Prop Female Poverty 18-24,Prop Female 17 and Under,Prop Female Poverty,Prop Male Poveryy 75+,Prop Male Poverty 65-74,Prop Male Poverty 55-64,Prop Male Poverty 45-54,Prop Male Poverty 35-44,Prop Male Poverty 25-34,Prop Male Poverty 18-24,Prop Male Poverty Under 17,Prop Male Poverty,Prop 3 Earner,Prop 2 Earner,Prop 1 Earner,Prop No Earners,2018 Normalized Per Capital Income Dollars,2018-percent change,2018-rank percent  change,Normalize 2018 GDP,Percent Change - 2018,Rank in State for Percent Change - 2018
2018,FAYETTE,21641,1344.7,5.1,0.575627106,1.272931486,0.510108574,0.683264695,0.014039686,0.00935979,0.210595283,0.154436541,0.140396855,0.154436541,0.210595283,4.310183452,48.132721827,46.134406589,52.779857731,0,0,33.854166667,10.9375,20.833333333,0,0.291666667,106.279746777,36.966868444,5.208333333,78.554595444,882.583984104,231.042927776,9.241717111,0,5.946048632,2.051671733,7.294832827,13.240881459,3.91337386,0.474924012,4.578267477,8.491641337,21.732522796,54.255319149,4.274316109,24.012158055,78.267477204,0.543122957,0.523007292,0.769424189,0.799597687,1.287402565,1.2672869,0.744279608,2.997234096,8.931355293,0.181040986,0.33693739,1.528790546,0.658788031,0.819713352,1.181795323,1.151621825,3.067638924,8.926326377,9.878419453,36.34118541,31.952887538,21.827507599,9290.411764706,5.7,43,6947743.01960784,4.8,24
2018,FORD,13112,1006.7,4.6,1.650015138,1.816530427,0.756887678,0.666061157,0.030275507,0.007568877,0.333030578,0.204359673,0.166515289,0.21192855,0.317892825,0.756887678,48.138056312,49.038752649,49.356645474,0,15.253203173,0,2.272727273,15.909090909,0,0.363636364,205.918242831,53.386211104,45.454545455,15.253203173,434.716290421,274.557657108,0,7.626601586,4.852495175,2.812241522,13.096222774,17.948717949,3.032809484,0.799558864,2.426247588,5.459057072,23.407775021,48.552522746,7.775020678,28.039702233,76.592224979,0.369458128,0.269396552,0.646551724,0.792795567,1.662561576,0.7466133,0.939039409,3.517549261,8.943965517,0.138546798,0.377155172,0.46182266,0.600369458,1.10067734,0.538793103,0.523399015,3.078817734,6.819581281,12.682657844,42.70747174,32.065067549,12.544802867,-8132.588235294,6.3,30,6758147.01960784,5,23
2018,FRANKLIN,38732,1840.9,6.1,0.855407675,0.863160615,0.677090063,0.708101822,0.010337253,0.00775294,0.23258819,0.155058793,0.230003876,0.165396046,0.268768575,0.335960718,48.649696343,49.246672697,49.334539346,0,5.163688939,27.659574468,3.90070922,23.404255319,0,0.390070922,87.782711969,0,6.028368794,121.346690075,1141.175255603,477.641226892,7.745533409,0,8.99820036,3.209358128,11.607678464,20.605878824,3.169366127,1.799640072,4.189162168,7.358528294,27.964407119,49.610077984,4.079184163,22.425514897,72.035592881,0.719987478,0.563468461,1.134762874,1.312151093,1.588668023,1.492147963,1.179109929,2.634736787,10.625032608,0.357385089,0.286951531,1.273021339,1.338237596,0.712161528,0.9182449,0.941722753,3.156466844,8.984191579,7.378524295,33.723255349,34.763047391,24.135172965,7391.411764706,4.4,78,6298798.01960784,10.5,8
2018,FULTON,34685,1017.7,6.1,0.654608096,2.45765145,0.502440425,0.531151306,0,0.011484353,0.172265289,0.166523112,0.15503876,0.519666954,0.301464255,3.674992822,47.616996842,46.830318691,52.038472581,0,5.766181346,16.541353383,3.383458647,17.669172932,0,0.515037594,103.791264235,43.246360098,10.902255639,69.194176157,521.83941185,271.010523281,2.883090673,0,5.380915091,2.282134467,11.477793937,16.858709028,3.613379573,1.577357646,5.772457769,9.385837342,26.24454637,51.437520976,4.004922251,22.317932655,73.75545363,0.475464797,0.493751905,0.548613228,1.222188357,1.508686376,1.328863151,1.283145383,2.325510515,9.186223712,0.152392563,0.344407193,0.646144468,1.078939348,0.923498933,0.765010667,0.81987199,2.584577873,7.314843036,7.036581273,37.621657904,34.254390871,21.087369952,6385.411764706,6.4,29,6629222.01960784,4.5,31
2018,GALLATIN,4991,1482.7,5.6,0.654112983,1.0703667,1.0703667,0.634291378,0,0,0.138751239,0.099108028,0.198216056,0.237859267,0.198216056,0.475718533,48.007928642,49.514370664,48.880079286,0,0,37.5,25,0,0,0.375,180.324584252,0,0,20.036064917,861.550791425,420.757363254,0,0,7.794676806,4.942965779,15.209125475,23.003802281,5.386565272,0.253485425,1.837769328,7.224334601,30.228136882,45.627376426,7.351077313,24.144486692,69.771863118,0.895464279,0.253065992,1.109597041,0.81759782,0.953864123,2.647459607,0.914930894,3.503990656,11.095970411,0.097333074,0.642398287,0.837064434,1.674128869,1.323729803,0.622931672,0.116799689,3.15359159,8.467977419,3.675538657,37.452471483,40.937896071,17.93409379,144.411764706,1.8,97,7270055.01960784,-6.6,98
2018,GREENE,13018,1175.3,4.8,0.5510907,0.742441638,0.413318025,0.420972063,0.007654038,0.007654038,0.1224646,0.145426713,0.145426713,0.137772675,0.237275163,1.109835438,48.970531956,48.687332568,50.386528894,0,7.681671532,17.482517483,6.993006993,50.34965035,0,0.160839161,322.630204332,61.453372254,9.090909091,38.408357659,506.990321094,230.450145952,7.681671532,0,6.682721252,0.541842264,7.645996388,14.32871764,3.792895846,1.384708007,4.966887417,8.759783263,23.088500903,51.986754967,5.809753161,24.92474413,76.911499097,0.889860276,0.2888143,0.991335571,0.733744438,1.241120912,1.225509328,0.710327063,1.951447974,8.032159863,0.359066427,0.085863711,0.90547186,1.303567247,0.757161814,0.304425884,0.874248693,1.803137928,6.392943564,9.000602047,39.343768814,33.925346177,17.730282962,7834.411764706,7.2,16,7169668.01960784,8.3,12
2018,GRUNDY,50363,843.9,4.8,4.884939085,5.289074608,0.659172503,0.665057972,0.058854688,0.023541875,0.484570263,0.400211877,0.172640417,0.17460224,0.855354796,0.916171306,48.298118612,47.919486787,49.849920546,0,0,0.884955752,11.504424779,58.407079646,1.985584655,0.053097345,47.65403173,17.870261899,23.89380531,41.697277763,633.401505073,91.336894148,11.913507932,0,7.167995403,1.616031028,6.672412555,13.840407958,1.71658407,2.33426704,4.007756949,5.724341018,19.564748977,46.319040437,6.744236156,34.116210587,80.435251023,0.444506738,0.206235108,0.386440542,0.572652824,0.710810324,0.616703041,0.656748694,1.503714234,5.097811505,0.30034239,0.324369782,0.224255651,0.562641411,0.360410868,0.480547825,0.282321847,1.155317061,3.690206836,14.328808446,42.354377648,30.23773612,13.079077785,-6910.588235294,4.4,77,4400827.01960784,-1.1,87
2018,HANCOCK,17794,871.1,4.6,0.762844963,0.830154813,0.572133722,0.493605564,0.044873233,0.044873233,0.196320395,0.196320395,0.201929549,0.173883778,0.291676015,0.308503478,48.95669733,49.001570563,49.691496522,0,0,74,0,14,0,0.04,44.958974935,11.239743734,8,16.859615601,584.46667416,213.555130943,0,0,5.627962085,0.987361769,6.832543444,12.460505529,3.515007899,0.868878357,3.060821485,6.575829384,19.036334913,56.654818325,4.561611374,24.308846761,80.963665087,0.838269811,0.54766961,0.799150553,0.402369509,0.838269811,0.815915949,1.028277635,1.838605119,7.108527998,0.290600201,0.195596289,0.665027383,0.625908126,0.296188667,0.374427182,0.301777132,2.05655527,4.80608025,6.338862559,41.844391785,30.746445498,21.070300158,-1334.588235294,6,35,6863536.01960784,6.5,17
2018,HARDIN,3991,701.6,7.6,1.284356537,0.950423838,0.770613922,0.539429746,0.077061392,0.051374261,0.231184177,0.231184177,0.436681223,0.282558438,0.256871307,0.256871307,49.576162343,47.77806319,50.449524788,0,0,38.095238095,2.380952381,28.571428571,0,0.19047619,200.451014783,25.056376848,11.904761905,50.112753696,350.789275871,75.169130544,0,0,7.607497244,0.882028666,4.189636163,11.797133407,4.520396913,0.33076075,3.528114664,8.048511577,19.845644983,60.308710033,2.425578831,19.845644983,80.154355017,0.255427842,1.098339719,1.251596424,2.14559387,1.047254151,1.149425287,1.098339719,2.605363985,10.651340996,0.434227331,0.766283525,0.766283525,1.021711367,0.357598978,0.255427842,0.561941252,1.558109834,5.721583653,9.261300992,31.64277839,29.878721058,29.217199559,7591.411764706,1.4,98,7441041.01960784,-0.4,83
2018,HENDERSON,6691,44.8,4.9,1.164700612,0.86605943,0.627146484,0.552486188,0.029864118,0.044796177,0.373301478,0.089592355,0.134388532,0.16425265,0.194116769,0.194116769,48.45453188,49.678960729,48.96222189,0,0,,,,0,,14.945449111,0,,0,0,29.890898221,0,0,4.245754246,1.848151848,7.742257742,11.988011988,3.746253746,0.699300699,2.347652348,6.093906094,18.081918082,57.392607393,3.746253746,24.525474525,81.918081918,0.322533353,0.102624249,0.952939452,0.381175781,0.322533353,0.879636417,0.908957631,1.466060695,5.336460929,0.322533353,0.234569711,0.234569711,0.425157602,0.19058789,0.219909104,0.498460636,0.733030347,2.858818355,9.240759241,41.558441558,30.969030969,18.231768232,2795.411764706,0.7,99,7345693.01960784,-10,101
2018,HENRY,48954,1474.9,4.9,2.808290367,3.124172084,0.776457641,0.754040229,0.014265626,0.016303573,0.271046893,0.199718763,0.165073672,0.150808046,0.802950947,1.14532597,48.285067966,48.142411706,49.827793515,0,12.256403971,21.224489796,2.040816327,14.285714286,0,0.297959184,89.880295788,14.299137966,32.653061224,67.410221841,1131.674633329,159.333251624,0,0,5.229189586,1.70883755,6.791345801,12.020535387,2.449578291,0.828749542,3.806380638,6.255958929,18.276494316,51.983865053,5.075174184,29.739640631,81.723505684,0.534803357,0.396988646,0.637650156,0.608853052,0.641764028,0.868026987,0.798091163,1.991114037,6.477291427,0.164554879,0.250946191,0.565657397,0.372305414,0.606796117,0.621194668,0.802205035,2.036366628,5.420026329,10.781078108,41.356802347,29.240924092,18.621195453,-325.588235294,2.3,96,6109841.01960784,-4.3,96
2018,IROQUOIS,27504,1367.1,4.3,3.438364139,3.714888662,0.720419153,0.720419153,0.021830883,0.010915442,0.338378693,0.229224276,0.167370106,0.19283947,0.422063746,0.70222675,47.922427594,49.243196041,49.086741377,0,3.635834788,19.379844961,17.054263566,30.23255814,0,0.19379845,54.537521815,18.179173938,13.953488372,54.537521815,890.779522978,334.496800465,10.907504363,0,6.691028226,1.449092742,6.262600806,12.953629032,3.440020161,2.268145161,4.674899194,8.114919355,21.068548387,51.990927419,4.183467742,26.940524194,78.931451613,0.431315694,0.572671258,0.942370424,0.677781805,0.692279812,1.167089525,0.989488945,2.181949982,7.654947445,0.445813701,0.340703153,0.601667271,0.71040232,0.6669083,0.819137369,0.703153316,2.007973904,6.295759333,11.529737903,43.409778226,30.330141129,14.730342742,1488.411764706,4.7,68,6490362.01960784,-1.9,89
2018,JACKSON,57739,2791.9,4.5,2.263959922,2.262214387,1.483705423,1.41039292,0.041892859,0.045383931,1.759500079,1.818848295,0.274049119,0.258339297,8.333187872,6.98563424,40.468501807,38.417497251,49.690167397,0,17.319316233,24.708624709,4.195804196,26.573426573,0,0.319347319,219.955316164,79.668854674,12.587412587,114.30748714,1789.08536691,519.579487002,51.9579487,0,7.229301916,4.023403062,13.833453555,21.06275547,4.231786487,1.210226817,3.582591969,7.814378456,28.877133926,49.03422297,5.65039673,22.088643103,71.122866074,0.539704176,0.438394518,1.060988414,0.757059441,1.182560003,1.862255706,5.789386432,2.753780692,14.384129382,0.19525134,0.379450717,0.819687229,0.677853709,0.920996887,1.967249351,5.373095839,2.770358636,13.103943709,7.614009778,35.649595255,38.198284844,18.538110123,7462.411764706,5.1,58,4740837.01960784,5.4,21
2018,JASPER,9516,420.3,4.9,0.987115544,0.727348296,0.374064838,0.342892768,0.02078138,0,0.238985869,0.08312552,0.093516209,0.114297589,0.103906899,0.197423109,49.501246883,49.262261014,49.906483791,0,0,60,4,4,0,0.28,42.034468264,21.017234132,4,52.54308533,136.612021858,168.137873056,0,0,3.580146461,0.569568755,6.346623271,9.926769731,2.156224573,0.203417413,1.545972335,3.702196908,13.62896664,56.265256306,6.875508544,30.105777055,86.37103336,0.971288291,0.309531433,0.992635287,0.960614793,0.821859323,1.30216672,0.288184438,2.18806703,7.834347316,0.640409862,0.23481695,1.291493222,0.661756858,0.341551927,0.587042374,0.320204931,1.142064254,5.219340378,12.327095199,40.154597234,28.030919447,19.48738812,-1214.588235294,8.3,5,6978476.01960784,4.7,25
2018,JEFFERSON,37930,3474.8,5.2,1.092606343,1.744987801,1.071390686,0.946748701,0.0185637,0.0185637,0.599342315,0.548955129,0.175029172,0.180333086,3.444892331,5.468335632,45.165482126,43.277288639,51.413493158,0,23.727919852,43.112244898,4.336734694,23.979591837,0,0.24744898,619.562351701,81.729501714,3.826530612,97.548114949,1924.59794358,664.381755866,60.6380174,2.636435539,7.38590057,3.7999185,10.411572942,17.797473513,3.47392013,1.823553382,5.022412388,8.496332518,26.293806031,49.266503667,4.421352893,24.439690302,73.706193969,0.529204785,0.526389866,0.729064039,0.892329346,1.131597467,1.762139338,1.187895848,3.66783955,10.426460239,0.219563688,0.413793103,0.557353976,0.937368051,0.641801548,1.03026038,0.66713582,3.467980296,7.935256861,9.270578647,36.460880196,35.931132844,18.337408313,5165.411764706,5,59,5851276.01960784,0.9,61
2018,JERSEY,21701,1179.7,4.8,0.802936453,0.688231246,0.679054829,0.591878871,0.009176417,0.022941042,0.766230787,0.160587291,0.155999082,0.21564579,0.371644873,0.422115164,47.864189034,49.295710025,48.722183987,0,0,15.857605178,6.148867314,35.275080906,0,0.284789644,101.37781669,50.688908345,14.239482201,92.161651537,612.87498272,322.565780379,0,0,5.65782807,1.19912177,7.02584023,12.683668299,2.56713393,0.236446546,1.384901199,3.952035129,16.635703428,52.085796318,5.47204864,31.278500253,83.364296572,0.255815055,0.530579374,0.554265953,0.601639111,0.596901795,0.942725852,0.810081008,1.463830594,5.755838742,0.487943531,0.270027003,0.298450898,0.232128476,0.374247951,0.345824056,0.502155479,0.942725852,3.453503245,10.572538423,47.120418848,25.85711873,16.449923999,3224.411764706,4.5,70,7044643.01960784,1.8,53
2018,JO DAVIESS,21354,1147.3,4.3,1.434531902,1.668932539,0.482865313,0.595377619,0.018752051,0.032816089,0.318784867,0.210960574,0.145328395,0.18752051,0.290656791,0.393793071,49.200693826,48.699076461,50.044536121,0,9.365926758,14.893617021,2.127659574,13.191489362,0,0.408510638,65.561487309,28.097780275,28.936170213,42.146670413,800.786737848,187.318535169,14.048890138,0,4.435159891,1.076651133,5.543949863,9.979109754,2.072955166,0.851679254,2.555037763,4.627992929,14.607102684,61.079865017,4.756548289,24.3130323,85.392897316,0.666142388,0.420964981,0.823426007,0.342323172,0.50423278,0.638386455,0.638386455,1.00846556,5.042327798,0.360827127,0.157283619,0.249803395,0.582874589,0.397835037,0.157283619,0.342323172,1.036221492,3.284452052,10.846858428,42.744656918,27.23766672,19.170817933,-4314.588235294,5.7,42,6727526.01960784,0.8,63
2018,JOHNSON,12885,1071,7.4,0.982049424,2.197536827,0.643966836,0.539322225,0.008049585,0.024148756,0.169041294,0.128793367,0.112694196,0.273685905,0.249537149,6.850197215,47.291314497,44.208323271,54.608387668,0,7.760962359,17.647058824,0,23.529411765,0,0.411764706,294.916569655,15.521924719,17.647058824,62.087698875,450.135816841,240.589833139,0,0,5.788096795,0.425114454,7.226945716,13.015042511,3.270111184,1.635055592,2.975801177,6.245912361,19.260954872,60.431654676,3.891432309,20.307390451,80.739045128,0.514263536,0.999417815,0.824762274,0.572482049,0.582185135,1.125557927,0.815059189,1.75625849,7.189986416,0.640403648,0.426935766,0.698622162,0.359014167,0.426935766,0.310498739,0.465748108,1.232291869,4.560450223,4.480052322,36.756049706,32.079790713,26.68410726,8790.411764706,4.4,79,7319783.01960784,0.6,71
2018,KANE,535014,1178.1,4.8,15.648746058,16.450105121,0.985132903,0.962794714,0.038106322,0.04186064,2.242453822,2.060181709,0.471166842,0.541935726,3.045126896,2.964033639,44.137820994,43.420746358,49.797266857,0.186910997,3.551308938,0.701480904,0.701480904,44.19329696,0,0.229929852,115.13717398,33.270157416,31.410756041,48.596859148,817.174877667,127.286388767,31.961780439,1.12146598,6.649779301,1.351494835,8.626207775,15.275987077,3.361293552,1.020826065,3.455336964,6.816630516,22.092617592,41.870553794,7.427912691,36.036828613,77.907382408,0.259870008,0.300289994,0.436230798,0.417164767,0.805921147,0.810306334,0.618502058,1.935202186,5.583487292,0.093423554,0.183605882,0.412398259,0.375028837,0.477794747,0.447098436,0.410682316,1.984392547,4.384424578,16.817843979,44.297480547,28.217573983,10.667101491,-6586.588235294,5.2,52,-14300088.9803922,1.7,54
2018,KANKAKEE,108593,2189.8,5.4,5.01396051,5.606031668,0.994970578,1.015888607,0.021827508,0.023646467,0.546597182,0.517493838,0.218275081,0.213727684,7.73330423,7.327676371,41.088465071,41.252171382,49.232854038,0,17.496523717,2.419354839,2.688172043,53.76344086,0.920869669,0.209677419,202.591327249,58.935658836,20.161290323,102.216533294,1436.556684132,313.095687567,53.41044082,5.525218016,8.035208341,2.45173964,11.922481206,19.957689547,3.218616599,1.34109025,3.486834649,6.705451249,26.663140796,46.443277549,4.435042122,26.893581655,73.336859204,0.464714553,0.617741769,0.7933006,0.850568454,0.888121145,1.223278913,1.036454275,2.278509534,8.152689242,0.30699325,0.41026315,0.676887257,0.715378766,0.635579297,0.62431349,0.670315536,2.635260099,6.674990847,11.355823354,39.152279853,33.361036606,16.130860187,3456.411764706,4.3,80,3176147.01960784,0.1,76
2018,KENDALL,127288,998.5,3.6,9.490514184,9.853034443,1.005347761,1.062505383,0.036800113,0.032885207,1.736652129,1.495493944,0.270128487,0.259949733,3.881237423,3.799024406,43.936202698,43.493818364,49.576015722,0,7.856200113,0,1.052631579,25.263157895,0,0.336842105,46.351580667,30.639180441,40,20.426120294,787.191251336,92.703161335,12.569920181,0.785620011,5.4465208,0.876451623,7.844242026,13.290762826,4.526246596,0.212852537,3.152095658,7.678342254,20.96910508,38.416752747,7.427927505,40.614142173,79.03089492,0.129022893,0.264496932,0.156440258,0.262884146,0.304816586,0.628986606,0.442709803,0.84187438,3.031231604,0.113701425,0.088703239,0.271754469,0.11773339,0.187889589,0.243530711,0.270141683,0.995895459,2.289349967,16.486681066,46.361160672,29.404951952,7.74720631,-4286.588235294,4.4,76,4636197.01960784,1.1,59
2018,KNOX,50102,2484.9,5.2,2.5811357,3.30745528,1.346592501,1.34459162,0.022009684,0.014006163,0.582256193,0.430189283,0.162071311,0.25811357,2.799231662,5.37036296,44.401536676,44.567609748,50.520228901,0,0,29.921259843,3.149606299,19.947506562,11.975569838,0.225721785,267.454393038,63.8697058,24.409448819,103.788271925,1608.718214842,407.169374476,29.938924594,3.991856613,7.622259696,1.408094435,10.337268128,17.959527825,3.153456998,1.020236088,4.013490725,7.166947723,25.126475548,50.935919056,4.772344013,23.937605396,74.873524452,0.640478224,0.574295474,0.770708796,1.099487617,1.125106746,1.614005124,1.349274125,2.403928266,9.577284372,0.175064048,0.19000854,0.909479078,0.913748933,0.74295474,0.956447481,1.564901793,3.112724167,8.565328779,6.146711636,38.524451939,36.07925801,19.249578415,5275.411764706,4.4,75,5795773.01960784,-0.7,85
2018,LAKE,700334,1332.9,4.4,10.728043832,11.343692779,1.078779337,1.101221149,0.045884215,0.049457752,4.245933672,3.999931388,0.412386165,0.440259753,3.832689858,3.641577102,41.751204639,40.417989471,49.966337282,0,2.998569254,0.902335456,1.804670913,31.687898089,0,0.421443737,67.96756976,25.702022178,23.460721868,48.691053126,995.382203349,147.643838511,41.551602521,2.998569254,5.989341145,1.549822074,8.157310003,14.146651148,2.6769654,0.427690748,2.788900089,5.465865489,19.612516637,43.311484722,7.242341384,37.075998641,80.387483363,0.251416678,0.298202043,0.468145142,0.436809151,0.601796791,0.613019449,0.584744182,1.343658178,4.597791614,0.113392566,0.16746537,0.388857796,0.355481321,0.426606735,0.352129098,0.476015578,1.379075136,3.6590236,15.286046032,44.846827682,30.130479092,9.736647194,-33812.588235294,6,36,-52559883.9803922,2.4,48
2018,LASALLE,109062,1359.8,5.7,4.701398877,5.295944448,0.67516192,0.715470094,0.020154087,0.014657518,0.60370652,0.344451671,0.1786385,0.21070182,0.791505968,2.05938127,47.752361235,47.323628835,50.40720417,0,21.088921898,1.92926045,0.482315113,42.765273312,0,0.239549839,59.599127102,47.679301682,30.868167203,42.177843795,976.508774825,202.637032147,9.169096477,0.916909648,8.432593395,2.0438549,9.985787764,18.418381159,3.779778018,1.340010828,3.542907417,7.322685436,25.741066594,48.490795885,5.728884678,25.76813752,74.258933406,0.440207486,0.299079396,0.717790551,0.759848591,0.989765877,1.285106781,0.897238189,2.472078134,7.861115005,0.204682462,0.249544371,0.653301556,0.602831908,0.596289546,0.600028039,0.447684471,2.297303612,5.651665966,12.029642664,38.342582566,33.605170547,16.022604223,114.411764706,4.7,67,2148244.01960784,0.7,67
2018,LAWRENCE,15991,137.6,5.7,0.733573642,3.13665971,0.524884589,0.550180231,0.012647821,0.025295643,0.164421678,0.347815089,0.202365143,0.252956428,0.417378107,9.656611649,45.664959211,42.730664643,55.947638019,0,0,25,0,0,0,0.5,31.267588018,0,25,6.253517604,75.042211244,25.014070415,0,0,8.823529412,3.524550316,7.997083131,16.820612543,1.993193972,3.062712688,5.979581915,7.972775887,24.79338843,47.47204667,8.021390374,27.7345649,75.20661157,0.181185679,0.616031309,0.652268445,0.674010726,1.333526598,1.413248297,1.492969996,2.949702855,9.312943905,0.094216553,0.188433106,0.48557762,0.550804464,1.60892883,0.753732425,0.847948978,2.840991448,7.370633425,9.333981526,35.683033544,38.356830335,16.626154594,14835.411764706,4.4,74,7035805.01960784,-1,86
2018,LEE,34038,1257.4,4.3,2.603802193,3.880919058,0.766853277,0.746442734,0.020410544,0.029157919,0.437368789,0.381968743,0.142873805,0.224515979,0.743526942,4.811056683,47.594471659,44.809890366,53.079076277,0,2.937892943,4.814814815,0.740740741,31.481481481,0,0.207407407,120.45361067,73.44732358,42.222222222,29.378929432,807.920559375,223.279863682,0,0,5.028854081,2.767636321,8.915322106,13.944176187,1.637027441,0.859733836,2.767636321,4.404663762,18.348839948,53.527264162,6.724767401,28.12389589,81.651160052,0.684624736,0.575852582,0.575852582,0.726214089,0.60144603,0.873376416,0.879774778,1.126111715,6.043252927,0.28472711,0.153560688,0.595047668,0.579051763,0.396698445,0.703819822,0.700620641,1.39484292,4.808369058,10.858556118,44.140855023,28.748086209,16.25250265,2958.411764706,4.3,81,6038400.01960784,4.3,33
2018,LIVINGSTON,37323,1082.4,4.3,2.032816263,2.629221034,0.669205354,0.92120737,0.005600045,0.008400067,0.456403651,0.459203674,0.126001008,0.145601165,1.640813127,2.539620317,46.945175561,46.959175673,50.142801142,0,5.358626048,5.11627907,8.837209302,53.488372093,0,0.162790698,182.193285642,16.075878145,16.279069767,50.906947459,661.790316963,150.041529352,16.075878145,0,7.61362438,3.458821048,10.19719498,17.810819361,3.80681219,2.109037225,5.757671623,9.564483813,27.375303174,47.558789413,4.65042708,25.065907413,72.624696826,0.775765442,0.33036399,0.575187305,1.144475252,0.834759011,1.244764321,0.879004189,2.10312076,7.887440269,0.19467878,0.203527815,0.713822193,0.793463512,0.569287948,0.616482803,0.530942127,2.294849861,5.917055041,10.344827586,40.261520616,35.410734999,13.982916798,-28.588235294,4.7,69,5792859.01960784,-0.6,84
2018,LOGAN,28973,1259.8,4.6,1.182899834,2.282789153,0.733259546,0.854316547,0.006917543,0.013835086,0.415052573,0.377006087,0.131433315,0.242114001,2.901909242,5.361095739,44.770337576,45.008992806,50.802434975,0,6.902978635,0,3.797468354,53.164556962,0,0.291139241,179.477444517,24.160425223,13.924050633,58.6753184,776.585096469,207.089359058,6.902978635,0,5.263157895,1.231490984,5.849582173,11.112740067,3.298636564,1.685969799,4.339539657,7.63817622,18.750916288,50.432487905,7.095733763,30.816595807,81.249083712,0.489727664,0.230928492,0.549450549,0.473801561,0.382226469,0.648988692,0.724637681,1.389552477,4.889313585,0.059722886,0.159261029,0.378244943,0.513616818,0.585284281,0.469820035,0.262780698,1.214365345,3.643096034,10.203782437,43.204808679,30.46474124,16.126667644,6407.411764706,6.7,20,6435907.01960784,5.2,22
2018,MCDONOUGH,30440,1333.8,4.9,1.367395945,1.434098186,0.880469584,0.847118463,0.01667556,0,1.257337247,1.207310566,0.22678762,0.163420491,2.971584845,2.611392743,44.917289221,45.704375667,48.942769477,0,3.285151117,10.344827586,1.915708812,19.157088123,0,0.237547893,144.546649146,95.269382392,44.827586207,29.566360053,877.135348226,170.827858081,9.855453351,3.285151117,3.594771242,2.712418301,9.624183007,13.218954248,0.506535948,0.506535948,3.709150327,4.215686275,17.434640523,55.081699346,7.598039216,27.483660131,82.565359477,0.590869055,0.333969466,0.708308867,0.851438638,1.064298297,1.607457428,5.68115091,1.258807986,12.096300646,0.139459777,0.117439812,0.645918967,0.664268937,0.748678802,1.442307692,4.440692895,1.699207281,9.897974163,7.140522876,43.496732026,30.816993464,18.545751634,6054.411764706,4.1,83,6396336.01960784,0,78
2018,MCHENRY,307778,927.6,3.6,6.491138715,6.920983225,0.818488829,0.800646227,0.022059945,0.027574931,1.595453056,1.348251912,0.241361747,0.262448459,0.784101268,0.928464141,47.160917564,46.773570889,49.764964266,0,1.299638051,2.196193265,1.171303075,36.603221083,0,0.266471449,66.281540591,34.440408346,33.382137628,28.592037118,702.454366459,87.075749404,7.148009279,0.324909513,5.552962019,0.920506099,6.86369567,12.416657689,2.914736477,0.682299709,2.748351109,5.663087586,18.079745275,46.149794712,6.714068541,35.770460014,81.920254725,0.20295662,0.202301921,0.386272276,0.37874324,0.495606971,0.601340823,0.390527818,1.090728156,3.748477825,0.127666261,0.143051682,0.385290228,0.331277579,0.403294444,0.292977701,0.302798183,1.351952966,3.338309044,15.623466322,47.577836033,26.248189512,10.550508134,-10973.588235294,5.1,56,-2694676.98039216,0.7,66
2018,MCLEAN,171896,1728.4,4.1,2.512035265,2.557856273,1.20816658,1.209326605,0.022620498,0.029580651,2.512615278,2.714459718,0.146743228,0.147903254,4.245113392,3.983527638,41.668696711,43.268951917,48.595789107,0,2.908735514,3.463855422,0.753012048,53.313253012,0,0.143072289,187.904314237,73.300134965,28.162650602,73.881882068,1136.733839065,212.919439661,34.323079071,6.399218132,5.617894217,1.890756303,8.603559071,14.221453287,2.654473554,0.494315373,2.857142857,5.511616411,19.733069698,46.576866041,8.672763223,33.690064261,80.266930302,0.461274664,0.283768445,0.521650929,0.406332263,0.568744415,0.952133697,3.542275461,1.313183761,8.049363634,0.163619678,0.248146449,0.407539788,0.348371048,0.498707948,0.736590432,2.812930181,1.354239621,6.570145145,10.170538804,47.224419179,29.579831933,13.025210084,-4433.588235294,4.1,84,-4255740.98039216,-0.2,81
