Binary Target,Year,County,Total Index Crime Rates per 100K,Unemployment Rate,Percent Hispanic Male,Percent Two or More Races Male,Percent Native Hawaiin Male,Percent Asain Male,Percent American Indian Male,Percent Black Male,Percent White Male,Population Percent Male,Prop Female household no Children,Female Household with Children under 6,Prop Female Household with Children under 18,Prop Female Household,Prop Male Household No Children,Prop Male Household with children under 6,Prop Male Household with children under 18,Prop Male Household,Prop Married no children under 18,Prop Married with children under 6,Prop Married with Children under 18,Prop Married-Couple Family,Prop Female Poverty 75+,Prop Female Poverty 65-74,Prop Female Poverty 55-64,Prop Female Poverty 45-54,Prop Female Poverty 35-44,Prop Female Poverty 25-34,Prop Female Poverty 18-24,Prop Female 17 and Under,Prop Female Poverty,Prop Male Poveryy 75+,Prop Male Poverty 65-74,Prop Male Poverty 55-64,Prop Male Poverty 45-54,Prop Male Poverty 35-44,Prop Male Poverty 25-34,Prop Male Poverty 18-24,Prop Male Poverty Under 17,Prop Male Poverty,Prop 3 Earner,Prop 2 Earner,Prop 1 Earner,Prop No Earners,2018 Normalized Per Capital Income Dollars,2018-percent change,Normalize 2018 GDP,Percent Change - 2018,Prop of Paraphernalia Drug Arrests per 100K,Prop Cannabis Arrests Per 100K,Prop Needle/Syringe Arrests per 100K,Prop Controlled Substance Arrests per 100K,Prop of Meth Arrests Per 100K
FALSE,2018,FULTON,1017.7,6.1,2.45765145,0.531151306,0.011484353,0.166523112,0.519666954,3.674992822,47.616996842,52.038472581,5.380915091,2.282134467,11.477793937,16.858709028,3.613379573,1.577357646,5.772457769,9.385837342,51.437520976,4.004922251,22.317932655,73.75545363,0.475464797,0.493751905,0.548613228,1.222188357,1.508686376,1.328863151,1.283145383,2.325510515,9.186223712,0.152392563,0.344407193,0.646144468,1.078939348,0.923498933,0.765010667,0.81987199,2.584577873,7.314843036,7.036581273,37.621657904,34.254390871,21.087369952,6385.411764706,6.4,6629222.01960784,4.5,394.983422229,83.609629523,25.947816059,135.50526164,126.855989621
FALSE,2018,GALLATIN,1482.7,5.6,1.0703667,0.634291378,0,0.099108028,0.237859267,0.475718533,48.007928642,48.880079286,7.794676806,4.942965779,15.209125475,23.003802281,5.386565272,0.253485425,1.837769328,7.224334601,45.627376426,7.351077313,24.144486692,69.771863118,0.895464279,0.253065992,1.109597041,0.81759782,0.953864123,2.647459607,0.914930894,3.503990656,11.095970411,0.097333074,0.642398287,0.837064434,1.674128869,1.323729803,0.622931672,0.116799689,3.15359159,8.467977419,3.675538657,37.452471483,40.937896071,17.93409379,144.411764706,1.8,7270055.01960784,-6.6,60.108194751,0,40.072129834,0,60.108194751
FALSE,2018,GREENE,1175.3,4.8,0.742441638,0.420972063,0.007654038,0.145426713,0.137772675,1.109835438,48.970531956,50.386528894,6.682721252,0.541842264,7.645996388,14.32871764,3.792895846,1.384708007,4.966887417,8.759783263,51.986754967,5.809753161,24.92474413,76.911499097,0.889860276,0.2888143,0.991335571,0.733744438,1.241120912,1.225509328,0.710327063,1.951447974,8.032159863,0.359066427,0.085863711,0.90547186,1.303567247,0.757161814,0.304425884,0.874248693,1.803137928,6.392943564,9.000602047,39.343768814,33.925346177,17.730282962,7834.411764706,7.2,7169668.01960784,8.3,176.67844523,99.861729912,76.816715317,553.080350284,192.041788293
FALSE,2018,GRUNDY,843.9,4.8,5.289074608,0.665057972,0.023541875,0.400211877,0.17460224,0.916171306,48.298118612,49.849920546,7.167995403,1.616031028,6.672412555,13.840407958,1.71658407,2.33426704,4.007756949,5.724341018,46.319040437,6.744236156,34.116210587,80.435251023,0.444506738,0.206235108,0.386440542,0.572652824,0.710810324,0.616703041,0.656748694,1.503714234,5.097811505,0.30034239,0.324369782,0.224255651,0.562641411,0.360410868,0.480547825,0.282321847,1.155317061,3.690206836,14.328808446,42.354377648,30.23773612,13.079077785,-6910.588235294,4.4,4400827.01960784,-1.1,11.913507932,53.610785696,25.81260052,131.048587257,1.985584655
FALSE,2018,HANCOCK,871.1,4.6,0.830154813,0.493605564,0.044873233,0.196320395,0.173883778,0.308503478,48.95669733,49.691496522,5.627962085,0.987361769,6.832543444,12.460505529,3.515007899,0.868878357,3.060821485,6.575829384,56.654818325,4.561611374,24.308846761,80.963665087,0.838269811,0.54766961,0.799150553,0.402369509,0.838269811,0.815915949,1.028277635,1.838605119,7.108527998,0.290600201,0.195596289,0.665027383,0.625908126,0.296188667,0.374427182,0.301777132,2.05655527,4.80608025,6.338862559,41.844391785,30.746445498,21.070300158,-1334.588235294,6,6863536.01960784,6.5,11.239743734,22.479487468,0,39.339103068,207.935259076
FALSE,2018,HARDIN,701.6,7.6,0.950423838,0.539429746,0.051374261,0.231184177,0.282558438,0.256871307,49.576162343,50.449524788,7.607497244,0.882028666,4.189636163,11.797133407,4.520396913,0.33076075,3.528114664,8.048511577,60.308710033,2.425578831,19.845644983,80.154355017,0.255427842,1.098339719,1.251596424,2.14559387,1.047254151,1.149425287,1.098339719,2.605363985,10.651340996,0.434227331,0.766283525,0.766283525,1.021711367,0.357598978,0.255427842,0.561941252,1.558109834,5.721583653,9.261300992,31.64277839,29.878721058,29.217199559,7591.411764706,1.4,7441041.01960784,-0.4,200.451014783,125.28188424,25.056376848,300.676522175,400.902029567
FALSE,2018,HENDERSON,44.8,4.9,0.86605943,0.552486188,0.044796177,0.089592355,0.16425265,0.194116769,48.45453188,48.96222189,4.245754246,1.848151848,7.742257742,11.988011988,3.746253746,0.699300699,2.347652348,6.093906094,57.392607393,3.746253746,24.525474525,81.918081918,0.322533353,0.102624249,0.952939452,0.381175781,0.322533353,0.879636417,0.908957631,1.466060695,5.336460929,0.322533353,0.234569711,0.234569711,0.425157602,0.19058789,0.219909104,0.498460636,0.733030347,2.858818355,9.240759241,41.558441558,30.969030969,18.231768232,2795.411764706,0.7,7345693.01960784,-10,0,0,0,0,0
FALSE,2018,HENRY,1474.9,4.9,3.124172084,0.754040229,0.016303573,0.199718763,0.150808046,1.14532597,48.285067966,49.827793515,5.229189586,1.70883755,6.791345801,12.020535387,2.449578291,0.828749542,3.806380638,6.255958929,51.983865053,5.075174184,29.739640631,81.723505684,0.534803357,0.396988646,0.637650156,0.608853052,0.641764028,0.868026987,0.798091163,1.991114037,6.477291427,0.164554879,0.250946191,0.565657397,0.372305414,0.606796117,0.621194668,0.802205035,2.036366628,5.420026329,10.781078108,41.356802347,29.240924092,18.621195453,-325.588235294,2.3,6109841.01960784,-4.3,149.119581648,163.418719614,10.213669976,71.495689831,106.222167749
FALSE,2018,IROQUOIS,1367.1,4.3,3.714888662,0.720419153,0.010915442,0.229224276,0.19283947,0.70222675,47.922427594,49.086741377,6.691028226,1.449092742,6.262600806,12.953629032,3.440020161,2.268145161,4.674899194,8.114919355,51.990927419,4.183467742,26.940524194,78.931451613,0.431315694,0.572671258,0.942370424,0.677781805,0.692279812,1.167089525,0.989488945,2.181949982,7.654947445,0.445813701,0.340703153,0.601667271,0.71040232,0.6669083,0.819137369,0.703153316,2.007973904,6.295759333,11.529737903,43.409778226,30.330141129,14.730342742,1488.411764706,4.7,6490362.01960784,-1.9,90.895869692,65.445026178,79.988365329,141.797556719,90.895869692
TRUE,2018,JACKSON,2791.9,4.5,2.262214387,1.41039292,0.045383931,1.818848295,0.258339297,6.98563424,40.468501807,49.690167397,7.229301916,4.023403062,13.833453555,21.06275547,4.231786487,1.210226817,3.582591969,7.814378456,49.03422297,5.65039673,22.088643103,71.122866074,0.539704176,0.438394518,1.060988414,0.757059441,1.182560003,1.862255706,5.789386432,2.753780692,14.384129382,0.19525134,0.379450717,0.819687229,0.677853709,0.920996887,1.967249351,5.373095839,2.770358636,13.103943709,7.614009778,35.649595255,38.198284844,18.538110123,7462.411764706,5.1,4740837.01960784,5.4,237.274632398,93.52430766,31.17476922,197.440205061,183.584752074
FALSE,2018,JASPER,420.3,4.9,0.727348296,0.342892768,0,0.08312552,0.114297589,0.197423109,49.501246883,49.906483791,3.580146461,0.569568755,6.346623271,9.926769731,2.156224573,0.203417413,1.545972335,3.702196908,56.265256306,6.875508544,30.105777055,86.37103336,0.971288291,0.309531433,0.992635287,0.960614793,0.821859323,1.30216672,0.288184438,2.18806703,7.834347316,0.640409862,0.23481695,1.291493222,0.661756858,0.341551927,0.587042374,0.320204931,1.142064254,5.219340378,12.327095199,40.154597234,28.030919447,19.48738812,-1214.588235294,8.3,6978476.01960784,4.7,73.560319462,10.508617066,10.508617066,10.508617066,157.62925599
TRUE,2018,JEFFERSON,3474.8,5.2,1.744987801,0.946748701,0.0185637,0.548955129,0.180333086,5.468335632,45.165482126,51.413493158,7.38590057,3.7999185,10.411572942,17.797473513,3.47392013,1.823553382,5.022412388,8.496332518,49.266503667,4.421352893,24.439690302,73.706193969,0.529204785,0.526389866,0.729064039,0.892329346,1.131597467,1.762139338,1.187895848,3.66783955,10.426460239,0.219563688,0.413793103,0.557353976,0.937368051,0.641801548,1.03026038,0.66713582,3.467980296,7.935256861,9.270578647,36.460880196,35.931132844,18.337408313,5165.411764706,5,5851276.01960784,0.9,255.734247298,39.546533087,44.819404166,247.82494068,445.557606117
FALSE,2018,JERSEY,1179.7,4.8,0.688231246,0.591878871,0.022941042,0.160587291,0.21564579,0.422115164,47.864189034,48.722183987,5.65782807,1.19912177,7.02584023,12.683668299,2.56713393,0.236446546,1.384901199,3.952035129,52.085796318,5.47204864,31.278500253,83.364296572,0.255815055,0.530579374,0.554265953,0.601639111,0.596901795,0.942725852,0.810081008,1.463830594,5.755838742,0.487943531,0.270027003,0.298450898,0.232128476,0.374247951,0.345824056,0.502155479,0.942725852,3.453503245,10.572538423,47.120418848,25.85711873,16.449923999,3224.411764706,4.5,7044643.01960784,1.8,405.511266762,202.755633381,87.55356896,502.281000876,225.796046265
FALSE,2018,JO DAVIESS,1147.3,4.3,1.668932539,0.595377619,0.032816089,0.210960574,0.18752051,0.393793071,49.200693826,50.044536121,4.435159891,1.076651133,5.543949863,9.979109754,2.072955166,0.851679254,2.555037763,4.627992929,61.079865017,4.756548289,24.3130323,85.392897316,0.666142388,0.420964981,0.823426007,0.342323172,0.50423278,0.638386455,0.638386455,1.00846556,5.042327798,0.360827127,0.157283619,0.249803395,0.582874589,0.397835037,0.157283619,0.342323172,1.036221492,3.284452052,10.846858428,42.744656918,27.23766672,19.170817933,-4314.588235294,5.7,6727526.01960784,0.8,449.564484406,318.441509787,23.414816896,145.171864756,163.903718273
