Binary Target,Year,County,Total Index Crime Rates per 100K,Unemployment Rate,Percent Hispanic Male,Percent Two or More Races Male,Percent Native Hawaiin Male,Percent Asain Male,Percent American Indian Male,Percent Black Male,Percent White Male,Population Percent Male,Prop Female household no Children,Female Household with Children under 6,Prop Female Household with Children under 18,Prop Female Household,Prop Male Household No Children,Prop Male Household with children under 6,Prop Male Household with children under 18,Prop Male Household,Prop Married no children under 18,Prop Married with children under 6,Prop Married with Children under 18,Prop Married-Couple Family,Prop Female Poverty 75+,Prop Female Poverty 65-74,Prop Female Poverty 55-64,Prop Female Poverty 45-54,Prop Female Poverty 35-44,Prop Female Poverty 25-34,Prop Female Poverty 18-24,Prop Female 17 and Under,Prop Female Poverty,Prop Male Poveryy 75+,Prop Male Poverty 65-74,Prop Male Poverty 55-64,Prop Male Poverty 45-54,Prop Male Poverty 35-44,Prop Male Poverty 25-34,Prop Male Poverty 18-24,Prop Male Poverty Under 17,Prop Male Poverty,Prop 3 Earner,Prop 2 Earner,Prop 1 Earner,Prop No Earners,2018 Normalized Per Capital Income Dollars,2018-percent change,Normalize 2018 GDP,Percent Change - 2018,Prop of Paraphernalia Drug Arrests per 100K,Prop Cannabis Arrests Per 100K,Prop Needle/Syringe Arrests per 100K,Prop Controlled Substance Arrests per 100K,Prop of Meth Arrests Per 100K
FALSE,2018,JOHNSON,1071,7.4,2.197536827,0.539322225,0.024148756,0.128793367,0.273685905,6.850197215,47.291314497,54.608387668,5.788096795,0.425114454,7.226945716,13.015042511,3.270111184,1.635055592,2.975801177,6.245912361,60.431654676,3.891432309,20.307390451,80.739045128,0.514263536,0.999417815,0.824762274,0.572482049,0.582185135,1.125557927,0.815059189,1.75625849,7.189986416,0.640403648,0.426935766,0.698622162,0.359014167,0.426935766,0.310498739,0.465748108,1.232291869,4.560450223,4.480052322,36.756049706,32.079790713,26.68410726,8790.411764706,4.4,7319783.01960784,0.6,54.326736515,23.282887078,0,31.043849437,23.282887078
FALSE,2018,KANE,1178.1,4.8,16.450105121,0.962794714,0.04186064,2.060181709,0.541935726,2.964033639,44.137820994,49.797266857,6.649779301,1.351494835,8.626207775,15.275987077,3.361293552,1.020826065,3.455336964,6.816630516,41.870553794,7.427912691,36.036828613,77.907382408,0.259870008,0.300289994,0.436230798,0.417164767,0.805921147,0.810306334,0.618502058,1.935202186,5.583487292,0.093423554,0.183605882,0.412398259,0.375028837,0.477794747,0.447098436,0.410682316,1.984392547,4.384424578,16.817843979,44.297480547,28.217573983,10.667101491,-6586.588235294,5.2,-14300088.9803922,1.7,55.138744033,75.325131679,1.68219897,105.978535141,1.68219897
TRUE,2018,KANKAKEE,2189.8,5.4,5.606031668,1.015888607,0.023646467,0.517493838,0.213727684,7.327676371,41.088465071,49.232854038,8.035208341,2.45173964,11.922481206,19.957689547,3.218616599,1.34109025,3.486834649,6.705451249,46.443277549,4.435042122,26.893581655,73.336859204,0.464714553,0.617741769,0.7933006,0.850568454,0.888121145,1.223278913,1.036454275,2.278509534,8.152689242,0.30699325,0.41026315,0.676887257,0.715378766,0.635579297,0.62431349,0.670315536,2.635260099,6.674990847,11.355823354,39.152279853,33.361036606,16.130860187,3456.411764706,4.3,3176147.01960784,0.1,71.827834207,69.065225199,9.208696693,184.173933863,8.287827024
FALSE,2018,KENDALL,998.5,3.6,9.853034443,1.062505383,0.032885207,1.495493944,0.259949733,3.799024406,43.936202698,49.576015722,5.4465208,0.876451623,7.844242026,13.290762826,4.526246596,0.212852537,3.152095658,7.678342254,38.416752747,7.427927505,40.614142173,79.03089492,0.129022893,0.264496932,0.156440258,0.262884146,0.304816586,0.628986606,0.442709803,0.84187438,3.031231604,0.113701425,0.088703239,0.271754469,0.11773339,0.187889589,0.243530711,0.270141683,0.995895459,2.289349967,16.486681066,46.361160672,29.404951952,7.74720631,-4286.588235294,4.4,4636197.01960784,1.1,25.139840362,29.85356043,0.785620011,18.854880272,0
TRUE,2018,KNOX,2484.9,5.2,3.30745528,1.34459162,0.014006163,0.430189283,0.25811357,5.37036296,44.401536676,50.520228901,7.622259696,1.408094435,10.337268128,17.959527825,3.153456998,1.020236088,4.013490725,7.166947723,50.935919056,4.772344013,23.937605396,74.873524452,0.640478224,0.574295474,0.770708796,1.099487617,1.125106746,1.614005124,1.349274125,2.403928266,9.577284372,0.175064048,0.19000854,0.909479078,0.913748933,0.74295474,0.956447481,1.564901793,3.112724167,8.565328779,6.146711636,38.524451939,36.07925801,19.249578415,5275.411764706,4.4,5795773.01960784,-0.7,171.649834338,185.621332482,23.951139675,151.690551275,227.535826913
FALSE,2018,LAKE,1332.9,4.4,11.343692779,1.101221149,0.049457752,3.999931388,0.440259753,3.641577102,41.751204639,49.966337282,5.989341145,1.549822074,8.157310003,14.146651148,2.6769654,0.427690748,2.788900089,5.465865489,43.311484722,7.242341384,37.075998641,80.387483363,0.251416678,0.298202043,0.468145142,0.436809151,0.601796791,0.613019449,0.584744182,1.343658178,4.597791614,0.113392566,0.16746537,0.388857796,0.355481321,0.426606735,0.352129098,0.476015578,1.379075136,3.6590236,15.286046032,44.846827682,30.130479092,9.736647194,-33812.588235294,6,-52559883.9803922,2.4,113.374475607,63.112743348,4.854826411,85.245040224,2.427413206
FALSE,2018,LASALLE,1359.8,5.7,5.295944448,0.715470094,0.014657518,0.344451671,0.21070182,2.05938127,47.752361235,50.40720417,8.432593395,2.0438549,9.985787764,18.418381159,3.779778018,1.340010828,3.542907417,7.322685436,48.490795885,5.728884678,25.76813752,74.258933406,0.440207486,0.299079396,0.717790551,0.759848591,0.989765877,1.285106781,0.897238189,2.472078134,7.861115005,0.204682462,0.249544371,0.653301556,0.602831908,0.596289546,0.600028039,0.447684471,2.297303612,5.651665966,12.029642664,38.342582566,33.605170547,16.022604223,114.411764706,4.7,2148244.01960784,0.7,136.619537511,176.046652363,2.750728943,243.897966294,11.002915773
FALSE,2018,LAWRENCE,137.6,5.7,3.13665971,0.550180231,0.025295643,0.347815089,0.252956428,9.656611649,45.664959211,55.947638019,8.823529412,3.524550316,7.997083131,16.820612543,1.993193972,3.062712688,5.979581915,7.972775887,47.47204667,8.021390374,27.7345649,75.20661157,0.181185679,0.616031309,0.652268445,0.674010726,1.333526598,1.413248297,1.492969996,2.949702855,9.312943905,0.094216553,0.188433106,0.48557762,0.550804464,1.60892883,0.753732425,0.847948978,2.840991448,7.370633425,9.333981526,35.683033544,38.356830335,16.626154594,14835.411764706,4.4,7035805.01960784,-1,12.507035207,6.253517604,0,0,6.253517604
FALSE,2018,LEE,1257.4,4.3,3.880919058,0.746442734,0.029157919,0.381968743,0.224515979,4.811056683,47.594471659,53.079076277,5.028854081,2.767636321,8.915322106,13.944176187,1.637027441,0.859733836,2.767636321,4.404663762,53.527264162,6.724767401,28.12389589,81.651160052,0.684624736,0.575852582,0.575852582,0.726214089,0.60144603,0.873376416,0.879774778,1.126111715,6.043252927,0.28472711,0.153560688,0.595047668,0.579051763,0.396698445,0.703819822,0.700620641,1.39484292,4.808369058,10.858556118,44.140855023,28.748086209,16.25250265,2958.411764706,4.3,6038400.01960784,4.3,164.522004818,334.919795523,5.875785886,249.72090017,38.192608261
FALSE,2018,LIVINGSTON,1082.4,4.3,2.629221034,0.92120737,0.008400067,0.459203674,0.145601165,2.539620317,46.945175561,50.142801142,7.61362438,3.458821048,10.19719498,17.810819361,3.80681219,2.109037225,5.757671623,9.564483813,47.558789413,4.65042708,25.065907413,72.624696826,0.775765442,0.33036399,0.575187305,1.144475252,0.834759011,1.244764321,0.879004189,2.10312076,7.887440269,0.19467878,0.203527815,0.713822193,0.793463512,0.569287948,0.616482803,0.530942127,2.294849861,5.917055041,10.344827586,40.261520616,35.410734999,13.982916798,-28.588235294,4.7,5792859.01960784,-0.6,93.775955845,93.775955845,50.906947459,308.120997776,29.472443266
FALSE,2018,LOGAN,1259.8,4.6,2.282789153,0.854316547,0.013835086,0.377006087,0.242114001,5.361095739,44.770337576,50.802434975,5.263157895,1.231490984,5.849582173,11.112740067,3.298636564,1.685969799,4.339539657,7.63817622,50.432487905,7.095733763,30.816595807,81.249083712,0.489727664,0.230928492,0.549450549,0.473801561,0.382226469,0.648988692,0.724637681,1.389552477,4.889313585,0.059722886,0.159261029,0.378244943,0.513616818,0.585284281,0.469820035,0.262780698,1.214365345,3.643096034,10.203782437,43.204808679,30.46474124,16.126667644,6407.411764706,6.7,6435907.01960784,5.2,79.384254306,37.966382494,10.354467953,144.962551341,0
FALSE,2018,MCDONOUGH,1333.8,4.9,1.434098186,0.847118463,0,1.207310566,0.163420491,2.611392743,44.917289221,48.942769477,3.594771242,2.712418301,9.624183007,13.218954248,0.506535948,0.506535948,3.709150327,4.215686275,55.081699346,7.598039216,27.483660131,82.565359477,0.590869055,0.333969466,0.708308867,0.851438638,1.064298297,1.607457428,5.68115091,1.258807986,12.096300646,0.139459777,0.117439812,0.645918967,0.664268937,0.748678802,1.442307692,4.440692895,1.699207281,9.897974163,7.140522876,43.496732026,30.816993464,18.545751634,6054.411764706,4.1,6396336.01960784,0,203.679369251,384.362680683,16.425755585,164.257555848,88.699080158
FALSE,2018,MCHENRY,927.6,3.6,6.920983225,0.800646227,0.027574931,1.348251912,0.262448459,0.928464141,47.160917564,49.764964266,5.552962019,0.920506099,6.86369567,12.416657689,2.914736477,0.682299709,2.748351109,5.663087586,46.149794712,6.714068541,35.770460014,81.920254725,0.20295662,0.202301921,0.386272276,0.37874324,0.495606971,0.601340823,0.390527818,1.090728156,3.748477825,0.127666261,0.143051682,0.385290228,0.331277579,0.403294444,0.292977701,0.302798183,1.351952966,3.338309044,15.623466322,47.577836033,26.248189512,10.550508134,-10973.588235294,5.1,-2694676.98039216,0.7,59.133531312,74.079368896,2.599276102,81.227378175,4.873642691
FALSE,2018,MCLEAN,1728.4,4.1,2.557856273,1.209326605,0.029580651,2.714459718,0.147903254,3.983527638,41.668696711,48.595789107,5.617894217,1.890756303,8.603559071,14.221453287,2.654473554,0.494315373,2.857142857,5.511616411,46.576866041,8.672763223,33.690064261,80.266930302,0.461274664,0.283768445,0.521650929,0.406332263,0.568744415,0.952133697,3.542275461,1.313183761,8.049363634,0.163619678,0.248146449,0.407539788,0.348371048,0.498707948,0.736590432,2.812930181,1.354239621,6.570145145,10.170538804,47.224419179,29.579831933,13.025210084,-4433.588235294,4.1,-4255740.98039216,-0.2,55.265974775,108.786708242,2.908735514,205.938474426,13.380183367
TRUE,2018,MACON,2911.6,5.5,1.171247034,1.483196815,0.026793233,0.53108015,0.14736278,8.207341346,38.909515425,47.885248412,9.125247765,3.186357007,13.328845507,22.454093272,3.46684618,0.905045065,3.291072965,6.757919144,48.229178354,4.218557164,22.55880923,70.787987584,0.447764093,0.387544194,0.969346128,0.719724931,0.85570535,1.557947084,1.319010063,2.917751272,9.174793116,0.210769649,0.321496562,0.879016279,0.385601616,0.728466529,0.864446948,0.672131784,2.930378026,6.992307393,8.545570141,40.210927858,32.693818019,18.549683982,-3467.588235294,6.1,1023272.01960784,4.6,260.872058023,82.179476154,0.955575304,204.49311508,64.023545375
FALSE,2018,MACOUPIN,1600.6,4.8,0.606822896,0.558277064,0.026479545,0.141224238,0.183150183,0.503111346,48.574517852,49.443929564,7.40303674,1.502635513,8.095350484,15.498387224,2.887263001,0.983400205,3.603178349,6.49044135,50.586106522,4.138148061,27.425064904,78.011171426,0.338117737,0.313486643,0.698627376,0.644886809,0.958373452,1.540562932,0.855370698,2.496697194,7.846122842,0.129873038,0.230636602,0.638169238,0.485904297,0.667278712,0.792673369,0.570993529,1.995118565,5.51064735,9.369837149,39.792305877,32.648886791,18.188970183,3139.411764706,7,6383660.01960784,6.1,13.356484573,44.521615244,6.678242287,91.269311251,64.556342104
TRUE,2018,MADISON,2131.6,4.4,1.737328899,1.040427837,0.034466303,0.450334437,0.165892753,4.071568709,43.919159477,48.69482551,8.351013928,2.147651007,9.732265281,18.083279209,3.741069496,0.714440355,3.362921267,7.103990763,46.44295302,6.484809122,28.369777008,74.812730028,0.374766974,0.463740429,0.698691975,0.783813764,0.883957046,1.345771643,1.136241083,1.923521346,7.61050426,0.114394441,0.215308056,0.593156362,0.537692391,0.682514983,0.788050595,1.046497296,2.133437072,6.111051196,11.431045681,41.310528975,31.14959948,16.108825864,-2143.588235294,5.2,-3746880.98039216,4.6,152.850684225,73.960008496,47.789543951,298.874290742,207.846587978
TRUE,2018,MARION,3181.9,4.8,1.185094032,0.995157968,0.018726091,0.256814959,0.216687622,2.220379337,46.108985848,48.880447286,7.345132743,3.992133727,12.979351032,20.324483776,4.523107178,1.150442478,3.933136676,8.456243854,48.613569322,4.277286136,22.605703048,71.21927237,0.407810517,0.572555162,1.042482513,0.775110055,1.269343992,1.385475464,1.515110595,3.265184865,10.233073163,0.11343074,0.259270262,0.864234207,0.648175656,0.680584438,0.920949577,0.799416642,3.386717801,7.672779323,10.068829892,37.915437561,33.608652901,18.407079646,1687.411764706,7,6174358.01960784,6.6,221.185876083,21.319120586,98.600932712,247.834776815,373.08461026
FALSE,2018,MARSHALL,995.2,5.1,1.532700514,0.53992859,0.008708526,0.20029609,0.252547244,0.470260385,48.55003048,49.516676827,4.69151671,3.341902314,7.519280206,12.210796915,3.213367609,1.124678663,2.377892031,5.59125964,58.033419023,5.269922879,24.164524422,82.197943445,0.640182408,0.456020346,0.657721652,0.570025432,0.73664825,1.140050864,0.798035605,2.060861177,7.059545734,0.166622819,0.114005086,0.657721652,0.280627905,0.456020346,0.640182408,0.254319039,1.525914233,4.095413488,11.568123393,37.435732648,31.973007712,19.023136247,-1268.588235294,5.1,7143084.01960784,-3.2,77.881619938,34.614053306,8.653513326,95.188646591,17.307026653
FALSE,2018,MASON,1670.7,5.8,0.687209045,0.628094288,0.007389345,0.169954925,0.184733614,0.465528708,48.392817557,49.27214956,5.571540675,2.56343186,11.169238818,16.740779493,3.766675386,1.438660738,3.478943238,7.245618624,51.713314151,4.263667277,24.300287732,76.013601883,0.443885478,0.310719834,1.065325146,0.843382407,1.065325146,1.161500333,1.065325146,2.123252201,8.078715691,0.429089295,0.384700747,0.754605312,0.932159503,0.924761412,0.503070208,0.843382407,2.537545313,7.309314197,9.390530997,36.385037928,35.678786293,18.545644782,2236.411764706,6.2,6968943.01960784,-0.3,59.140977305,66.533599468,7.392622163,96.10408812,184.815554077
TRUE,2018,MASSAC,3826,6.9,1.526064323,1.140982671,0.014262283,0.263852243,0.249589959,2.980817229,44.384225915,47.949796762,5.806783145,3.340184995,9.583761562,15.390544707,3.87975334,1.952723535,4.110996917,7.990750257,47.867420349,4.393627955,28.751284687,76.618705036,0.719881431,1.312724963,1.03747618,1.044533841,1.065706825,1.510339473,0.790458042,3.048909591,10.530030348,0.381113699,0.557555226,0.691650787,0.988072553,0.64930482,0.931611264,0.77634272,2.491354365,7.467005434,7.297019527,35.91983556,31.140801644,25.642343268,6386.411764706,3.1,6856432.01960784,0.8,247.524752475,169.73125884,56.57708628,247.524752475,509.193776521
FALSE,2018,MENARD,808,4,0.773049068,0.773049068,0.008137359,0.113923021,0.179021889,0.488241517,47.847668647,48.71022866,5.818082491,1.256487299,7.784758263,13.602840754,2.321770008,2.239825184,4.370390604,6.692160612,51.515979241,5.654192843,28.189019394,79.704998634,0.411895543,0.222423593,0.543702117,0.238899415,0.832028997,0.749649889,0.321278524,1.861767856,5.181645935,0.032951643,0.255375237,0.766125711,0.18947195,0.494274652,0.28832688,0.230661504,2.141856825,4.399044402,10.789401803,44.168260038,29.035782573,16.006555586,-2486.588235294,7.5,7257624.01960784,15.3,0,24.734108335,0,32.978811114,74.202325006
FALSE,2018,MERCER,718.9,5.1,1.189634107,0.630184554,0.012860909,0.18005273,0.173622275,0.456562279,48.980772941,49.829592952,3.978661925,3.645254501,7.868415203,11.847077128,2.267170482,1.222493888,3.578573016,5.845743499,54.012002667,3.623027339,28.295176706,82.307179373,0.142321128,0.439901669,0.601630224,0.485185664,0.536938802,1.229137016,1.106223315,2.141286065,6.682623884,0.200543408,0.342864536,0.879803338,0.381679389,0.355802821,0.420494242,0.232889119,1.901927804,4.716004658,11.802622805,39.831073572,29.695487886,18.670815737,-299.588235294,2.8,7142904.01960784,-4,181.347150259,129.533678756,19.430051813,58.29015544,103.626943005
FALSE,2018,MONROE,715.4,3.4,0.765135426,0.509120531,0.014546301,0.197829692,0.125098188,0.212375993,49.102493236,49.684345271,4.812194879,1.155723822,4.373816878,9.186011757,3.31772442,0.617714457,2.839493873,6.157218292,49.158114975,6.794859022,35.498654977,84.656769951,0.400926586,0.403896412,0.427655025,0.320741269,0.291043003,0.409836066,0.089094797,0.801853172,3.145046329,0.163340461,0.317771442,0.255405084,0.08612497,0.332620575,0.237586125,0.163340461,0.267284391,1.823473509,11.716648401,50.383580751,23.433296802,14.466474046,-13939.588235294,6.5,6623461.01960784,4.6,43.980531285,35.184425028,20.524247933,96.757168827,49.844602123
TRUE,2018,MONTGOMERY,2022.2,5.8,1.157157297,0.435676693,0.024397895,0.21609564,0.125474888,3.297201213,48.698198041,52.389250985,7.394843962,1.166892809,8.03256445,15.427408412,3.717774763,1.818181818,3.392130258,7.10990502,56.417910448,3.622795115,21.044776119,77.462686567,0.470707228,0.322881817,1.205944138,0.805259472,0.824710184,1.377110402,0.715786198,3.326071734,9.048471174,0.24507897,0.427915662,0.65354392,0.739127052,0.470707228,0.762467906,0.770248191,2.824243367,6.893332296,7.734056988,40.949796472,31.601085482,19.715061058,7029.411764706,7.9,6222021.01960784,4,284.370172729,140.429714928,3.510742873,217.666058138,273.837944109
TRUE,2018,MORGAN,2172.8,4.3,1.545831252,0.955123872,0.038204955,0.399682605,0.290945426,4.890234226,44.976048432,50.648014812,7.246376812,2.723235157,12.155212716,19.401589528,3.27255727,0.841514727,3.214118747,6.486676017,50.38569425,5.095839177,23.726040206,74.111734455,0.316220838,0.471104514,0.554999839,0.971249718,1.206801975,1.058371785,0.790552096,2.845987545,8.21528831,0.080668581,0.419476622,0.619534704,0.587267271,1.084185731,0.542092866,1.232615921,1.797295989,6.363137685,7.737260402,42.21598878,34.677419355,15.369331463,3387.411764706,7.7,6100860.01960784,5.9,131.685272199,53.871247718,0,149.642354772,158.620896058
FALSE,2018,MOULTRIE,1184.9,3.8,0.785090115,0.525669033,0.020480612,0.143364282,0.129710541,0.307209175,48.429819771,49.057891862,3.594936709,0.936708861,7.037974684,10.632911392,1.898734177,0.632911392,1.46835443,3.367088608,52.050632911,9.113924051,33.949367089,86,0.513318535,0.242785794,0.284406215,0.520255272,0.360710322,0.728357381,0.610432852,1.57463929,4.83490566,0.201165372,0.166481687,0.339900111,0.749167592,0.166481687,0.332963374,0.617369589,1.754994451,4.328523862,9.873417722,45.46835443,32.253164557,12.405063291,-17971.588235294,8.7,6853935.01960784,11.1,41.093075817,109.581535511,6.848845969,61.639613725,20.546537908
FALSE,2018,OGLE,815.7,4.9,5.246056596,0.710895807,0.037415569,0.293416829,0.200862527,0.697111124,48.315314783,49.583505642,5.678409487,1.785838856,8.803627485,14.482036972,2.908964074,0.969654691,4.080920823,6.989884897,50.624346006,4.687826997,27.903732124,78.52807813,0.550691336,0.299116517,0.427875282,0.721049087,0.725010895,0.61606117,0.691335526,1.636226774,5.667366586,0.126777861,0.152529615,0.515035062,0.380333584,0.330810982,0.524939582,0.61606117,1.586704172,4.233192029,12.814788978,42.46250436,30.394140216,14.328566446,-2008.588235294,5.3,4825429.01960784,0.8,83.150204906,108.887173091,13.858367484,106.907406308,1.979766783
TRUE,2018,PEORIA,3734,5.5,2.463182372,1.522533496,0.03045067,2.124349463,0.204296313,8.776436718,37.255010519,48.469161776,8.938847713,2.653440516,14.239011174,23.177858886,2.955731208,0.960612642,3.640923442,6.59665465,45.287623995,6.034617882,24.937862469,70.225486464,0.485385435,0.581346694,0.855282611,0.74983681,0.984718728,1.564391678,1.332857246,2.862100324,9.415919526,0.133341516,0.225955289,0.822365668,0.629885237,0.730867724,0.96296007,1.011498614,2.32482886,6.841702978,9.169484314,37.239974025,36.129335632,17.461206028,-6388.588235294,6.6,-4493605.98039216,7.6,64.920417471,103.432529531,18.705883,175.505196384,13.754325735
FALSE,2018,PERRY,874.2,5.8,2.511350738,1.00737798,0.028376844,0.33579266,0.297956867,7.950245933,46.31573969,55.013242527,8.007380074,2.103321033,11.937269373,19.944649446,3.32103321,0.442804428,2.435424354,5.756457565,48.062730627,4.003690037,26.236162362,74.298892989,0.37435157,0.828921333,1.331622012,1.486710519,0.844964971,1.978715439,0.962618322,2.845071929,10.652976095,0.069522434,0.197871544,0.962618322,0.481309161,0.411786727,0.556179475,0.812877694,2.144499706,5.636665062,8.560885609,36.992619926,34.05904059,20.387453875,6377.411764706,6.6,6834693.01960784,9.2,275.547531949,109.268848876,123.521307426,370.563922277,318.304907597
FALSE,2018,PIATT,575.4,4.1,0.623243309,0.562141024,0.012220457,0.183306856,0.12220457,0.427715997,48.71685201,49.517291947,6.534031414,1.42408377,4.795811518,11.329842932,2.32460733,1.445026178,3.539267016,5.863874346,53.717277487,5.42408377,29.089005236,82.806282723,0.428527701,0.091827365,0.373431283,0.153045608,0.550964187,0.348943985,0.208142026,1.132537496,3.287419651,0.04285277,0.116314662,0.287725742,0.257116621,0.544842363,0.48362412,0.232629324,0.685644322,2.650749923,12.607329843,48.293193717,26.492146597,12.607329843,-9511.588235294,7.4,7069238.01960784,11.9,146.914789422,55.093046033,6.121449559,36.728697356,12.242899119
FALSE,2018,PIKE,791.2,4.7,0.769477397,0.448861815,0.032061558,0.160307791,0.147483168,1.256813081,48.470663674,50.086566207,5.245746692,2.38657845,10.515122873,15.760869565,3.473534972,0.756143667,2.811909263,6.285444234,51.039697543,5.812854442,26.913988658,77.9536862,0.853970965,0.676607765,0.755435854,0.709452802,1.051041188,1.083886225,0.860539972,2.003547264,7.994482034,0.262760297,0.348157393,0.768573868,1.129869277,0.762004861,0.656900742,0.387571438,1.576561782,5.892399658,6.592627599,42.509451796,31.639886578,19.258034026,1978.411764706,5.8,6922981.01960784,1.7,204.185809086,31.90403267,12.761613068,133.996937213,344.563552833
FALSE,2018,PUTNAM,247.2,5.2,2.894002789,0.714783821,0,0.174337517,0.087168759,0.488145049,50.122036262,50.958856346,3.513022411,0,6.904906118,10.417928528,1.635372502,1.817080557,4.482132041,6.117504543,62.447001817,4.663840097,21.017565112,83.464566929,0.193457615,0.123109391,0.263805839,0.492437566,0.756243405,0.633134013,0.56278579,1.618009145,4.642982765,0.211044671,0.369328174,0.193457615,0.439676398,0.175870559,0.175870559,0.580372846,2.022511432,4.168132255,11.932162326,40.702604482,30.587522714,16.777710478,-14122.588235294,3.6,7208724.01960784,-2.9,0,0,17.658484902,0,0
FALSE,2018,RANDOLPH,264.5,4.3,2.365043354,0.689933804,0.049724959,0.229977935,0.170929546,8.969139447,45.57292476,55.051745035,7.589862943,1.771399017,7.79674166,15.386604603,3.633307473,1.926558055,4.809930178,8.443237652,52.236876131,4.835790018,23.933281614,76.170157745,0.870147256,0.2501233,0.838441485,0.672866906,0.810258578,0.996970337,0.930035933,1.831888959,7.200732756,0.313534841,0.190234623,0.521383781,0.454449376,0.827872895,0.824350032,0.510815191,2.060875079,5.703515818,8.107059736,39.694853892,34.303077321,17.895009051,7841.411764706,6.7,6076649.01960784,3.3,186.700687681,68.456918816,56.010206304,205.370756449,93.35034384
TRUE,2018,RICHLAND,3312,4.6,0.872889455,0.681745779,0.006371456,0.433259,0.165657853,0.490602103,48.410321759,49.544440905,7.627329193,2.906832298,9.068322981,16.695652174,2.434782609,1.043478261,2.832298137,5.267080745,49.714285714,7.652173913,28.322981366,78.037267081,0.692440854,0.589857024,0.94248894,0.775790216,1.000192345,1.506700006,0.795024684,2.756940437,9.059434507,0.41674681,0.4231583,1.307943835,0.41674681,0.544976598,0.897608514,0.596268513,1.314355325,5.917804706,10.633540373,38.732919255,33.291925466,17.341614907,2191.411764706,6.7,6584548.01960784,4,189.981635109,82.325375214,25.330884681,101.323538725,481.286808942
TRUE,2018,ROCK ISLAND,2508.7,5.1,6.656102537,1.490664068,0.022437089,1.368662399,0.287475196,5.729871478,41.819928342,49.311111267,7.891721951,3.47427597,13.268323875,21.160045826,3.631470972,1.233581115,4.579969627,8.211440599,46.870753737,4.857059121,23.757759838,70.628513575,0.559149294,0.570560504,0.931440023,0.719619436,0.805916712,1.297311947,1.156811423,2.548979053,8.589788393,0.304536669,0.353034312,0.649012574,0.510651651,0.524202463,0.484976429,0.584824517,2.838538509,6.249777125,9.658167479,40.892015027,33.693016812,15.756800682,-55.588235294,3.8,-2949421.98039216,0.9,136.319376826,86.938378078,49.380998748,175.267770204,110.585616915
TRUE,2018,ST. CLAIR,2565,5,2.159090909,1.229338843,0.046296296,0.604147536,0.20087236,14.001760024,33.26828895,48.240740741,10.823385369,2.561983471,13.356290174,24.179675543,3.371594735,0.919804102,3.512396694,6.883991429,43.224670952,5.36271809,25.711662075,68.936333027,0.45037229,0.384435936,1.035702029,0.785837951,1.121689205,1.614476693,1.110121423,2.925877513,9.428513039,0.146525231,0.250249671,0.76154561,0.606922932,0.675944027,0.71180415,0.816299775,2.955182559,6.924473955,9.773492501,40.20661157,33.440465259,16.57943067,-314.588235294,5,-3132735.98039216,0.6,163.70071206,192.521259957,37.658849253,237.481314678,62.252383459
TRUE,2018,SALINE,2666.9,6.4,0.941611669,0.979444281,0.067257976,0.260624658,0.22699567,2.383454538,46.311320358,49.316911177,6.688662268,3.74925015,12.552489502,19.24115177,3.164367127,0.959808038,4.424115177,7.588482304,47.390521896,4.75404919,25.779844031,73.170365927,0.376432771,0.816309267,1.759505985,1.687603096,1.015099607,1.899082181,1.218119528,2.478534873,11.250687307,0.160724104,0.444106078,1.543797318,1.07431375,1.112379986,1.416909868,1.078543332,4.166137969,10.996912405,6.793641272,34.028194361,36.577684463,22.600479904,5059.411764706,3,6696971.01960784,-4.5,117.228386016,54.427464936,100.481473728,272.137324681,339.124973833
TRUE,2018,SANGAMON,3988.1,4.3,1.149566293,1.21959323,0.020956967,1.020246474,0.134431274,6.117389682,40.662137917,48.024166961,8.210547106,2.824412404,13.324116137,21.534663243,3.332016591,1.135690302,3.918625321,7.250641912,46.061623543,5.640924353,25.153071302,71.214694845,0.337476421,0.367451355,0.744205277,0.910101036,0.888395049,1.313729037,1.006227551,2.832114525,8.399700251,0.124551022,0.246517998,0.66926794,0.793818962,0.686322644,0.835680509,0.797953435,2.65639939,6.8105119,8.447560735,43.004147738,32.131147541,16.417143986,-4144.588235294,5.9,-3024032.98039216,4.4,71.644968476,121.284696635,1.535249324,251.780889216,69.597969377
FALSE,2018,SCHUYLER,821.9,4.3,1.208151383,0.320232897,0,0.116448326,0.116448326,2.838427948,49.301310044,52.387190684,9.786989062,2.36039148,9.441565918,19.22855498,3.10880829,2.014968336,7.196315486,10.305123777,52.043753598,4.605641911,18.422567645,70.466321244,0.407628476,0.02911632,0.800698792,1.048187509,0.494977435,0.713349833,0.742466152,1.281118067,5.517542583,0.393070316,1.062745669,2.955306449,5.226379386,2.649585092,1.557723104,1.019071189,0.98995487,15.853836075,6.160046056,43.177892919,28.55497985,22.107081174,546.411764706,5.1,7261041.01960784,-0.2,273.97260274,360.490266763,14.419610671,72.098053353,187.454938717
