CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
306,1485.04,49.5568,1534.6,0.012282,0.45737,0.000173802,0.289683,2.38095,0.00133248,0.00581272,21.0317,0.0011973,0.0192341,0.479347,24.2063,0.0076473,5.9,23.4127,0.000965568,0.484522,0.00830388,0.00507889,0.0205087,0.0122627,0,29.5836,14.7918,24.0367,255.159,"COLES",54084,1.84898,251.461,0,2016,918.941,38.8285
307,3119.25,104.554,3223.8,0.123468,0.333977,0.000357945,0.130556,0.466991,0.00356279,0.0389092,45.53,0.0037856,0.110064,0.330515,40.635,0.00943347,6,0.312448,0.000379574,0.485212,0.00967388,0.0358136,0.131769,0.127913,0.229743,42.4833,25.6546,274.428,414.456,"COOK",5.22323e+06,16.0437,343.331,0.0191452,2016,1841.56,265.87
308,1144.11,97.9931,1242.1,0.0073172,0.46966,0.000156797,0.298137,1.24224,0.00162024,0.0036586,23.6025,0.00177703,0.0462029,0.465688,14.2857,0.00538337,6.2,31.0559,0.000313594,0.520671,0.00496524,0.00240422,0.00324048,0.0148435,0,15.5909,15.5909,41.5757,207.879,"CRAWFORD",19242,0,249.454,0,2016,711.984,0
309,670.06,-54.96,615.1,0.00570482,0.494939,0.000460066,0.470588,0,0.00101215,0.00395657,32.3529,0.000920132,0.00266838,0.486934,8.82353,0.0048767,5.2,11.7647,9.20132e-05,0.501012,0.00450865,0.00202429,0.00211631,0.00496872,0,24.9377,0,16.6251,207.814,"CUMBERLAND",12030,0,49.8753,0,2016,315.877,0
310,1860.97,547.734,2408.7,0.0535742,0.444687,0.00033628,0.29852,1.23355,0.00200807,0.0138739,47.4507,0.00226749,0.0343101,0.436472,20.8059,0.0093774,5.3,0.657895,0.000355496,0.495696,0.0102133,0.0134032,0.0414008,0.0554862,0,78.3796,18.1611,44.9249,270.505,"DEKALB",104619,4.77925,169.185,0,2016,1782.66,40.1457
311,1093.07,-184.368,908.7,0.0328991,0.485984,0,0.636364,1.2987,0.00131799,0.00324428,18.1818,0.00192629,0.00385259,0.490698,15.5844,0.00588027,4.7,1.2987,5.06919e-05,0.49597,0.00582957,0.0037512,0.00294013,0.0393876,0,10.1528,0,30.4584,152.292,"DOUGLAS",19699,0,192.903,0,2016,517.793,5.0764
312,1366.82,14.1763,1381,0.0689864,0.406153,0.000251274,0.321209,1.44342,0.00198012,0.0612581,52.7136,0.0019565,0.0239623,0.408426,13.5874,0.00981255,4.7,0.134719,0.000265233,0.491012,0.00959027,0.0579067,0.0274822,0.0722573,0,14.4801,4.71943,46.9798,139.652,"DUPAGE",932316,0.429039,43.3329,0,2016,1104.78,26.6004
313,1273.26,-89.8628,1183.4,0.00599349,0.481135,5.70809e-05,0.284722,2.77778,0.0011987,0.00205491,7.63889,0.0011987,0.00313945,0.50254,19.7917,0.00410982,6,41.3194,0.000171243,0.487185,0.00445231,0.00125578,0.00251156,0.00542268,0,5.50418,11.0084,60.546,434.83,"EDGAR",18168,0,220.167,0,2016,445.839,5.50418
314,577.927,-270.927,307,0.00504896,0.486689,0,0.388889,0,0.00168299,0.00244798,27.7778,0.00122399,0.00290698,0.49541,16.6667,0.00566095,5.8,16.6667,0,0.49235,0.00550796,0.00137699,0.00260098,0.00810893,0,0,0,0,146.177,"EDWARDS",6841,0,14.6177,0,2016,131.56,14.6177
315,1447.99,328.212,1776.2,0.00916008,0.489172,0.000263389,0.376022,2.45232,0.00119988,0.00336552,29.7003,0.00131694,0.00269242,0.49163,11.4441,0.00427275,4.7,18.8011,5.85309e-05,0.497366,0.00418496,0.00383377,0.00199005,0.0106234,0,31.0139,5.63889,39.4722,298.861,"EFFINGHAM",35468,0,107.139,0,2016,1285.67,8.45833
316,1078.18,-56.8778,1021.3,0.00560964,0.48025,0.000139082,0.320442,4.41989,0.00120538,0.00203987,25.9669,0.00134446,0.0420028,0.463792,14.3646,0.00611961,6.6,23.2044,9.27214e-05,0.525591,0.00560964,0.0015299,0.00162262,0.0114047,0,34.6215,4.32769,43.2769,242.351,"FAYETTE",23107,0,82.2262,0,2016,614.532,0
317,1196.2,381.703,1577.9,0.0147543,0.479329,0.000224685,0.443182,0,0.00112343,0.00277112,35.2273,0.00224685,0.00696525,0.494682,15.9091,0.00591672,5.4,4.54545,7.48951e-05,0.491087,0.00704014,0.00202217,0.0030707,0.0170761,0,62.5608,69.512,76.4632,305.853,"FORD",14386,0,187.682,0,2016,854.998,20.8536
318,1372.71,204.391,1577.1,0.00765195,0.487063,0.000102367,0.397554,3.0581,0.00225208,0.00248241,8.8685,0.00161228,0.00345489,0.492207,28.7462,0.00665387,8.1,19.5719,5.11836e-05,0.494178,0.00632118,0.00166347,0.00245681,0.00818938,0,4.99077,7.48615,54.8984,446.674,"FRANKLIN",40074,2.49538,82.3477,0,2016,965.713,12.4769
319,1053.82,-67.9206,985.9,0.00623009,0.475911,0,0.415888,1.40187,0.00166324,0.00163505,36.4486,0.0050179,0.0357455,0.469907,17.2897,0.00518704,7.4,3.27103,0.000140952,0.519043,0.00465142,0.00160686,0.00310095,0.0230034,0,9.98427,12.4803,24.9607,252.103,"FULTON",40063,2.49607,47.4253,0,2016,619.025,17.4725
320,990.116,-273.716,716.4,0.00659298,0.476246,0,0.285714,21.4286,0.00116347,0.000581734,21.4286,0.00193911,0.00407214,0.504557,21.4286,0.0052356,7.6,7.14286,0,0.483033,0.00795036,0.000387822,0.00271476,0.0100834,0,0,0,30.4832,121.933,"GALLATIN",6561,0,106.691,0,2016,442.006,15.2416
321,1057.65,100.049,1157.7,0.00487693,0.491275,7.62021e-05,0.30303,7.57576,0.00121923,0.000990627,11.6162,0.00137164,0.0100587,0.48777,38.3838,0.00449592,5.8,12.1212,7.62021e-05,0.504229,0.0037339,0.000990627,0.00198125,0.00640097,0,44.5269,14.8423,0,311.688,"GREENE",13475,0,185.529,0,2016,601.113,0
322,1129.5,-70.7983,1058.7,0.0459089,0.484985,0.000357732,0.36811,5.70866,0.0015303,0.00455115,36.6142,0.00182841,0.00804897,0.480494,20.4724,0.00655842,6.7,0.393701,0.000158992,0.499334,0.00622056,0.0038953,0.00751237,0.0502017,0,16.7461,5.58202,24.1887,143.272,"GRUNDY",53744,0,44.6561,0,2016,816.835,7.44269
323,787.912,-393.612,394.3,0.00842902,0.479599,0,0.4,0,0.00219888,0.00219888,0,0.00219888,0.00476423,0.500244,40,0.00415343,6.3,20,0.00012216,0.488273,0.00525287,0.000977278,0.0018324,0.00830687,0,0,11.5982,34.7947,81.1877,"HAMILTON",8622,0,46.3929,0,2016,220.367,0
324,873.113,4.78741,877.9,0.00730569,0.49036,0.00038451,0.267241,2.58621,0.00186762,0.0021972,28.4483,0.00120846,0.00296622,0.48981,16.3793,0.00527328,6.5,25.8621,0.00038451,0.497006,0.00620709,0.00159297,0.00252678,0.00708596,0,5.28849,5.28849,26.4424,312.021,"HANCOCK",18909,0,47.5964,0,2016,470.675,10.577
325,1073.08,-342.28,730.8,0.0102731,0.495365,0.000751691,0.125,0,0.00451015,0.00250564,70.8333,0.0027562,0.00300676,0.477575,8.33333,0.00601353,9.7,8.33333,0.000501128,0.504635,0.00776748,0.00250564,0.00225507,0.00851917,0,0,0,87.0019,104.402,"HARDIN",5747,0,104.402,0,2016,435.01,0
326,1276.49,149.706,1426.2,0.0263041,0.484888,0.00014142,0.387363,1.37363,0.00153542,0.00270718,39.8352,0.0014546,0.0106065,0.481373,12.6374,0.00731343,6,7.41758,0.000161623,0.499576,0.00747505,0.0021213,0.00719221,0.0294153,0,30.1744,0,28.1628,211.221,"HENRY",49711,2.01163,78.4535,0,2016,1068.17,8.04651
327,1313.1,118.302,1431.4,0.032596,0.478394,0.000213045,0.346405,5.22876,0.00152683,0.00347974,28.1046,0.0018819,0.00667542,0.493981,25.4902,0.00717253,5.5,6.53595,0.000106523,0.489969,0.00692398,0.00252104,0.00390583,0.0356496,0,24.626,9.23475,61.565,326.294,"IROQUOIS",32486,3.07825,70.7997,0,2016,917.318,18.4695
328,3035.19,149.611,3184.8,0.0214385,0.406668,0.000425706,0.285024,1.61031,0.0028948,0.0176923,43.6393,0.00270749,0.0689303,0.385179,20.1288,0.0139972,5.4,6.11916,0.000476791,0.499166,0.0143207,0.0191397,0.0803222,0.0214215,0,78.9214,11.5094,67.412,563.959,"JACKSON",60820,6.57678,231.832,0,2016,2148.96,75.633
329,512.219,179.581,691.8,0.00782636,0.496504,0.000208703,0.285714,0,0.000939163,0.00240008,28.5714,0.00125222,0.00166962,0.492017,42.8571,0.00302619,6.3,0,0,0.500574,0.00323489,0.00104352,0.000626109,0.00720025,0,0,0,10.4822,220.126,"JASPER",9540,0,0,0,2016,461.216,0
330,3177.94,70.9601,3248.9,0.00942063,0.452766,0.000183179,0.287257,1.2959,0.00159627,0.00570472,23.3261,0.00177945,0.0546658,0.432171,26.5659,0.00973465,6.4,20.0864,0.000157011,0.515361,0.00957764,0.00544303,0.0354059,0.0163553,0,59.7806,44.1857,51.9832,691.376,"JEFFERSON",38474,2.59916,504.237,0,2016,1832.41,62.3798
331,1396.06,409.236,1805.3,0.00719916,0.477924,9.11286e-05,0.348235,13.4118,0.00145806,0.00633344,16.2353,0.00214152,0.00405522,0.495694,28.7059,0.0058778,5.8,6.82353,0.000227822,0.486581,0.00647013,0.00154919,0.00337176,0.006379,0,78.4929,0,52.3286,392.465,"JERSEY",22932,0,78.4929,0,2016,1203.56,0
332,1069.62,-76.9227,992.7,0.0138902,0.491473,0.000137526,0.407767,1.45631,0.00123774,0.0029339,43.2039,0.00165032,0.00343816,0.489365,7.76699,0.00495095,5.4,6.79612,0.000320895,0.499129,0.00412579,0.00178784,0.00307142,0.0160447,0,26.83,8.94334,71.5468,169.924,"JO DAVIESS",22363,0,111.792,0,2016,594.732,8.94334
333,896.292,-40.0922,856.2,0.00915369,0.474627,8.02955e-05,0.241379,3.44828,0.000963546,0.0017665,34.4828,0.00224827,0.0684118,0.441705,24.1379,0.00513891,8.7,13.7931,0.000240886,0.546973,0.00602216,0.000963546,0.00248916,0.0219207,0,0,0,39.2742,133.532,"JOHNSON",12731,0,267.065,0,2016,416.307,0
334,1382.42,69.3835,1451.8,0.154164,0.441721,0.000380611,0.288956,0.302572,0.00475387,0.021855,50.6304,0.0053342,0.0295388,0.435513,20.121,0.00933627,5.5,0.0504286,0.000405105,0.497319,0.00967354,0.0198049,0.0305054,0.162268,0,25.7573,9.21247,54.8988,191.394,"KANE",531888,2.0681,125.026,0,2016,1007.54,35.9098
335,2327.17,50.8327,2378,0.0474703,0.41047,0.000198055,0.251572,5.66038,0.00198956,0.0053745,37.3166,0.00199856,0.0740187,0.412207,31.8658,0.00976773,6.5,0,0.000252071,0.492204,0.00943464,0.00482535,0.078592,0.0540421,0,24.8911,24.8911,82.674,459.596,"KANKAKEE",112490,9.77865,139.568,0,2016,1545.92,90.6747
336,1079.24,-53.7375,1025.5,0.0882081,0.44308,0.000305135,0.39759,0.963855,0.00236078,0.0167985,50.3614,0.00250532,0.0352752,0.439009,8.91566,0.00999719,5.1,0,0.000273016,0.496021,0.00998916,0.0143976,0.0355161,0.0911952,0,27.05,8.75148,36.5971,140.819,"KENDALL",125693,0.795589,44.553,0,2016,754.219,12.7294
337,2335.98,172.321,2508.3,0.0241766,0.443565,0.000176758,0.298658,0.671141,0.00155155,0.00575446,23.8255,0.00239606,0.0535578,0.447316,23.8255,0.0126677,6.2,21.8121,9.8199e-05,0.50488,0.0127659,0.00467427,0.0275546,0.0317379,3.81497,34.3348,1.90749,43.8722,484.502,"KNOX",52425,1.90749,223.176,0,2016,1669.05,49.5947
338,1557.19,-80.6922,1476.5,0.103389,0.420174,0.000460124,0.366088,1.76303,0.00403319,0.040099,44.5424,0.00439532,0.0363086,0.407281,16.9043,0.0106127,5.2,0.181488,0.000495627,0.49978,0.0104366,0.0376095,0.0379105,0.109671,0,22.6288,5.34096,49.3336,209.422,"LAKE",711483,0.843309,88.688,0,2016,1054.28,45.9603
339,1472.81,150.695,1623.5,0.0441591,0.478583,0.000190537,0.28853,0.896057,0.00176927,0.0057161,42.1147,0.00196888,0.0196253,0.474854,27.2401,0.00672322,6.8,0.896057,0.000145171,0.504042,0.0062242,0.00341151,0.0072041,0.0502926,0,39.5345,16.3295,36.9562,302.525,"LASALLE",116354,0,63.599,0,2016,1149.08,15.47
340,674.653,17.5472,692.2,0.0062415,0.457298,0.000123594,0.265823,11.3924,0.00160672,0.00179211,22.7848,0.00234829,0.0939315,0.430046,12.6582,0.0063033,7.4,26.5823,0.000185391,0.5571,0.00531455,0.00302806,0.00401681,0.0313929,0,0,18.3767,36.7534,245.023,"LAWRENCE",16325,0,98.0092,0,2016,294.028,0
341,1343.25,56.3543,1399.6,0.0239462,0.476518,0.000202934,0.298387,2.41935,0.00127558,0.00443555,43.5484,0.00197136,0.0469357,0.449846,20.5645,0.00730562,5.1,3.62903,0.000231924,0.52957,0.0073636,0.00362382,0.00730562,0.0355134,0,39.032,5.576,39.032,256.496,"LEE",35868,2.788,128.248,0,2016,917.252,11.152
342,1235.74,85.7635,1321.5,0.0188329,0.471294,8.30864e-05,0.245675,7.26644,0.00130169,0.00384967,34.6021,0.00144016,0.024649,0.47038,33.218,0.00811477,5.4,0.346021,8.30864e-05,0.501676,0.00667461,0.00390506,0.0160357,0.0255629,0,27.87,9.29001,23.225,250.83,"LIVINGSTON",43057,0,97.5451,0,2016,891.841,20.9025
343,1408.58,21.1215,1429.7,0.0111431,0.44761,6.8573e-05,0.327273,4.84848,0.00137146,0.00438867,37.5758,0.00226291,0.0527326,0.452102,24.8485,0.00733731,5.3,0,0.000137146,0.506892,0.00699445,0.00363437,0.0281835,0.0224577,0,29.513,6.55845,72.143,298.41,"LOGAN",30495,0,108.214,0,2016,905.066,9.83768
344,1437.5,18.4046,1455.9,0.0130391,0.45501,0.000194131,0.330078,0.976563,0.00171482,0.0112596,46.875,0.00161776,0.0252694,0.456466,13.0859,0.00886531,6.3,6.05469,0,0.493772,0.0085094,0.0115184,0.0280843,0.0137509,0,90.2632,5.82343,14.5586,232.937,"MCDONOUGH",34344,0,157.233,0,2016,946.308,8.73515
345,1087.59,-31.5878,1056,0.0614698,0.473595,0.000240918,0.41662,1.52629,0.0022529,0.0153601,35.6699,0.00236685,0.00835398,0.469405,20.3505,0.00762472,5.2,0.791408,0.000273474,0.497814,0.0077289,0.0128989,0.00719823,0.0654645,0,23.4514,3.25714,19.8685,100.32,"MCHENRY",307018,0.325714,64.1656,0,2016,836.433,8.14285
346,2116.47,-230.967,1885.5,0.0236263,0.416924,0.000208008,0.290049,0.282287,0.00156006,0.026654,45.2364,0.00154273,0.0383198,0.432917,24.8412,0.0117236,5.1,0.635145,0.000329347,0.486433,0.0119605,0.0288554,0.0402669,0.0243485,0,54.703,6.83788,52.9936,262.119,"MCLEAN",175493,1.70947,186.332,0,2016,1269,51.8539
347,3046.11,62.0939,3108.2,0.0109416,0.390401,0.0002256,0.300907,0.329761,0.0011186,0.0060254,36.6859,0.001457,0.0810656,0.406437,25.8862,0.0141752,6.6,7.00742,0.000188,0.479381,0.0140812,0.0055648,0.092731,0.0112048,2.73605,47.4249,18.2404,91.2018,844.528,"MACON",109647,2.73605,251.717,0,2016,1758.37,93.9378
348,1190.64,241.861,1432.5,0.0063251,0.484822,6.56584e-05,0.330827,0.37594,0.00188221,0.00218862,28.5714,0.00170712,0.00485873,0.492942,22.5564,0.00518702,6,15.4135,0.000262634,0.493314,0.00503381,0.00140071,0.0045742,0.00579983,0,16.9276,0,48.6669,262.378,"MACOUPIN",47260,2.11595,143.885,0,2016,952.179,6.34786
349,1982.71,186.188,2168.9,0.0150993,0.441212,0.000271042,0.293315,5.09322,0.0016639,0.0053945,23.1924,0.00162626,0.0395835,0.449513,33.6971,0.0096973,5.9,8.68577,0.000342568,0.487609,0.00966718,0.00442703,0.0458815,0.0164771,0,44.5092,10.5615,100.711,386.249,"MADISON",265114,0.754392,173.133,0,2016,1404.3,48.6583
350,2703.97,85.228,2789.2,0.00854252,0.461322,7.8854e-05,0.218919,8.10811,0.00147194,0.003601,17.2973,0.00199763,0.021054,0.477855,27.5676,0.00872651,6.4,25.1351,0.000183993,0.487318,0.00935734,0.00254961,0.020318,0.011171,0,68.2677,26.8195,99.9634,563.209,"MARION",41015,0,265.756,0,2016,1723.76,41.4483
