CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,YEAR,HYPODERMIC_SYRINGES_AND_NEEDLES_ARRESTS,MOTOR_VEHICLE_THEFT,HUMAN_TRAFFICKING_INVOLUNTARY_SERVITUDE,SEXUAL_ASSAULT,ARSON,TOTAL_DRUG_ARRESTS_PER_100K,BURGLARY,CANNABIS_ARRESTS,TOTAL_DRUG_PARAPHERNALIA,HUMAN_TRAFFICKING_SEX,THEFT,ROBBERY,HOMOCIDES,CONTROLLED_SUBSTANCE_ARRESTS,BATTERY_ASSAULT,TOTAL_METH_ARRESTS,LABOR_FORCE,EMPLOYED,UNEMPLOYMENT_RATE,PERCENT_HISPANIC_FEMALE,PERCENT_HISPANIC_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_TWO_OR_MORE_RACES_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_NATIVE_HAWAIIN_MALE,PERCENT_ASAIN_FEMALE,PERCENT_ASAIN_MALE,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_FEMALE,PERCENT_BLACK_MALE,PERCENT_WHITE_MALE,PERCENT_WHITE_FEMALE,POPULATION_PERCENT_MALE,COUNTY,TOTAL_DRUG_ARRESTS,POPULATION,TOTAL_INDEX_CRIMES_REPORTED,UNEMPLOYED,YEAR_,TOT_POP
368,2301.31,207.388,2508.7,2018,71,312,0,69,19,558.5,613,125,196,0,2115,61,4,252,414,159,71634,67966,5.1,0.0643594,0.066561,0.0140302,0.0149066,0.000245406,0.000224371,0.0123684,0.0136866,0.00327441,0.00287475,0.0520891,0.0572987,0.418199,0.424881,0.493111,"ROCK ISLAND",803,143780,3607,3668,2018,142621
369,2463.96,101.038,2565,2018,98,465,0,169,82,693.6,1223,501,426,0,3875,156,36,618,669,162,126913,120630,5,0.0203053,0.0215909,0.0126684,0.0122934,0.000505051,0.000462963,0.009045,0.00604148,0.0017562,0.00200872,0.16522,0.140018,0.332683,0.328398,0.482407,"ST. CLAIR",1805,260231,6675,6283,2018,261360
370,2269.74,397.158,2666.9,2018,24,26,0,7,5,883.4,173,13,28,0,341,9,0,65,76,81,9865,9238,6.4,0.00941612,0.00941612,0.0106772,0.00979444,0.000210181,0.00067258,0.00386733,0.00260625,0.00252217,0.00226996,0.0146706,0.0238345,0.463113,0.474883,0.493169,"SALINE",211,23885,637,627,2018,23789
371,4228.91,-240.808,3988.1,2018,3,348,0,126,42,515.8,1480,237,140,0,4704,234,10,492,849,136,102571,98154,4.3,0.0120017,0.0114957,0.0127071,0.0121959,0.000178901,0.00020957,0.0107749,0.0102025,0.00134431,0.00134431,0.0685037,0.0611739,0.406621,0.426249,0.480242,"SANGAMON",1008,195408,7793,4417,2018,195639
372,1021.32,-199.424,821.9,2018,1,2,0,3,0,908.4,7,25,19,0,39,0,0,5,6,13,3341,3196,4.3,0.00742358,0.0120815,0.00363901,0.00320233,0,0,0.00305677,0.00116448,0.000727802,0.00116448,0.00713246,0.0283843,0.493013,0.461572,0.523872,"SCHUYLER",63,6935,57,145,2018,6870
373,436.482,-71.7822,364.7,2018,1,1,0,1,0,445.8,8,8,7,0,7,0,0,3,1,3,2487,2359,5.1,0.00588594,0.00669779,0.00426223,0.00507408,0.0038563,0,0.00162371,0.00060889,0.000811853,0.00142074,0.0022326,0.0038563,0.485691,0.495636,0.491577,"SCOTT",22,4935,18,128,2018,4927
374,462.659,-139.459,323.2,2018,0,4,0,8,1,79.6,27,2,8,0,29,0,0,2,0,5,10744,10292,4.2,0.0052932,0.00552334,0.00464881,0.00460278,0.000138083,0.000276167,0.00170303,0.00156495,0.000874528,0.00142686,0.00119672,0.00243947,0.492037,0.493418,0.498021,"SHELBY",17,21350,69,452,2018,21726
375,1015.61,-4.01397,1011.6,2018,1,3,0,1,1,131.1,10,0,4,0,31,0,0,0,8,2,2591,2432,6.1,0.0105205,0.00996678,0.00775194,0.00719823,0.00036914,0.00036914,0.0036914,0.00258398,0.00129199,0.00110742,0.00461425,0.00424511,0.486711,0.486526,0.495755,"STARK",7,5338,54,159,2018,5418
376,2467.75,-751.049,1716.7,2018,2,23,0,29,5,555,112,60,67,0,562,7,1,116,25,2,22192,21173,4.6,0.0195772,0.0221443,0.0159386,0.0140411,0.000178583,0.000245552,0.0037949,0.00301359,0.00142867,0.00147331,0.0520124,0.0507847,0.429917,0.440565,0.486082,"STEPHENSON",247,44505,764,1019,2018,44797
377,1860.79,-146.693,1714.1,2018,11,49,0,100,7,768.1,394,181,382,0,1478,35,1,250,210,195,64991,61874,4.8,0.0107437,0.0131295,0.00740657,0.00715742,0.00012835,0.00018875,0.00541336,0.00363911,0.0014043,0.00181956,0.00462816,0.00850887,0.477131,0.489339,0.49168,"TAZEWELL",1019,132666,2274,3117,2018,132450
378,1595.74,74.4566,1670.2,2018,2,17,0,8,3,713.3,49,23,39,0,175,2,0,16,27,40,7456,6985,6.3,0.0238831,0.02923,0.0078422,0.0083769,0.000297053,5.94106e-05,0.00267348,0.00207937,0.00273289,0.00433698,0.00487167,0.00772338,0.485682,0.480929,0.500654,"UNION",120,16824,281,471,2018,16832
379,3006.06,1074.34,4080.4,2018,5,117,0,93,17,555.5,638,75,95,0,1646,117,15,133,501,120,33569,31551,6,0.0235196,0.0283435,0.0123465,0.0129071,0.000143412,0.0002086,0.00518891,0.00411984,0.00195562,0.00190347,0.0665693,0.0731924,0.417642,0.416013,0.497784,"VERMILION",428,77051,3144,2018,2018,76702
380,1316.34,-15.7383,1300.6,2018,14,2,0,0,1,940.3,21,9,41,0,107,0,0,16,17,27,5796,5533,4.5,0.0111082,0.0187451,0.00598802,0.00876508,8.6783e-05,0.000347132,0.00442593,0.00685585,0.00130174,0.00156209,0.00364488,0.00564089,0.488501,0.481038,0.503515,"WABASH",107,11379,148,263,2018,11523
381,1197.35,295.455,1492.8,2018,0,16,0,1,2,423.2,44,6,46,0,161,4,0,10,26,10,8718,8360,4.1,0.044315,0.0524364,0.0102401,0.00894539,0.000882768,0.00105932,0.0100047,0.0131827,0.00176554,0.00258945,0.0114171,0.0165372,0.459628,0.472516,0.493173,"WARREN",72,17015,254,358,2018,16992
382,602.227,277.373,879.6,2018,3,1,0,0,0,295.6,25,6,15,0,64,0,0,7,32,10,9879,9593,2.9,0.00807201,0.0065719,0.00421459,0.00492892,7.14337e-05,0.000142867,0.00271448,0.00200014,0.000642903,0.00128581,0.00414315,0.00528609,0.489821,0.489106,0.499107,"WASHINGTON",41,13870,122,286,2018,13999
383,595.765,51.0352,646.8,2018,0,3,0,5,0,103.7,8,1,1,0,74,1,0,4,15,11,6915,6538,5.5,0.00808526,0.00728899,0.00441014,0.00557393,6.1252e-05,6.1252e-05,0.00361387,0.00245008,0.00171506,0.0015313,0.00269509,0.0031851,0.484687,0.495284,0.492221,"WAYNE",17,16389,106,377,2018,16326
384,891.184,755.516,1646.7,2018,2,5,0,4,0,536.8,38,12,21,0,145,0,0,11,35,28,6724,6445,4.1,0.00631517,0.00837127,0.00425907,0.0063886,0.000146864,0.000367161,0.00367161,0.00212953,0.00168894,0.00220297,0.00198267,0.00499339,0.481422,0.496622,0.491629,"WHITE",74,13785,227,279,2018,13618
385,1291.28,210.221,1501.5,2018,20,45,0,39,1,383.5,120,54,59,0,576,4,0,35,49,45,28620,27349,4.4,0.0592047,0.0623549,0.00851439,0.0088024,9.00041e-05,0.000162007,0.00342016,0.0022141,0.00198009,0.00262812,0.00790236,0.00999046,0.479758,0.4828,0.495293,"WHITESIDE",213,55544,834,1271,2018,55553
386,1127.49,20.2105,1147.7,2018,8,465,0,199,74,186.1,1079,380,345,0,5237,221,16,539,647,15,357854,343007,4.1,0.0867599,0.0909949,0.00994286,0.00977792,0.000250308,0.000269117,0.0308949,0.0284164,0.00224843,0.00236852,0.0616539,0.0594619,0.405059,0.39879,0.49622,"WILL",1287,691623,7938,14847,2018,691149
387,2328.19,22.0134,2350.2,2018,5,83,0,41,8,691.1,307,48,124,0,1025,17,0,112,97,175,32154,30551,5,0.012048,0.0151832,0.00976382,0.00888298,0.000119435,0.000119435,0.00740497,0.00525514,0.00191096,0.00295602,0.0184527,0.0279627,0.460258,0.465409,0.496939,"WILLIAMSON",464,67144,1578,1603,2018,66982
388,3618.56,-69.3639,3549.2,2018,48,563,0,231,73,560.5,1603,831,181,0,5388,391,32,513,1731,8,141472,133567,5.6,0.0649508,0.0662835,0.0144696,0.0143109,0.000289109,0.000264429,0.0143744,0.0135493,0.00274654,0.00267955,0.071759,0.0652717,0.405768,0.408053,0.488309,"WINNEBAGO",1581,282094,10012,7905,2018,283630
389,663.173,-84.8734,578.3,2018,1,13,0,5,3,129.7,27,17,3,0,155,1,0,28,19,1,19093,18326,4,0.00866925,0.0100709,0.00594388,0.00550263,0.000129779,0.000129779,0.00389337,0.00363381,0.00150544,0.00119397,0.00269941,0.00394528,0.49002,0.48649,0.499338,"WOODFORD",50,38564,223,767,2018,38527
390,2217.58,272.722,2490.3,2019,2,45,0,71,7,400.2,237,16,41,0,1048,12,4,34,200,168,32358,31249,3.4,0.00842057,0.00932223,0.0102545,0.0104837,0.000152823,0.000122259,0.00537938,0.00401926,0.00110033,0.00180332,0.0184305,0.0206464,0.465485,0.472102,0.49258,"ADAMS",261,65214,1624,1109,2019,65435
391,1424.32,-408.621,1015.7,2019,0,1,0,1,0,189.4,15,0,0,0,37,0,0,2,5,9,2050,1923,6.2,0.00989412,0.00867905,0.0126714,0.0112828,0.000867905,0.000867905,0.00190939,0.00104149,0.00190939,0.00260371,0.164902,0.152751,0.327894,0.33206,0.48568,"ALEXANDER",11,5809,59,127,2019,5761
392,1038.24,-270.743,767.5,2019,8,5,0,0,2,456.9,24,5,13,0,85,1,1,13,8,36,7833,7533,3.8,0.0111409,0.0250213,0.00718373,0.00882747,6.08791e-05,0.000182637,0.00243516,0.00572264,0.00280044,0.00389626,0.0157068,0.0476683,0.460794,0.452636,0.519177,"BOND",75,16416,126,300,2019,16426
393,1325.28,-392.285,933,2019,5,26,0,27,1,351,73,51,44,1,305,8,0,87,56,0,26377,24890,5.6,0.109181,0.118426,0.0106268,0.0127745,0.000448229,0.000541611,0.00804946,0.00661139,0.00399671,0.0038473,0.0133722,0.0146982,0.473517,0.463581,0.499925,"BOONE",187,53270,497,1487,2019,53544
394,135.128,34.5717,169.7,2019,0,0,0,0,0,30.8,2,0,0,0,8,0,0,0,1,2,2993,2921,2.4,0.00775312,0.0615689,0.00334448,0.00592885,0.000304044,0,0.00106415,0.00212831,0.000760109,0.0124658,0.00228033,0.186531,0.439799,0.34965,0.642597,"BROWN",2,6483,11,72,2019,6578
395,755.089,324.611,1079.7,2019,8,13,0,19,4,82.8,43,5,7,0,239,1,1,5,32,2,17392,16585,4.6,0.0456969,0.0488844,0.00655878,0.00741694,0.000275837,0.000183891,0.00689592,0.00367782,0.00278902,0.00196151,0.00539414,0.0051183,0.47922,0.487587,0.490499,"BUREAU",27,32603,352,807,2019,32628
396,1108.02,-73.9173,1034.1,2019,1,3,0,7,1,233.7,30,3,6,0,76,1,0,5,28,18,7325,7022,4.1,0.0184551,0.0206222,0.00761971,0.00824886,0.000209717,0,0.00363509,0.0024467,0.00230689,0.0024467,0.00384481,0.00713037,0.485355,0.484236,0.498148,"CARROLL",33,14118,146,303,2019,14305
397,2126.6,871.005,2997.6,2019,9,3,0,4,0,2117.4,50,89,115,0,258,0,0,12,46,30,6131,5878,4.1,0.0912983,0.102083,0.00757389,0.00707994,0.000905573,0.000823249,0.00395159,0.00411624,0.00263439,0.00477484,0.0210752,0.0302955,0.460772,0.46283,0.501029,"CASS",255,12043,361,253,2019,12147
398,2819.55,-226.149,2593.4,2019,17,207,0,151,13,308.7,689,142,83,0,3492,156,3,398,759,11,109116,105014,3.8,0.0300922,0.0324624,0.0150556,0.0147075,0.000386286,0.000619966,0.05212,0.0570225,0.00163576,0.00201727,0.0728221,0.0656162,0.370363,0.361173,0.496807,"CHAMPAIGN",651,210918,5470,4102,2019,209689
399,1151.98,-339.482,812.5,2019,4,8,0,4,0,493.1,56,33,24,0,171,2,1,19,20,79,14615,13910,4.8,0.00674839,0.0104321,0.00572685,0.00612927,0.000247647,0.000185736,0.00371471,0.00263125,0.00157875,0.00123824,0.00244552,0.0136516,0.490558,0.477433,0.508853,"CHRISTIAN",159,32247,262,705,2019,32304
400,758.041,96.8588,854.9,2019,0,2,0,2,0,323.8,21,4,24,0,89,0,0,2,18,20,7693,7345,4.5,0.00621721,0.00913153,0.00466291,0.00524577,0.000194288,0.000129525,0.00284956,0.00097144,0.00129525,0.0010362,0.00226669,0.00259051,0.490253,0.493362,0.495369,"CLARK",50,15441,132,348,2019,15441
401,1185.65,-210.246,975.4,2019,3,12,0,0,1,792.5,20,21,33,0,84,2,0,6,9,41,6508,6212,4.5,0.00758495,0.00857099,0.00477852,0.00546116,0,0,0.00546116,0.00326153,0.00151699,0.00113774,0.00265473,0.00310983,0.487333,0.490215,0.495373,"CLAY",104,13123,128,296,2019,13184
402,1009.58,216.218,1225.8,2019,7,13,0,7,2,395.3,46,12,43,0,358,3,0,37,30,49,20548,19908,3.1,0.0120867,0.0198073,0.00676215,0.00652255,0.000266227,0.000372717,0.00394015,0.00202332,0.00170385,0.00212981,0.0054044,0.0312284,0.481604,0.464166,0.517757,"CLINTON",148,37444,459,640,2019,37562
403,1738.84,-669.143,1069.7,2019,2,13,0,41,7,582.6,100,16,19,0,273,7,2,73,95,183,23855,22889,4,0.0131961,0.0140653,0.00886984,0.00831671,0.000217301,0.00106675,0.00584738,0.0046621,0.00140258,0.00116552,0.0199917,0.0203275,0.457794,0.477924,0.485747,"COLES",293,50295,538,966,2019,50621
404,2922.06,49.2427,2971.3,2019,113,11881,2,2590,558,465.6,14868,6985,1952,15,95114,9501,561,14838,18153,127,2.59476e+06,2.49653e+06,3.8,0.126114,0.130046,0.0102803,0.0100617,0.000358042,0.000378235,0.041255,0.0378024,0.00357537,0.00379109,0.129728,0.108414,0.333953,0.329219,0.485584,"COOK",24015,5.15749e+06,153243,98233,2019,5.15023e+06
405,818.588,-71.2877,747.3,2019,2,2,0,1,1,263.4,34,17,12,0,85,0,0,4,16,14,8715,8340,4.3,0.00760701,0.0154819,0.00610703,0.00637489,0.000160711,0.000321423,0.00423207,0.00241067,0.00187497,0.00198211,0.00374993,0.0482134,0.471367,0.459099,0.524776,"CRAWFORD",49,18601,139,375,2019,18667
406,670.7,-204.7,466,2019,0,4,0,0,0,316.9,13,2,6,0,26,1,0,9,6,17,6125,5915,3.4,0.00538733,0.00566599,0.00483002,0.0055731,0.000650195,0.00018577,0.00390117,0.00241501,0.00111462,0.00111462,0.00241501,0.00260078,0.49099,0.489411,0.497678,"CUMBERLAND",34,10729,50,210,2019,10766
407,1687.03,360.368,2047.4,2019,7,52,0,60,15,303.2,231,122,62,0,1494,42,1,121,225,2,55397,53115,4.1,0.0575898,0.0589245,0.0108297,0.010048,0.000428992,0.000438525,0.0140328,0.0130414,0.00220216,0.00244049,0.0455304,0.0378085,0.441976,0.430603,0.496373,"DEKALB",314,103548,2120,2282,2019,104897
408,1413.52,-590.922,822.6,2019,7,11,0,6,2,858.8,48,47,49,0,70,0,0,14,22,49,10263,9897,3.6,0.0335988,0.0395068,0.00667865,0.00688415,0,0,0.00364757,0.00380169,0.00154123,0.00251734,0.00287696,0.00400719,0.48559,0.488569,0.496686,"DOUGLAS",166,19329,159,366,2019,19465
409,1672.81,-409.512,1263.3,2019,38,482,0,237,27,160.5,1161,350,438,1,9168,191,5,640,423,20,507802,492985,2.9,0.071537,0.0742068,0.0102717,0.0104592,0.000251376,0.0002958,0.0651789,0.0621418,0.001985,0.00196116,0.0282733,0.024624,0.401738,0.402463,0.491576,"DUPAGE",1486,925715,11695,14817,2019,922921
410,1428.42,117.277,1545.7,2019,13,16,0,6,5,1020.8,94,0,54,0,78,4,0,21,62,87,9019,8636,4.2,0.00751704,0.00594371,0.00495309,0.00524445,5.82717e-05,0.000233087,0.00209778,0.00151506,0.00110716,0.00134025,0.00273877,0.00320494,0.483305,0.499039,0.490006,"EDGAR",175,17144,265,383,2019,17161
411,1136.67,-788.667,348,2019,0,1,0,0,1,474.5,3,12,5,0,13,0,0,2,4,11,2715,2604,4.1,0.00641126,0.00750586,0.00719312,0.00578577,0,0,0.00250196,0.00140735,0.00297107,0.00187647,0.00265833,0.00265833,0.482877,0.495231,0.489445,"EDWARDS",30,6322,22,111,2019,6395
412,1960.66,-357.165,1603.5,2019,34,24,0,16,6,1747.4,58,86,157,0,370,1,0,77,71,241,19370,18740,3.3,0.0110562,0.0119384,0.00446954,0.00435192,0.000205834,5.88097e-05,0.00335215,0.00338156,0.0012056,0.00129381,0.00264644,0.00358739,0.490473,0.488973,0.499147,"EFFINGHAM",595,34051,546,630,2019,34008
413,1449.41,-378.605,1070.8,2019,27,14,0,10,1,1205.3,42,12,81,0,133,3,0,43,28,97,9940,9504,4.4,0.00585864,0.0125141,0.00524934,0.00660855,0.000140607,9.37383e-05,0.00229659,0.00168729,0.00154668,0.00154668,0.00220285,0.0434477,0.479799,0.461333,0.527231,"FAYETTE",260,21572,231,436,2019,21336
414,1336.84,-363.444,973.4,2019,0,4,0,5,0,692.2,29,44,24,0,74,1,0,19,22,9,6490,6211,4.3,0.0178227,0.0192886,0.00732968,0.00748399,0.000385773,0.000308618,0.00362626,0.00192886,0.00154309,0.00216033,0.00331765,0.00740684,0.48129,0.4897,0.494098,"FORD",96,13869,135,279,2019,12961
415,1389.17,-273.569,1115.6,2019,2,23,1,1,2,568.2,95,13,77,1,283,1,0,49,21,77,16456,15565,5.4,0.00852635,0.00870831,0.00704463,0.00725259,0.00010398,7.79849e-05,0.00241753,0.00161169,0.00233955,0.00166368,0.00254751,0.00356131,0.485144,0.49315,0.492396,"FRANKLIN",218,38364,428,891,2019,38469
416,1411.19,-320.587,1090.6,2019,12,20,0,17,1,887,141,15,135,0,165,5,0,44,58,125,15262,14409,5.6,0.00678509,0.0245195,0.00497962,0.00550379,2.91206e-05,0.000174723,0.00154339,0.00157251,0.00154339,0.00541642,0.00337799,0.0373908,0.47551,0.467793,0.520734,"FULTON",331,37318,407,853,2019,34340
417,1572.08,-551.284,1020.8,2019,2,7,0,0,1,316.8,12,0,6,0,32,0,0,2,6,8,2359,2244,4.9,0.00559238,0.0103563,0.0107705,0.0074565,0,0,0.00144988,0.00103563,0.00207125,0.0024855,0.00207125,0.004971,0.481566,0.493165,0.490472,"GALLATIN",18,5682,58,115,2019,4828
418,736.196,288.404,1024.6,2019,12,9,0,8,2,605.4,23,9,16,0,57,0,0,22,33,19,6036,5776,4.3,0.00601434,0.00693962,0.00400956,0.00400956,7.71069e-05,7.71069e-05,0.00100239,0.00146503,0.00169635,0.00146503,0.00246742,0.010795,0.491711,0.485234,0.505513,"GREENE",78,12883,132,260,2019,12969
419,871.68,13.9198,885.6,2019,10,8,0,14,3,270.3,48,28,8,0,359,6,2,84,22,11,25443,24307,4.5,0.0505347,0.0546872,0.00677714,0.00660085,0.000685549,0.000215458,0.00454421,0.00366279,0.00178243,0.0018216,0.00887296,0.00922553,0.482587,0.479473,0.497865,"GRUNDY",141,52166,462,1136,2019,51054
420,605.515,519.185,1124.7,2019,0,4,0,4,0,86.5,8,2,1,0,68,0,0,1,7,3,4449,4277,3.9,0.00850172,0.0103499,0.00529818,0.00505175,0,0.000123213,0.00258748,0.00110892,0.0018482,0.00234105,0.00234105,0.00406604,0.48238,0.497905,0.49002,"HAMILTON",7,8091,91,172,2019,8116
421,912.309,73.4908,985.8,2019,2,6,0,4,0,319.4,50,3,1,0,110,0,0,3,9,49,8464,8067,4.7,0.00762367,0.00807545,0.00615541,0.00468715,0.000451773,0.000451773,0.00186356,0.00192004,0.00197651,0.00158121,0.00310594,0.00333183,0.487181,0.491868,0.494579,"HANCOCK",58,18157,179,397,2019,17708
422,766.213,-735.913,30.3,2019,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3638,3463,4.8,0.0106831,0.00782426,0.00692146,0.00601866,0.000300933,0.000451399,0.00391213,0.000902799,0.0013542,0.00195606,0.00376166,0.00240746,0.480289,0.497593,0.486157,"HENDERSON",0,6604,2,175,2019,6646
423,1469.07,-31.7739,1437.3,2019,22,11,0,13,1,533.9,70,56,63,0,540,3,1,52,61,67,25217,24015,4.8,0.0283974,0.031464,0.00817778,0.00752356,0.000122667,0.000163556,0.00271911,0.00198311,0.00159467,0.00169689,0.00828001,0.0115307,0.483164,0.48022,0.498886,"HENRY",260,48701,700,1202,2019,48913
424,1006.05,304.053,1310.1,2019,17,31,0,11,2,329.3,82,6,15,0,210,4,4,30,18,23,14481,13873,4.2,0.0351848,0.0377665,0.00693369,0.00745003,0.000221288,0.000110644,0.00324556,0.0023604,0.0017703,0.00202847,0.00424135,0.00796636,0.479494,0.491259,0.492329,"IROQUOIS",91,27632,362,608,2019,27114
425,2575.52,535.178,3110.7,2019,10,64,0,62,20,568.6,277,39,83,0,1103,44,1,108,196,83,28083,27012,3.8,0.0234009,0.0231366,0.0148546,0.0141322,0.00045815,0.000475771,0.0176211,0.017815,0.002837,0.00278414,0.0828018,0.0692335,0.404053,0.385885,0.495542,"JACKSON",323,56804,1767,1071,2019,56750
426,893.246,561.654,1454.9,2019,4,8,0,17,1,596.6,36,4,4,0,31,1,0,13,45,32,4667,4469,4.2,0.010718,0.00770031,0.00405827,0.00385016,0.000208117,0,0.00239334,0.000936524,0.00104058,0.0012487,0.00114464,0.00187305,0.496878,0.490114,0.501041,"JASPER",57,9554,139,198,2019,9610
427,2627.08,1358.72,3985.8,2019,36,238,0,22,12,1561.3,204,10,146,0,769,19,3,106,229,288,17525,16720,4.6,0.0113311,0.0177264,0.0113576,0.00973888,0.000185755,0.000185755,0.00605031,0.00581148,0.00180448,0.00217599,0.0339932,0.0550897,0.451146,0.431828,0.514781,"JEFFERSON",586,37533,1496,805,2019,37684
428,1967.01,-407.611,1559.4,2019,13,17,0,29,0,1328,63,32,89,0,196,14,0,70,18,83,11044,10555,4.4,0.00776191,0.00665962,0.00688927,0.00610848,9.18569e-05,0.000229642,0.00835898,0.00174528,0.0016075,0.00206678,0.00344463,0.00459284,0.477656,0.49295,0.486658,"JERSEY",287,21611,337,489,2019,21773
429,1100.39,211.511,1311.9,2019,19,13,0,6,0,876.2,47,29,64,0,195,1,0,23,15,50,10869,10428,4.1,0.0147398,0.0168119,0.00480339,0.00588651,0.000188368,0.000376737,0.00282552,0.00202496,0.00141276,0.00188368,0.00306098,0.00461502,0.491782,0.486838,0.500871,"JO DAVIESS",185,21115,277,441,2019,21235
430,761.489,296.511,1058,2019,0,15,0,2,0,113.1,32,3,2,0,58,1,0,1,23,8,4155,3905,6,0.00966417,0.0217444,0.00636224,0.00563743,8.05348e-05,0.000241604,0.00153016,0.00104695,0.00120802,0.00289925,0.00233551,0.0687767,0.47145,0.443746,0.544737,"JOHNSON",14,12382,131,250,2019,12417
431,1036,24.6983,1060.7,2019,3,241,0,135,24,231.1,614,327,287,0,3896,167,14,604,581,15,274298,262136,4.4,0.157976,0.165765,0.00995674,0.00979521,0.000385047,0.000420734,0.0228229,0.0209221,0.00474077,0.00550147,0.0302534,0.0296824,0.441081,0.433707,0.498134,"KANE",1236,534719,5672,12162,2019,532403
432,1573.77,570.028,2143.8,2019,7,79,0,49,13,230.6,287,48,76,0,1578,87,5,111,254,11,56207,53396,5,0.0511915,0.057281,0.0100035,0.0106861,0.000227558,0.000236661,0.00554332,0.00521563,0.00220276,0.00227558,0.076769,0.0732282,0.411598,0.412135,0.493119,"KANKAKEE",253,109710,2352,2811,2019,109862
433,952.095,32.5049,984.6,2019,0,24,0,166,5,61.2,83,20,28,0,897,25,1,20,69,11,68630,66358,3.3,0.0981006,0.102396,0.0105124,0.0110319,0.000395379,0.000341112,0.0177456,0.0155516,0.00285293,0.0027599,0.0403287,0.0392201,0.437034,0.432716,0.495449,"KENDALL",79,128989,1270,2272,2019,128990
434,3076.02,182.876,3258.9,2019,9,54,0,44,2,829.3,306,71,102,0,1064,13,0,75,132,154,21856,20771,5,0.0268013,0.0334011,0.0139641,0.013783,0.000221332,0.000140848,0.00563392,0.00430592,0.0017103,0.00257551,0.028411,0.0549508,0.443027,0.444617,0.505443,"KNOX",411,49557,1615,1085,2019,49699
435,1138.73,111.066,1249.8,2019,40,430,0,160,39,193.9,1024,348,534,2,6455,224,7,430,472,15,378425,362822,4.1,0.108989,0.115367,0.0108867,0.0112672,0.00045511,0.000486695,0.043514,0.0409441,0.00418787,0.00447932,0.0382307,0.0365768,0.41673,0.402688,0.500038,"LAKE",1367,705134,8813,15603,2019,696535
436,1159.92,50.3821,1210.3,2019,2,37,0,55,8,572,147,197,170,0,974,6,3,229,82,22,55002,52081,5.3,0.0485235,0.054008,0.0069477,0.00745383,0.00020245,0.000156438,0.00599067,0.00344164,0.00173923,0.0020613,0.00788633,0.0209075,0.4778,0.472545,0.504689,"LASALLE",620,108401,1312,2921,2019,108669
437,380.083,-270.783,109.3,2019,0,2,0,1,0,45,6,1,4,0,4,0,0,1,4,1,5913,5606,5.2,0.00733512,0.0324659,0.00574053,0.00567674,0.000127567,0.000318918,0.00172216,0.00344432,0.00216864,0.00261513,0.00459242,0.0980355,0.455096,0.42582,0.559829,"LAWRENCE",7,15553,17,307,2019,15678
438,1150.46,160.935,1311.4,2019,0,15,0,27,1,599.6,44,64,64,0,319,2,1,51,35,24,17724,17018,4,0.0269826,0.0389489,0.0073909,0.0073909,0.000205303,0.00029329,0.00431136,0.00378343,0.00140779,0.00237565,0.0075962,0.0484514,0.475921,0.447912,0.531177,"LEE",203,33856,444,706,2019,34096
439,1072.41,-72.9069,999.5,2019,17,10,0,10,1,394.3,66,12,8,0,221,4,0,100,53,7,16663,15984,4.1,0.0207866,0.0267336,0.00676055,0.00914497,5.61041e-05,8.41562e-05,0.00471275,0.00451638,0.00154286,0.00159897,0.0166068,0.0260604,0.469339,0.468413,0.501908,"LIVINGSTON",144,36517,365,679,2019,35648
440,1011.07,288.234,1299.3,2019,1,16,0,8,0,255,66,12,24,0,235,2,0,36,45,0,12739,12185,4.3,0.0117758,0.0228877,0.00719827,0.00894542,6.98861e-05,0.000139772,0.00401845,0.00370396,0.00129289,0.00248096,0.0298064,0.0554896,0.445943,0.449298,0.508316,"LOGAN",73,28630,372,554,2019,28618
441,1589.5,-335.702,1253.8,2019,3,7,0,15,2,611.5,53,55,38,0,271,4,0,37,54,65,13458,12830,4.7,0.0145206,0.0149249,0.00842261,0.00875952,0.000168452,3.36905e-05,0.0122633,0.0124992,0.00239202,0.00161714,0.029277,0.0256384,0.450408,0.45691,0.490567,"MCDONOUGH",198,32381,406,628,2019,29682
442,766.742,19.0584,785.8,2019,9,61,0,72,7,199,192,192,198,1,1901,21,2,196,164,18,165574,160086,3.3,0.0672799,0.0715785,0.008464,0.0080871,0.000233938,0.00030217,0.0162944,0.0136106,0.00251483,0.00270978,0.00821382,0.00971492,0.471014,0.466605,0.497674,"MCHENRY",613,308081,2421,5488,2019,307774
443,1877.19,-199.387,1677.8,2019,2,137,0,115,17,332.4,322,144,73,1,1850,82,3,305,401,56,88460,85134,3.8,0.0256243,0.0260441,0.0122145,0.0122787,0.000233213,0.000303177,0.0246331,0.0265105,0.00150422,0.00146924,0.0435584,0.0404042,0.416064,0.432674,0.485182,"MCLEAN",580,174513,2928,3326,2019,171517
