Year,County,Population,Total Index Crime Rates per 100K,Unemployment Rate,Percent Hispanic Female,Percent Hispanic Male,Percent Two or More Races Female,Percent Two or More Races Male,Percent Native Hawaiin Female,Percent Native Hawaiin Male,Percent Asain Female,Percent Asain Male,Percent American Indian Female,Percent American Indian Male,Percent Black Female,Percent Black Male,Percent White Male,Percent White Female,Population Percent Male,HTIS per 100K,Arson per 100K,Percent of Meth Arrests,Percent Needle/Syringe Arrests,Percent Controlled Substance Arrests,HTS Per 100K,Percent of Paraphernalia Drug Arrests,Battery/Assault Per 100K,Sexual Assault Per 100k,Percent Cannabis Arrests,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k
2015,FAYETTE,21870,1106.5,6.5,0.54910147,1.157197313,0.54910147,0.630785987,0.013614086,0.009076057,0.181521147,0.140678889,0.10437466,0.131602832,0.17244509,4.869304774,47.912506807,45.861317844,53.117625703,0,0,10.256410256,2.564102564,23.076923077,0,0.393162393,32.007315958,41.152263374,24.786324786,22.862368541,855.052583448,155.464106081,0,0
2015,FORD,13688,1855.6,5.3,1.360041393,1.59657033,0.613496933,0.569147757,0.022174588,0.007391529,0.258703526,0.199571291,0.10348141,0.221745879,0.303052702,0.650454579,48.163204967,49.41237342,49.286717422,0,14.611338399,7.142857143,1.19047619,11.904761905,0,0.464285714,292.226767972,58.445353594,33.333333333,36.528345996,971.654003507,460.257159556,21.917007598,0
2015,FRANKLIN,39411,1278.8,8,0.77190666,0.863316659,0.591625828,0.611939162,0.010156667,0.002539167,0.266612498,0.167584999,0.238681665,0.172663332,0.233603331,0.284386664,48.607267095,49.391869588,49.267450423,0,7.612087996,10.878661088,0.836820084,22.594142259,0,0.443514644,101.49450661,10.149450661,21.338912134,55.821978635,738.372535587,360.305498465,5.07472533,0
2015,FULTON,36007,1224.8,7.6,0.641223084,2.237280542,0.476017137,0.509618346,0,0.016800605,0.148405343,0.156805645,0.154005544,0.481617338,0.285610282,3.556128021,47.789320416,46.870887352,52.065074343,0,13.886188797,2.739726027,0,18.264840183,0,0.442922374,83.31713278,24.995139834,34.703196347,52.767517427,824.839614519,211.070069709,11.108951037,2.777237759
2015,GALLATIN,5291,1266.3,6.6,0.727829918,1.072591458,0.823597012,0.555449148,0,0,0.057460257,0.038306838,0.134073932,0.210687608,0.229841027,0.363914959,47.711166443,50.411798506,48.343229266,0,18.9000189,5.263157895,10.526315789,10.526315789,0,0.315789474,94.5000945,18.9000189,42.105263158,37.8000378,737.100737101,359.1003591,0,0
2015,GREENE,13434,1153.8,6.1,0.472086924,0.689396778,0.344698389,0.412139378,0.007493443,0.007493443,0.104908205,0.104908205,0.112401649,0.112401649,0.202322967,1.004121394,49.082053203,48.879730236,50.348445111,0,0,15.454545455,10.909090909,16.363636364,0,0.363636364,156.319785619,52.106595206,20.909090909,14.88759863,565.728747953,364.746166443,0,0
2015,GRUNDY,50425,1156.2,7,4.447709628,4.844826559,0.593689812,0.623473582,0.025812601,0.011913508,0.43484304,0.357405238,0.150904434,0.178702619,0.730695153,0.742608661,48.513789885,48.227865695,49.836189266,0,21.814576103,0.963081862,4.654895666,15.730337079,1.983143282,0.41894061,41.646008924,27.764005949,36.757624398,15.865146257,819.038175508,216.162617749,11.898859693,0
2015,HAMILTON,8296,783.5,5.5,0.788069835,0.872938894,0.630455868,0.400096993,0,0.012124151,0.218234724,0.09699321,0.206110572,0.206110572,0.157613967,0.412221145,47.999515034,50.036372454,48.751212415,0,24.108003857,33.333333333,0,33.333333333,0,0,24.108003857,0,33.333333333,96.432015429,421.890067502,216.972034716,0,0
2015,HANCOCK,18546,323.5,6.1,0.702678964,0.752086078,0.592885375,0.581906017,0.065876153,0.038427756,0.203118138,0.164690382,0.175669741,0.120772947,0.192138779,0.285463329,48.967940272,49.17105841,49.599253404,0,0,13.333333333,0,0,0,0.6,21.567993098,16.175994824,26.666666667,37.743987922,150.975951688,97.055968942,0,0
2015,HARDIN,4129,896.1,8.4,0.958937792,0.762232604,0.540939267,0.49176297,0.073764446,0.049176297,0.245881485,0.221293337,0.417998525,0.270469634,0.245881485,0.295057782,49.397590361,48.217359233,50.258175559,0,0,66.666666667,0,33.333333333,0,0,145.313635263,24.21893921,0,72.656817631,508.59772342,145.313635263,0,0
2015,HENDERSON,6916,0,6,0.957553237,0.686008289,0.543089896,0.500214378,0.042875518,0.042875518,0.314420466,0.114334715,0.157210233,0.157210233,0.128626554,0.185793912,48.549378305,49.764184651,49.049592683,0,0,,,,0,,0,0,,0,0,0,0,0
2015,HENRY,49635,1543.3,6.1,2.550465369,2.83855111,0.721221645,0.693017446,0.012087514,0.012087514,0.286071155,0.207502317,0.15109392,0.13296265,0.733309158,1.027438656,48.446754503,48.247310528,49.84890608,0,0,5,0.9375,12.1875,0,0.403125,76.558879823,46.338269366,41.5625,24.176488365,1216.883247708,177.29424801,2.014707364,0
2015,IROQUOIS,28879,1468.2,5.6,3.180001402,3.509571559,0.634597854,0.60654933,0.021036393,0.003506065,0.343594418,0.213869995,0.147254751,0.171797209,0.424233925,0.645116051,47.801696936,49.568753944,48.860528715,0,3.462723779,6.818181818,2.272727273,24.242424242,0,0.333333333,103.881713356,20.776342671,33.333333333,41.552685342,931.472696423,353.197825409,13.850895114,0
2015,JACKSON,59677,3014.6,5.5,2.07552268,2.165028541,1.398317965,1.391562806,0.038842166,0.045597325,1.781673253,1.953929814,0.298915797,0.258384841,7.967710339,6.9628804,40.848448002,38.330462391,50.18407809,0,11.729812155,1.321585903,0.587371512,13.509544787,0,0.371512482,149.136183119,68.703185482,47.430249633,75.405935285,2022.554753087,614.977294435,70.378872933,1.675687451
2015,JASPER,9623,207.8,6.2,0.643821391,0.737279335,0.332294912,0.342679128,0.020768432,0,0.238836968,0.10384216,0.124610592,0.15576324,0.062305296,0.176531672,49.833852544,48.930425753,50.290758048,0,0,0,0,22.222222222,0,0.444444444,20.783539437,0,33.333333333,0,155.876545776,31.175309155,0,0
2015,JEFFERSON,38534,3677.3,6.7,0.851797659,1.523306856,0.924958194,0.932796823,0.015677258,0.015677258,0.561768395,0.543478261,0.164611204,0.177675585,3.511705686,5.502717391,45.278532609,43.274456522,51.546822742,0,57.092437847,26.381461676,1.782531194,16.042780749,0,0.274509804,500.856386568,57.092437847,28.342245989,64.877770281,2226.605076037,682.514143354,83.043545959,5.190221622
2015,JERSEY,22571,1838.6,6.3,0.709793351,0.561545373,0.592991914,0.592991914,0.008984726,0.022461815,0.539083558,0.157232704,0.161725067,0.206648697,0.314465409,0.377358491,47.86163522,49.694519317,48.688230009,0,8.860927739,3.205128205,10.256410256,22.756410256,0,0.384615385,53.165566435,101.900669,25.320512821,26.582783217,1280.404058305,367.728501174,0,0
2015,JO DAVIESS,22254,1352.6,5.4,1.336898396,1.58161878,0.398803589,0.430526602,0.013595577,0.031723013,0.285507115,0.203933654,0.099700897,0.13142391,0.285507115,0.280975256,49.311157437,48.935013142,49.981872564,0,8.987148378,5.833333333,0,5.833333333,44.935741889,0.491666667,67.403612834,26.961445133,39.166666667,40.4421677,867.25981846,287.58874809,8.987148378,0
2015,JOHNSON,12601,793.6,8.5,0.845268842,2.418408077,0.555685998,0.446114111,0.007826563,0.02347969,0.156531267,0.09391876,0.086092197,0.226970337,0.242623464,8.945761916,46.928073883,42.701729671,56.24951084,0,0,19.565217391,4.347826087,15.217391304,0,0.347826087,269.819855567,7.935878105,26.086956522,31.74351242,357.114514721,119.038171574,0,7.935878105
2015,KANE,527306,1432.8,5.7,15.285762917,16.093880021,0.939367577,0.916294727,0.038202587,0.0374461,2.156176715,1.950223164,0.474506392,0.538618655,3.0633936,2.973560784,44.171079507,43.608253272,49.720099856,0,6.82715539,0.240384615,0.400641026,15.224358974,0,0.298076923,121.750937786,22.567541428,54.326923077,45.32472606,1000.557551024,190.5914213,42.669721187,2.465361669
2015,KANKAKEE,111375,2479.9,6.8,4.688143177,5.27606264,0.917225951,0.968232662,0.017002237,0.023266219,0.539597315,0.469798658,0.2049217,0.198657718,7.858612975,7.42639821,40.955704698,41.329753915,49.132885906,0,33.221099888,0.208333333,2.083333333,30.416666667,0,0.28125,166.105499439,35.016835017,39.166666667,70.033670034,1656.565656566,440.852974186,73.625140292,4.489337823
2015,KENDALL,121350,1092.7,5.2,8.571916861,8.843731181,1.0140139,0.971695503,0.027669721,0.02441446,1.710639822,1.477888638,0.230309738,0.249027491,3.470922378,3.380588877,44.327707157,44.03961653,49.506827911,0,3.296250515,0.194931774,0.779727096,5.263157895,0,0.428849903,34.610630408,29.666254635,50.877192982,24.721878863,848.784507623,135.970333745,15.657189946,0
2015,KNOX,53069,2381.8,6.1,2.363247031,3.130231653,1.247810006,1.216663422,0.017519953,0.009733307,0.548958536,0.441892155,0.15767958,0.227759393,2.746739342,5.32995912,44.290441892,44.932840179,50.348452404,0,7.537357026,11.194029851,0,27.985074627,0,0.179104478,282.650888466,50.877159924,42.910447761,69.720552488,1501.818387382,433.398028981,33.918106616,1.884339256
2015,LAKE,705186,1605.7,5.4,10.179943259,10.782545263,1.018292363,1.025672321,0.043286296,0.047402042,3.898179279,3.643996475,0.404478499,0.441662137,3.775700351,3.63377807,42.096277237,40.919599609,49.940463603,0,14.60607556,0.412371134,1.443298969,14.593356243,0,0.362199313,84.800322185,21.98001662,47.331042383,52.184813652,1151.611064315,240.362117229,38.145964327,1.985291824
2015,LASALLE,111241,1928.2,6.9,4.314576784,4.886550951,0.605301795,0.656644358,0.017114188,0.013511201,0.533242058,0.314360605,0.173844117,0.172042623,0.676460786,2.01226817,47.825147047,47.617074555,50.376962502,0,9.888440413,1.152737752,0.864553314,18.299711816,0,0.357348703,92.591760232,37.755863396,43.948126801,24.271626469,1448.207045963,299.35005978,14.383186056,1.797898257
2015,LAWRENCE,16519,702.2,7.1,0.69845126,3.091406013,0.510173094,0.601275433,0.012146978,0.018220468,0.15183723,0.297600972,0.170057698,0.212572123,0.406923778,9.754023687,45.59975706,42.854539933,55.894321288,0,0,21.01910828,7.006369427,15.923566879,0,0.286624204,102.911798535,6.053635208,27.388535032,96.858163327,254.252678734,242.145408318,0,0
2015,LEE,34735,1315.7,5.3,2.343501057,3.539874279,0.750267953,0.715506503,0.0231743,0.0231743,0.460589207,0.344717708,0.121665073,0.19408476,0.735784016,4.550853104,47.686915211,45.065322557,52.843196895,5.7578811,8.63682165,0,0.431034483,31.465517241,5.7578811,0.189655172,83.489275946,60.457751547,49.137931034,51.820929898,811.861235065,270.620411688,17.273643299,0
2015,LIVINGSTON,37903,1269,5.4,1.863133452,2.526977189,0.622865729,0.778582161,0.008195602,0.002731867,0.387925147,0.374265811,0.131129627,0.144788963,1.701953285,2.677229887,47.001775714,46.897964759,50.249965852,0,2.63831359,0,2.713178295,27.131782946,0,0.30620155,124.000738728,50.127958209,39.534883721,18.46819513,841.622035195,211.065087196,18.46819513,2.63831359
2015,LOGAN,29746,1667.5,5.4,1.147384237,2.223056959,0.65906297,0.72735965,0.006829668,0.010244502,0.430269089,0.344898238,0.133178528,0.218549379,2.800163912,5.149569731,44.853845103,45.338751537,50.631744297,0,10.085389632,0,2.991452991,20.085470085,0,0.388888889,161.366234116,13.447186176,38.034188034,63.874134337,1106.031063,279.029113158,33.617965441,0
2015,MCDONOUGH,31880,1587.2,6.1,1.32595631,1.383191834,0.839454355,0.890330376,0.022258259,0,1.058857197,1.141530732,0.184425578,0.171706573,2.795001431,2.585137842,45.588095011,45.565836752,49.534166428,0,21.957340025,3.172413793,0.413793103,9.655172414,0,0.336551724,207.026348808,65.872020075,53.103448276,21.957340025,1022.584692597,238.393977415,9.410288582,0
2015,MCHENRY,307283,1095.1,5.4,5.985265239,6.434916052,0.730560649,0.743240607,0.025359916,0.02828606,1.504363206,1.274173202,0.223362335,0.232791021,0.687643869,0.800462981,47.434746986,47.026712445,49.801997581,0,6.83409105,0.378378378,0.756756757,18.972972973,0,0.435675676,67.690044682,22.780303499,36.324324324,17.247944078,854.912247017,119.108444008,5.857792328,0.650865814
2015,MCLEAN,174061,1953.9,4.7,2.291773757,2.380141041,1.186316355,1.142421495,0.019637174,0.026567942,2.677008912,2.830640923,0.145546116,0.139770476,3.978838057,3.806146436,41.772890303,43.371587319,48.621066068,0,5.745112346,0.532544379,0.650887574,17.573964497,0,0.321893491,168.331791728,59.17465716,49.053254438,65.494280741,1308.736592344,312.534111605,33.896162839,0
2015,MACON,108350,2983.8,6.9,1.096485099,1.080648016,1.351741613,1.377826221,0.020495049,0.019563455,0.609261899,0.552434719,0.11365436,0.146260119,9.20414,8.08343348,39.056109853,40.773967562,47.926739517,0,28.610982926,5.108940646,0.07513148,16.30353118,0,0.314049587,237.194277803,32.302722658,47.107438017,60.913705584,1838.48638671,665.436086756,115.366866636,5.537609599
2015,MACOUPIN,46453,1369.1,6.3,0.582003662,0.503531258,0.496991891,0.518789781,0.006539367,0.017438312,0.228877845,0.143866074,0.178742698,0.161304386,0.431598221,0.47737379,48.526462638,49.30464731,49.352602668,0,6.458140486,7.262569832,1.955307263,14.525139665,0,0.399441341,139.926377198,21.527134954,36.312849162,32.29070243,912.750522033,243.256624976,8.610853981,4.305426991
2015,MADISON,266560,1938,6,1.479345554,1.59588866,0.948510504,0.951894013,0.026692131,0.031579422,0.527827486,0.428201928,0.159024948,0.159024948,4.544053294,3.897051083,44.164573903,45.069474729,48.724416909,0,13.505402161,3.442437923,4.176072235,27.539503386,0,0.339164786,117.046818727,37.890156062,30.925507901,70.153061224,1362.169867947,310.99939976,25.510204082,0.75030012
2015,MARION,38571,2527.8,6.7,0.831617091,1.053207852,0.886363044,0.888969994,0.00782085,0.018248651,0.388435569,0.271122813,0.164237858,0.20594906,1.991709899,2.054276702,46.169086785,47.798430616,48.763002164,0,15.555728397,22.549019608,3.921568627,27.124183007,0,0.241830065,212.594954759,85.556506183,22.222222222,103.70485598,1560.758082497,513.3390371,25.926213995,10.370485598
2015,MARSHALL,12014,665.9,6.6,1.64360587,1.551362683,0.628930818,0.452830189,0.016771488,0.041928721,0.259958071,0.184486373,0.117400419,0.192872117,0.251572327,0.293501048,48.981132075,49.014675052,49.710691824,0,0,0,2.898550725,10.144927536,0,0.463768116,83.236224405,41.618112202,40.579710145,16.647244881,349.5921425,166.47244881,0,8.32362244
