Year,County,Population,Total Index Crime Rates per 100K,Unemployment Rate,Percent Hispanic Female,Percent Hispanic Male,Percent Two or More Races Female,Percent Two or More Races Male,Percent Native Hawaiin Female,Percent Native Hawaiin Male,Percent Asain Female,Percent Asain Male,Percent American Indian Female,Percent American Indian Male,Percent Black Female,Percent Black Male,Percent White Male,Percent White Female,Population Percent Male,HTIS per 100K,Arson per 100K,Percent of Meth Arrests,Percent Needle/Syringe Arrests,Percent Controlled Substance Arrests,HTS Per 100K,Percent of Paraphernalia Drug Arrests,Battery/Assault Per 100K,Sexual Assault Per 100k,Percent Cannabis Arrests,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k
2015,CLARK,16180,636.6,6.2,0.74993698,0.894882783,0.447441391,0.478951349,0.012603983,0.012603983,0.258381649,0.081925889,0.119737837,0.107133854,0.195361734,0.239475674,48.63246786,49.848752206,49.1177212,0,12.360939431,15.584415584,0,7.792207792,0,0.467532468,37.082818294,6.180469716,29.87012987,37.082818294,377.008652658,166.872682324,0,0
2015,CLAY,13520,1412.7,7,0.596970375,0.776061488,0.455189911,0.507424819,0,0,0.514886949,0.268636669,0.141780464,0.097007686,0.216401761,0.268636669,48.854563092,49.16051041,49.511230505,0,7.396449704,25,0,10.714285714,0,0.333333333,81.360946746,0,30.952380952,14.792899408,1109.467455621,199.704142012,0,0
2015,CLINTON,53320,793.3,4.5,1.14960839,1.877074207,0.565511748,0.546926855,0.026549847,0.037169786,0.35311297,0.185848931,0.15133413,0.215053763,0.525686977,3.0957122,48.32868711,46.480817735,51.896986592,0,18.754688672,10,0.909090909,20,0,0.281818182,56.264066017,9.377344336,40.909090909,24.381095274,598.274568642,82.520630158,3.750937734,0
2015,COLES,53320,1509.8,6,1.170969164,1.192050442,0.835585197,0.774257843,0.017248318,0.09582399,0.611357059,0.559612104,0.137986546,0.126487667,1.924145729,1.922229249,45.851779452,47.856417333,48.617259817,0,18.754688672,24.180327869,0.819672131,18.442622951,0,0.274590164,234.433608402,61.890472618,29.098360656,24.381095274,868.342085521,273.818454614,26.256564141,1.875468867
2015,COOK,5246456,2927.8,6.2,12.235873998,12.696011203,0.949698022,0.917108942,0.035964309,0.038233531,3.816984002,3.521165167,0.358632426,0.381686959,13.265471518,11.063887563,33.368948042,33.081881921,48.491367803,0.095302429,19.289211613,0.181155466,0.475805924,37.075757906,0.457451659,0.113735076,288.366089414,36.424588332,50.893773054,239.151915121,1728.309548388,391.692982844,213.80146903,10.178299408
2015,CRAWFORD,19393,1454.1,5.9,0.753051156,1.448974292,0.488184887,0.503765256,0.015580369,0.031160737,0.353155025,0.228512075,0.155803687,0.202544794,0.321994287,4.591015321,46.829394962,46.741106206,51.924175539,0,20.625999072,8,0.8,16.8,0,0.488,206.259990718,10.312999536,25.6,72.190996751,861.135461249,283.607487238,0,0
2015,CUMBERLAND,10833,387.7,5.2,0.561694291,0.46961326,0.460405157,0.497237569,0.046040516,0.018416206,0.386740331,0.202578269,0.092081031,0.082872928,0.267034991,0.313075506,49.401473297,48.664825046,50.082872928,0,0,7.692307692,0,7.692307692,0,0.384615385,83.079479369,0,46.153846154,36.924213053,175.390012,92.310532632,0,0
2015,DEKALB,105462,2060.5,5.5,5.26992658,5.430202985,0.961658429,0.913671481,0.034550602,0.035510341,1.389702001,1.346513748,0.18331014,0.226498392,4.030903594,3.331253899,44.643217045,43.747780604,49.65209463,0,16.11955017,0.638569604,1.404853129,17.369093231,0,0.342273308,180.159678368,67.322827179,46.360153257,38.876562174,1512.393089454,211.450569874,33.187309173,0.948208834
2015,DOUGLAS,19889,869.8,4.9,3.342576254,3.856818755,0.564658432,0.544492059,0,0.005041593,0.302495589,0.337786741,0.126039829,0.196622133,0.307537182,0.357953113,48.545500378,49.231157046,49.468111923,0,0,0,1.754385965,15.789473684,0,0.640350877,231.283624114,5.027904872,18.421052632,45.251143848,427.371914123,155.865051033,5.027904872,0
2015,DUPAGE,932708,1344.9,4.8,6.838837243,7.179236704,0.932938736,0.959395207,0.025706693,0.025813804,6.005511943,5.672610268,0.197191758,0.193335754,2.727694356,2.377654886,40.721972475,41.045019917,49.065936597,0.321644073,6.647310841,0.281224152,0.810587262,11.695616212,0.321644073,0.338296112,48.032181562,17.047135867,53.382961125,36.238565553,1070.324260111,141.737821483,23.801661399,0.428858764
2015,EDGAR,17841,1737.6,6.2,0.590808385,0.488553088,0.37493609,0.420382889,0.00568085,0.01704255,0.181787195,0.102255297,0.102255297,0.107936147,0.227233994,0.306765892,48.173606772,50.377776515,48.730330057,0,16.815200942,25,1.865671642,16.791044776,0,0.402985075,162.546942436,16.815200942,16.044776119,117.706406592,801.524578219,610.95230088,11.210133961,0
2015,EDWARDS,6617,347.6,5.9,0.47611734,0.767931193,0.552910459,0.537551835,0,0,0.19966211,0.122868991,0.122868991,0.122868991,0.307172477,0.322531101,48.640761788,49.516203348,49.301182614,0,0,0,0,0,0,0,60.450355146,0,100,0,151.125887865,136.013299078,0,0
2015,EFFINGHAM,34320,2033.8,4.8,0.88883691,1.02917958,0.409332788,0.391789954,0.023390445,0.005847611,0.286532951,0.336237647,0.128647448,0.128647448,0.190047366,0.289456757,49.035144144,49.134553535,49.827495468,0,14.568764569,8.108108108,0,12.612612613,0,0.456456456,116.55011655,20.396270396,33.633633634,69.93006993,1459.79020979,343.822843823,8.741258741,0
