Prop Female household no Children,Female Household with Children under 6,Prop Female Household with Children under 18,Prop Female Household,Prop Male Household No Children,Prop Male Household with children under 6,Prop Male Household with children under 18,Prop Male Household,Prop Other Family Type (Not Married),Prop Married no children under 18,Prop Married with children under 6,Prop Married with Children under 18,Prop Married-Couple Family,Prop Female Poverty 75+,Prop Female Poverty 65-74,Prop Female Poverty 55-64,Prop Female Poverty 45-54,Prop Female Poverty 35-44,Prop Female Poverty 25-34,Prop Female Poverty 18-24,Prop Female 17 and Under,Prop Female Poverty,Prop Male Poveryy 75+,Prop Male Poverty 65-74,Prop Male Poverty 55-64,Prop Male Poverty 45-54,Prop Male Poverty 35-44,Prop Male Poverty 25-34,Prop Male Poverty 18-24,Prop Male Poverty Under 17,Prop Male Poverty,Prop 3 Earner,Prop 2 Earner,Prop 1 Earner,Prop No Earners,County
8.035208341,2.451739640,11.922481206,19.957689547,3.218616599,1.341090250,3.486834649,6.705451249,26.663140796,46.443277549,4.435042122,26.893581655,73.336859204,0.464714553,0.617741769,0.793300600,0.850568454,0.888121145,1.223278913,1.036454275,2.278509534,8.152689242,0.306993250,0.410263150,0.676887257,0.715378766,0.635579297,0.624313490,0.670315536,2.635260099,6.674990847,11.355823354,39.152279853,33.361036606,16.130860187,KANKAKEE
5.446520800,0.876451623,7.844242026,13.290762826,4.526246596,0.212852537,3.152095658,7.678342254,20.969105080,38.416752747,7.427927505,40.614142173,79.030894920,0.129022893,0.264496932,0.156440258,0.262884146,0.304816586,0.628986606,0.442709803,0.841874380,3.031231604,0.113701425,0.088703239,0.271754469,0.117733390,0.187889589,0.243530711,0.270141683,0.995895459,2.289349967,16.486681066,46.361160672,29.404951952,7.747206310,KENDALL
7.622259696,1.408094435,10.337268128,17.959527825,3.153456998,1.020236088,4.013490725,7.166947723,25.126475548,50.935919056,4.772344013,23.937605396,74.873524452,0.640478224,0.574295474,0.770708796,1.099487617,1.125106746,1.614005124,1.349274125,2.403928266,9.577284372,0.175064048,0.190008540,0.909479078,0.913748933,0.742954740,0.956447481,1.564901793,3.112724167,8.565328779,6.146711636,38.524451939,36.079258010,19.249578415,KNOX
5.989341145,1.549822074,8.157310003,14.146651148,2.676965400,0.427690748,2.788900089,5.465865489,19.612516637,43.311484722,7.242341384,37.075998641,80.387483363,0.251416678,0.298202043,0.468145142,0.436809151,0.601796791,0.613019449,0.584744182,1.343658178,4.597791614,0.113392566,0.167465370,0.388857796,0.355481321,0.426606735,0.352129098,0.476015578,1.379075136,3.659023600,15.286046032,44.846827682,30.130479092,9.736647194,LAKE
8.432593395,2.043854900,9.985787764,18.418381159,3.779778018,1.340010828,3.542907417,7.322685436,25.741066594,48.490795885,5.728884678,25.768137520,74.258933406,0.440207486,0.299079396,0.717790551,0.759848591,0.989765877,1.285106781,0.897238189,2.472078134,7.861115005,0.204682462,0.249544371,0.653301556,0.602831908,0.596289546,0.600028039,0.447684471,2.297303612,5.651665966,12.029642664,38.342582566,33.605170547,16.022604223,LASALLE
8.823529412,3.524550316,7.997083131,16.820612543,1.993193972,3.062712688,5.979581915,7.972775887,24.793388430,47.472046670,8.021390374,27.734564900,75.206611570,0.181185679,0.616031309,0.652268445,0.674010726,1.333526598,1.413248297,1.492969996,2.949702855,9.312943905,0.094216553,0.188433106,0.485577620,0.550804464,1.608928830,0.753732425,0.847948978,2.840991448,7.370633425,9.333981526,35.683033544,38.356830335,16.626154594,LAWRENCE
5.028854081,2.767636321,8.915322106,13.944176187,1.637027441,0.859733836,2.767636321,4.404663762,18.348839948,53.527264162,6.724767401,28.123895890,81.651160052,0.684624736,0.575852582,0.575852582,0.726214089,0.601446030,0.873376416,0.879774778,1.126111715,6.043252927,0.284727110,0.153560688,0.595047668,0.579051763,0.396698445,0.703819822,0.700620641,1.394842920,4.808369058,10.858556118,44.140855023,28.748086209,16.252502650,LEE
7.613624380,3.458821048,10.197194980,17.810819361,3.806812190,2.109037225,5.757671623,9.564483813,27.375303174,47.558789413,4.650427080,25.065907413,72.624696826,0.775765442,0.330363990,0.575187305,1.144475252,0.834759011,1.244764321,0.879004189,2.103120760,7.887440269,0.194678780,0.203527815,0.713822193,0.793463512,0.569287948,0.616482803,0.530942127,2.294849861,5.917055041,10.344827586,40.261520616,35.410734999,13.982916798,LIVINGSTON
5.263157895,1.231490984,5.849582173,11.112740067,3.298636564,1.685969799,4.339539657,7.638176220,18.750916288,50.432487905,7.095733763,30.816595807,81.249083712,0.489727664,0.230928492,0.549450549,0.473801561,0.382226469,0.648988692,0.724637681,1.389552477,4.889313585,0.059722886,0.159261029,0.378244943,0.513616818,0.585284281,0.469820035,0.262780698,1.214365345,3.643096034,10.203782437,43.204808679,30.464741240,16.126667644,LOGAN
9.125247765,3.186357007,13.328845507,22.454093272,3.466846180,0.905045065,3.291072965,6.757919144,29.212012416,48.229178354,4.218557164,22.558809230,70.787987584,0.447764093,0.387544194,0.969346128,0.719724931,0.855705350,1.557947084,1.319010063,2.917751272,9.174793116,0.210769649,0.321496562,0.879016279,0.385601616,0.728466529,0.864446948,0.672131784,2.930378026,6.992307393,8.545570141,40.210927858,32.693818019,18.549683982,MACON
7.403036740,1.502635513,8.095350484,15.498387224,2.887263001,0.983400205,3.603178349,6.490441350,21.988828574,50.586106522,4.138148061,27.425064904,78.011171426,0.338117737,0.313486643,0.698627376,0.644886809,0.958373452,1.540562932,0.855370698,2.496697194,7.846122842,0.129873038,0.230636602,0.638169238,0.485904297,0.667278712,0.792673369,0.570993529,1.995118565,5.510647350,9.369837149,39.792305877,32.648886791,18.188970183,MACOUPIN
8.351013928,2.147651007,9.732265281,18.083279209,3.741069496,0.714440355,3.362921267,7.103990763,25.187269972,46.442953020,6.484809122,28.369777008,74.812730028,0.374766974,0.463740429,0.698691975,0.783813764,0.883957046,1.345771643,1.136241083,1.923521346,7.610504260,0.114394441,0.215308056,0.593156362,0.537692391,0.682514983,0.788050595,1.046497296,2.133437072,6.111051196,11.431045681,41.310528975,31.149599480,16.108825864,MADISON
7.345132743,3.992133727,12.979351032,20.324483776,4.523107178,1.150442478,3.933136676,8.456243854,28.780727630,48.613569322,4.277286136,22.605703048,71.219272370,0.407810517,0.572555162,1.042482513,0.775110055,1.269343992,1.385475464,1.515110595,3.265184865,10.233073163,0.113430740,0.259270262,0.864234207,0.648175656,0.680584438,0.920949577,0.799416642,3.386717801,7.672779323,10.068829892,37.915437561,33.608652901,18.407079646,MARION
4.691516710,3.341902314,7.519280206,12.210796915,3.213367609,1.124678663,2.377892031,5.591259640,17.802056555,58.033419023,5.269922879,24.164524422,82.197943445,0.640182408,0.456020346,0.657721652,0.570025432,0.736648250,1.140050864,0.798035605,2.060861177,7.059545734,0.166622819,0.114005086,0.657721652,0.280627905,0.456020346,0.640182408,0.254319039,1.525914233,4.095413488,11.568123393,37.435732648,31.973007712,19.023136247,MARSHALL
5.571540675,2.563431860,11.169238818,16.740779493,3.766675386,1.438660738,3.478943238,7.245618624,23.986398117,51.713314151,4.263667277,24.300287732,76.013601883,0.443885478,0.310719834,1.065325146,0.843382407,1.065325146,1.161500333,1.065325146,2.123252201,8.078715691,0.429089295,0.384700747,0.754605312,0.932159503,0.924761412,0.503070208,0.843382407,2.537545313,7.309314197,9.390530997,36.385037928,35.678786293,18.545644782,MASON
5.806783145,3.340184995,9.583761562,15.390544707,3.879753340,1.952723535,4.110996917,7.990750257,23.381294964,47.867420349,4.393627955,28.751284687,76.618705036,0.719881431,1.312724963,1.037476180,1.044533841,1.065706825,1.510339473,0.790458042,3.048909591,10.530030348,0.381113699,0.557555226,0.691650787,0.988072553,0.649304820,0.931611264,0.776342720,2.491354365,7.467005434,7.297019527,35.919835560,31.140801644,25.642343268,MASSAC
3.594771242,2.712418301,9.624183007,13.218954248,0.506535948,0.506535948,3.709150327,4.215686275,17.434640523,55.081699346,7.598039216,27.483660131,82.565359477,0.590869055,0.333969466,0.708308867,0.851438638,1.064298297,1.607457428,5.681150910,1.258807986,12.096300646,0.139459777,0.117439812,0.645918967,0.664268937,0.748678802,1.442307692,4.440692895,1.699207281,9.897974163,7.140522876,43.496732026,30.816993464,18.545751634,MCDONOUGH
5.552962019,0.920506099,6.863695670,12.416657689,2.914736477,0.682299709,2.748351109,5.663087586,18.079745275,46.149794712,6.714068541,35.770460014,81.920254725,0.202956620,0.202301921,0.386272276,0.378743240,0.495606971,0.601340823,0.390527818,1.090728156,3.748477825,0.127666261,0.143051682,0.385290228,0.331277579,0.403294444,0.292977701,0.302798183,1.351952966,3.338309044,15.623466322,47.577836033,26.248189512,10.550508134,MCHENRY
5.617894217,1.890756303,8.603559071,14.221453287,2.654473554,0.494315373,2.857142857,5.511616411,19.733069698,46.576866041,8.672763223,33.690064261,80.266930302,0.461274664,0.283768445,0.521650929,0.406332263,0.568744415,0.952133697,3.542275461,1.313183761,8.049363634,0.163619678,0.248146449,0.407539788,0.348371048,0.498707948,0.736590432,2.812930181,1.354239621,6.570145145,10.170538804,47.224419179,29.579831933,13.025210084,MCLEAN
5.818082491,1.256487299,7.784758263,13.602840754,2.321770008,2.239825184,4.370390604,6.692160612,20.295001366,51.515979241,5.654192843,28.189019394,79.704998634,0.411895543,0.222423593,0.543702117,0.238899415,0.832028997,0.749649889,0.321278524,1.861767856,5.181645935,0.032951643,0.255375237,0.766125711,0.189471950,0.494274652,0.288326880,0.230661504,2.141856825,4.399044402,10.789401803,44.168260038,29.035782573,16.006555586,MENARD
3.978661925,3.645254501,7.868415203,11.847077128,2.267170482,1.222493888,3.578573016,5.845743499,17.692820627,54.012002667,3.623027339,28.295176706,82.307179373,0.142321128,0.439901669,0.601630224,0.485185664,0.536938802,1.229137016,1.106223315,2.141286065,6.682623884,0.200543408,0.342864536,0.879803338,0.381679389,0.355802821,0.420494242,0.232889119,1.901927804,4.716004658,11.802622805,39.831073572,29.695487886,18.670815737,MERCER
4.812194879,1.155723822,4.373816878,9.186011757,3.317724420,0.617714457,2.839493873,6.157218292,15.343230049,49.158114975,6.794859022,35.498654977,84.656769951,0.400926586,0.403896412,0.427655025,0.320741269,0.291043003,0.409836066,0.089094797,0.801853172,3.145046329,0.163340461,0.317771442,0.255405084,0.086124970,0.332620575,0.237586125,0.163340461,0.267284391,1.823473509,11.716648401,50.383580751,23.433296802,14.466474046,MONROE
7.394843962,1.166892809,8.032564450,15.427408412,3.717774763,1.818181818,3.392130258,7.109905020,22.537313433,56.417910448,3.622795115,21.044776119,77.462686567,0.470707228,0.322881817,1.205944138,0.805259472,0.824710184,1.377110402,0.715786198,3.326071734,9.048471174,0.245078970,0.427915662,0.653543920,0.739127052,0.470707228,0.762467906,0.770248191,2.824243367,6.893332296,7.734056988,40.949796472,31.601085482,19.715061058,MONTGOMERY
7.246376812,2.723235157,12.155212716,19.401589528,3.272557270,0.841514727,3.214118747,6.486676017,25.888265545,50.385694250,5.095839177,23.726040206,74.111734455,0.316220838,0.471104514,0.554999839,0.971249718,1.206801975,1.058371785,0.790552096,2.845987545,8.215288310,0.080668581,0.419476622,0.619534704,0.587267271,1.084185731,0.542092866,1.232615921,1.797295989,6.363137685,7.737260402,42.215988780,34.677419355,15.369331463,MORGAN
3.594936709,0.936708861,7.037974684,10.632911392,1.898734177,0.632911392,1.468354430,3.367088608,14,52.050632911,9.113924051,33.949367089,86,0.513318535,0.242785794,0.284406215,0.520255272,0.360710322,0.728357381,0.610432852,1.574639290,4.834905660,0.201165372,0.166481687,0.339900111,0.749167592,0.166481687,0.332963374,0.617369589,1.754994451,4.328523862,9.873417722,45.468354430,32.253164557,12.405063291,MOULTRIE
5.678409487,1.785838856,8.803627485,14.482036972,2.908964074,0.969654691,4.080920823,6.989884897,21.471921870,50.624346006,4.687826997,27.903732124,78.528078130,0.550691336,0.299116517,0.427875282,0.721049087,0.725010895,0.616061170,0.691335526,1.636226774,5.667366586,0.126777861,0.152529615,0.515035062,0.380333584,0.330810982,0.524939582,0.616061170,1.586704172,4.233192029,12.814788978,42.462504360,30.394140216,14.328566446,OGLE
8.938847713,2.653440516,14.239011174,23.177858886,2.955731208,0.960612642,3.640923442,6.596654650,29.774513536,45.287623995,6.034617882,24.937862469,70.225486464,0.485385435,0.581346694,0.855282611,0.749836810,0.984718728,1.564391678,1.332857246,2.862100324,9.415919526,0.133341516,0.225955289,0.822365668,0.629885237,0.730867724,0.962960070,1.011498614,2.324828860,6.841702978,9.169484314,37.239974025,36.129335632,17.461206028,PEORIA
8.007380074,2.103321033,11.937269373,19.944649446,3.321033210,0.442804428,2.435424354,5.756457565,25.701107011,48.062730627,4.003690037,26.236162362,74.298892989,0.374351570,0.828921333,1.331622012,1.486710519,0.844964971,1.978715439,0.962618322,2.845071929,10.652976095,0.069522434,0.197871544,0.962618322,0.481309161,0.411786727,0.556179475,0.812877694,2.144499706,5.636665062,8.560885609,36.992619926,34.059040590,20.387453875,PERRY
6.534031414,1.424083770,4.795811518,11.329842932,2.324607330,1.445026178,3.539267016,5.863874346,17.193717277,53.717277487,5.424083770,29.089005236,82.806282723,0.428527701,0.091827365,0.373431283,0.153045608,0.550964187,0.348943985,0.208142026,1.132537496,3.287419651,0.042852770,0.116314662,0.287725742,0.257116621,0.544842363,0.483624120,0.232629324,0.685644322,2.650749923,12.607329843,48.293193717,26.492146597,12.607329843,PIATT
5.245746692,2.386578450,10.515122873,15.760869565,3.473534972,0.756143667,2.811909263,6.285444234,22.046313800,51.039697543,5.812854442,26.913988658,77.953686200,0.853970965,0.676607765,0.755435854,0.709452802,1.051041188,1.083886225,0.860539972,2.003547264,7.994482034,0.262760297,0.348157393,0.768573868,1.129869277,0.762004861,0.656900742,0.387571438,1.576561782,5.892399658,6.592627599,42.509451796,31.639886578,19.258034026,PIKE
3.872216844,1.548886738,3.969022265,7.841239109,5.130687318,0.387221684,0.387221684,5.517909003,13.359148112,66.795740561,2.226524685,19.845111326,86.640851888,0.858263855,0.269740069,1.912702305,0.171652771,0.514958313,1.544874939,0.514958313,1.226091221,7.013241785,0.269740069,0.196174595,2.059833252,0.245218244,0.514958313,0.269740069,0.784698382,1.814615007,6.154977930,3.775411423,28.267182962,31.364956438,36.592449177,POPE
11.996962794,0.835231587,8.428246014,20.425208808,3.948367502,0.531511010,1.670463174,5.618830676,26.044039484,58.921791951,2.657555049,15.034168565,73.955960516,1.403130059,1.295196978,1.097319662,0.791509264,0.647598489,1.133297356,1.115308509,3.471847455,10.955207771,0.107933081,0.485698867,1.690951610,0.917431193,0.197877316,1.636985069,0.197877316,2.662349343,7.897103796,5.011389522,29.840546697,33.712984055,31.435079727,PULASKI
3.513022411,0,6.904906118,10.417928528,1.635372502,1.817080557,4.482132041,6.117504543,16.535433071,62.447001817,4.663840097,21.017565112,83.464566929,0.193457615,0.123109391,0.263805839,0.492437566,0.756243405,0.633134013,0.562785790,1.618009145,4.642982765,0.211044671,0.369328174,0.193457615,0.439676398,0.175870559,0.175870559,0.580372846,2.022511432,4.168132255,11.932162326,40.702604482,30.587522714,16.777710478,PUTNAM
7.589862943,1.771399017,7.796741660,15.386604603,3.633307473,1.926558055,4.809930178,8.443237652,23.829842255,52.236876131,4.835790018,23.933281614,76.170157745,0.870147256,0.250123300,0.838441485,0.672866906,0.810258578,0.996970337,0.930035933,1.831888959,7.200732756,0.313534841,0.190234623,0.521383781,0.454449376,0.827872895,0.824350032,0.510815191,2.060875079,5.703515818,8.107059736,39.694853892,34.303077321,17.895009051,RANDOLPH
7.627329193,2.906832298,9.068322981,16.695652174,2.434782609,1.043478261,2.832298137,5.267080745,21.962732919,49.714285714,7.652173913,28.322981366,78.037267081,0.692440854,0.589857024,0.942488940,0.775790216,1.000192345,1.506700006,0.795024684,2.756940437,9.059434507,0.416746810,0.423158300,1.307943835,0.416746810,0.544976598,0.897608514,0.596268513,1.314355325,5.917804706,10.633540373,38.732919255,33.291925466,17.341614907,RICHLAND
7.891721951,3.474275970,13.268323875,21.160045826,3.631470972,1.233581115,4.579969627,8.211440599,29.371486425,46.870753737,4.857059121,23.757759838,70.628513575,0.559149294,0.570560504,0.931440023,0.719619436,0.805916712,1.297311947,1.156811423,2.548979053,8.589788393,0.304536669,0.353034312,0.649012574,0.510651651,0.524202463,0.484976429,0.584824517,2.838538509,6.249777125,9.658167479,40.892015027,33.693016812,15.756800682,ROCK ISLAND
6.688662268,3.749250150,12.552489502,19.241151770,3.164367127,0.959808038,4.424115177,7.588482304,26.829634073,47.390521896,4.754049190,25.779844031,73.170365927,0.376432771,0.816309267,1.759505985,1.687603096,1.015099607,1.899082181,1.218119528,2.478534873,11.250687307,0.160724104,0.444106078,1.543797318,1.074313750,1.112379986,1.416909868,1.078543332,4.166137969,10.996912405,6.793641272,34.028194361,36.577684463,22.600479904,SALINE
8.210547106,2.824412404,13.324116137,21.534663243,3.332016591,1.135690302,3.918625321,7.250641912,28.785305155,46.061623543,5.640924353,25.153071302,71.214694845,0.337476421,0.367451355,0.744205277,0.910101036,0.888395049,1.313729037,1.006227551,2.832114525,8.399700251,0.124551022,0.246517998,0.669267940,0.793818962,0.686322644,0.835680509,0.797953435,2.656399390,6.810511900,8.447560735,43.004147738,32.131147541,16.417143986,SANGAMON
9.786989062,2.360391480,9.441565918,19.228554980,3.108808290,2.014968336,7.196315486,10.305123777,29.533678756,52.043753598,4.605641911,18.422567645,70.466321244,0.407628476,0.029116320,0.800698792,1.048187509,0.494977435,0.713349833,0.742466152,1.281118067,5.517542583,0.393070316,1.062745669,2.955306449,5.226379386,2.649585092,1.557723104,1.019071189,0.989954870,15.853836075,6.160046056,43.177892919,28.554979850,22.107081174,SCHUYLER
4.062038405,1.403249631,8.862629247,12.924667651,1.772525849,0.590841950,2.732644018,4.505169867,17.429837518,56.794682422,3.323485968,25.775480059,82.570162482,0.547667343,0.486815416,0.811359026,0.466531440,0.730223124,0.872210953,0.507099391,2.210953347,6.632860041,0.283975659,0.425963489,0.892494929,0.912778905,0.649087221,0.770791075,0.263691684,2.109533469,6.308316430,13.515509601,39.807976366,28.286558346,18.389955687,SCOTT
6.255969436,1.480420248,5.873925501,12.129894938,2.706144540,0.684495384,3.040432983,5.746577523,17.876472461,56.415154409,5.046163642,25.708373130,82.123527539,0.457972892,0.226673451,0.809548041,0.717028265,0.555118657,0.536614701,1.188879123,1.272146921,5.763982051,0.508858769,0.383957071,0.809548041,0.670768377,0.522736735,0.568996623,0.615256511,1.364666698,5.444788824,7.831900669,42.406876791,30.038204394,19.723018147,SHELBY
10.823385369,2.561983471,13.356290174,24.179675543,3.371594735,0.919804102,3.512396694,6.883991429,31.063666973,43.224670952,5.362718090,25.711662075,68.936333027,0.450372290,0.384435936,1.035702029,0.785837951,1.121689205,1.614476693,1.110121423,2.925877513,9.428513039,0.146525231,0.250249671,0.761545610,0.606922932,0.675944027,0.711804150,0.816299775,2.955182559,6.924473955,9.773492501,40.206611570,33.440465259,16.579430670,ST. CLAIR
7.138047138,1.212121212,8.080808081,15.218855219,3.434343434,1.144781145,3.771043771,7.205387205,22.424242424,52.929292929,4.781144781,24.646464646,77.575757576,0.464080193,0.148505662,0.742528309,0.835344348,1.058102840,1.373677371,1.169482087,4.306664192,10.098385001,0.278448116,0.426953778,0.389827362,0.686838686,0.705401893,0.742528309,0.649712270,2.097642473,5.977352887,10.168350168,38.383838384,32.592592593,18.855218855,STARK
5.161189113,3.278688525,13.412816692,18.574005804,2.321750726,2.266844458,5.757314299,8.079065025,26.653070829,54.819985881,3.341438544,18.526943290,73.346929171,0.603477285,0.367919237,0.614694335,0.630398205,0.859226024,0.951205833,1.662366798,2.102075154,7.791362872,0.226584408,0.275939428,0.690970275,0.756029164,0.590016826,0.937745373,0.765002804,2.402692092,6.644980370,9.177190368,40.583575182,34.747823359,15.491411091,STEPHENSON
6.275753633,1.992517892,8.593580568,14.869334201,2.106376057,1.081652570,2.925070484,5.031446541,19.900780742,51.550639774,5.958577315,28.548579484,80.099219258,0.370373205,0.296145517,0.516532878,0.420113408,0.478271184,0.767529595,0.676466762,1.108058678,4.633491227,0.113254616,0.127794060,0.404808730,0.357364228,0.423939577,0.493575861,0.623665623,1.396551856,3.940954553,10.146931251,42.778139232,29.955541097,17.119388419,TAZEWELL
9.147253687,1.047232315,7.864928404,17.012182090,3.633254969,2.479162214,5.300277837,8.933532806,25.945714896,50.203034837,3.846975850,23.851250267,74.054285104,0.668283163,0.490862854,0.969897688,0.715595245,1.886569283,1.431190490,1.040865811,1.632266840,8.835531374,0.171506298,0.443550772,0.981725708,0.904843574,1.454846531,1.230114140,0.780649358,3.270447691,9.237684074,7.394742466,35.670014960,34.216712973,22.718529600,UNION
9.291764466,3.143177875,13.215634248,22.507398714,3.714664762,1.709358098,4.898459026,8.613123788,31.120522502,45.984284111,3.852433922,22.895193387,68.879477498,0.387019550,0.486766857,0.972203750,1.259475994,1.228886820,1.816730948,1.411091901,2.932570821,10.494746642,0.184865009,0.206144434,0.832557521,0.926984971,0.750099747,0.989493284,0.933634792,4.269184732,9.092964490,7.128278396,35.743443208,36.580263292,20.548015104,VERMILION
6.465385788,0.975907289,5.672461116,12.137846905,1.585849344,0.731930467,3.598658127,5.184507472,17.322354376,53.217444343,8.173223544,29.460201281,82.677645624,0.575464295,0.619060075,1.255558462,0.566745139,0.453396111,0.592902607,0.863196443,1.150928590,6.077251722,0.113349028,0.279012992,1.185805214,0.680094167,0.296451304,0.915511378,0.305170459,1.996686721,5.772081263,9.942055505,46.996035377,28.392802684,14.669106435,WABASH
7.409050577,1.109139308,11.490683230,18.899733807,4.813664596,0.133096717,1.974267968,6.787932564,25.687666371,50.221827862,4.347826087,24.090505768,74.312333629,0.804555019,0.451788588,0.755043941,0.470355242,1.157321451,0.767421711,1.144943681,2.456987251,8.008416883,0.129966580,0.129966580,0.303255353,0.464166357,0.513677435,0.792177250,0.792177250,1.305854685,4.431241490,11.357586513,39.862466726,35.115350488,13.664596273,WARREN
5.621594849,1.238236751,6.215948489,11.837543338,2.179296682,1.040118871,3.590886578,5.770183259,17.607726597,55.027241209,6.612184250,27.365032194,82.392273403,0.509874327,0.574506284,0.581687612,0.445242370,0.675044883,0.660682226,0.603231598,0.976660682,5.026929982,0.078994614,0.373429084,0.473967684,0.236983842,0.265709156,0.416517056,0.165170557,1.141831239,3.152603232,9.930658742,47.350173353,27.786032689,14.933135215,WASHINGTON
6.479433879,0.641309155,7.762052189,14.241486068,1.946041575,1.459531181,3.538257408,5.484298983,19.725785051,51.923927466,5.196815568,28.350287483,80.274214949,0.476016111,0.457707799,0.506529965,1.104601489,0.958134993,1.049676553,0.836079580,2.404491639,7.793238130,0.091541560,0.616379836,0.604174295,0.549249359,0.787257415,0.927621140,0.164774808,2.520444282,6.261442695,9.310039805,36.554621849,33.635559487,20.499778859,WAYNE
4.957832865,2.427804753,10.375670841,15.333503706,1.814464605,0.562228469,3.475594173,5.290058778,20.623562484,53.462816254,3.961155124,25.913621262,79.376437516,0.595019467,0.800705208,1.109233821,0.999045030,0.492176596,1.035774627,0.954969514,1.909939029,7.896863292,0.359950048,0.249761258,0.477484757,0.918239918,0.257107177,0.426063322,0.462792919,2.071549254,5.222948652,6.082289803,40.301558906,37.081523128,16.534628163,WHITE
6.362089279,2.395601519,9.693677183,16.055766462,4.064668150,1.066893572,2.997774578,7.062442728,23.118209190,52.231967535,5.098834926,24.649823275,76.881790810,0.361748693,0.367174924,0.506448170,0.703601208,0.633060213,0.931502885,0.631251470,1.702027601,5.836815165,0.128420786,0.235136651,0.367174924,0.616781522,0.526344349,0.587841626,0.607737805,1.696601371,4.766039033,10.217305930,40.496138238,31.771174237,17.515381594,WHITESIDE
6.712886157,1.082141464,8.142546962,14.855433119,3.200437746,0.623439219,2.532176100,5.732613846,20.588046965,42.319356885,6.746066395,37.092596150,79.411953035,0.218417841,0.233008507,0.356218571,0.415907657,0.517452794,0.586132088,0.400285329,1.285452370,4.012875157,0.096681582,0.139274534,0.281644059,0.267200773,0.312151814,0.324826533,0.259684370,1.309033243,2.990496908,17.312517099,44.391084412,27.781173416,10.515225073,WILL
8.489640446,1.898770705,11.011715819,19.501356265,3.439718359,1.356264789,3.133837364,6.573555722,26.074911987,47.636636463,5.777110867,26.288451550,73.925088013,0.469599224,0.538884355,0.889929021,0.826802568,1.011562919,1.234815009,1.033118293,2.349535790,8.354247179,0.143189272,0.215553742,0.752898428,0.774453802,0.434186824,0.856056290,0.914563735,2.572787880,6.663689972,6.204189992,41.380504415,32.948577365,19.466728228,WILLIAMSON
8.109501329,3.035975908,13.915567855,22.025069184,3.959791633,1.413533019,4.301644148,8.261435781,30.286504965,45.474523848,5.158988551,24.238971187,69.713495035,0.339523528,0.367995103,0.776918094,0.769800201,0.979066275,1.506858091,1.182282139,2.817974105,8.740417536,0.142713768,0.185777025,0.668370216,0.616765487,0.681182424,0.875856816,0.747734730,2.976347239,6.894747706,10.868739487,39.439199088,34.710239297,14.981822128,WINNEBAGO
5.296154206,1.169645364,6.980443530,12.276597736,2.208290446,0.355572191,1.712360812,3.920651259,16.197248994,50.809394592,8.000374287,32.993356414,83.802751006,0.187915200,0.272609375,0.402297329,0.346716777,0.627266231,0.659026546,0.230262287,1.201598603,3.927692348,0.023820237,0.127041262,0.484344811,0.431410952,0.301722997,0.598152608,0.201148665,1.148664743,3.316306275,10.985309254,44.371666511,29.999064284,14.643959951,WOODFORD
