Prop of Paraphernalia Drug Arrests per 100K,Prop Cannabis Arrests Per 100K,Prop Needle/Syringe Arrests per 100K,Prop Controlled Substance Arrests per 100K,Prop of Meth Arrests Per 100K,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k,County,Year,HTIS per 100K,Arson per 100K,Population,HTS Per 100K,Battery/Assault Per 100K,Sexual Assault Per 100k,Total Index Crime Rates per 100K
7.779276009,44.082564049,2.593092003,72.606576081,2.593092003,33.710196038,401.929260450,70.013484078,2.593092003,0,WOODFORD,2018,0,7.779276009,38564,0,49.268748055,12.965460015,578.3
62.869935903,24.534609133,3.066826142,52.136044408,257.613395897,69.003588187,1607.016898212,363.418897783,18.400956850,6.133652283,ADAMS,2019,0,10.733891496,65214,0,306.682614163,108.872328028,2490.3
0,0,0,34.429333792,154.932002066,17.214666896,636.942675159,258.220003443,0,0,ALEXANDER,2019,0,0,5809,0,86.073334481,17.214666896,1015.7
79.191033138,30.458089669,48.732943470,79.191033138,219.298245614,30.458089669,517.787524366,146.198830409,6.091617934,6.091617934,BOND,2019,0,12.183235867,16416,0,48.732943470,0,767.5
82.598085226,95.738689694,9.386146048,163.318941243,0,48.807959452,572.554908954,137.037732307,15.017833677,0,BOONE,2019,0,1.877229210,53270,1.877229210,105.124835742,50.685188662,933
0,0,0,0,30.849915163,0,123.399660651,30.849915163,0,0,BROWN,2019,0,0,6483,0,15.424957581,0,169.7
21.470416833,15.336012023,24.537619237,15.336012023,6.134404809,39.873631261,733.061374720,131.889703402,3.067202405,3.067202405,BUREAU,2019,0,12.268809619,32603,0,98.150476950,58.276845689,1079.7
42.498937527,21.249468763,7.083156254,35.415781272,127.496812580,21.249468763,538.319875336,212.494687633,7.083156254,0,CARROLL,2019,0,7.083156254,14118,0,198.328375124,49.582093781,1034.1
954.911566885,739.018516981,74.732209582,99.642946110,249.107365274,24.910736527,2142.323341360,415.178942124,0,0,CASS,2019,0,0,12043,0,381.964626754,33.214315370,2997.6
39.351786002,67.324742317,8.060004362,188.698925649,5.215296940,98.142406054,1655.619719512,326.667235608,73.962392968,1.422353711,CHAMPAIGN,2019,0,6.163532747,210918,0,359.855488863,71.591803450,2593.4
74.425527956,102.335100940,12.404254659,58.920209632,244.984029522,24.808509319,530.281886687,173.659565231,6.202127330,3.101063665,CHRISTIAN,2019,0,0,32247,0,62.021273297,12.404254659,812.5
155.430347775,25.905057963,0,12.952528981,129.525289813,12.952528981,576.387539667,136.001554303,0,0,CLARK,2019,0,0,15441,0,116.572760832,12.952528981,854.9
251.466890193,160.024384668,22.860626381,45.721252762,312.428560543,91.442505525,640.097538673,152.404175874,15.240417587,0,CLAY,2019,0,7.620208794,13123,0,68.581879143,0,975.4
114.838158316,32.047858135,18.694583912,98.814229249,130.862087384,34.718512979,956.094434355,122.850122850,8.011964534,0,CLINTON,2019,0,5.341309689,37444,0,80.119645337,18.694583912,1225.8
37.777115021,31.812307386,3.976538423,145.143652451,363.853265732,25.847499751,542.797494781,198.826921165,13.917884482,3.976538423,COLES,2019,0,13.917884482,50295,0,188.885575107,81.519037678,1069.7
37.847875197,135.434123078,2.190988677,287.698141479,2.462438601,230.364039555,1844.192008941,288.279819889,184.217552379,10.877386263,COOK,2019,0.038778561,10.819218422,5157489,0.290839205,351.973605760,50.218236045,2971.3
64.512660610,91.392935864,10.752110102,21.504220203,75.264770711,10.752110102,456.964679318,182.785871727,0,0,CRAWFORD,2019,0,5.376055051,18601,0,86.016880813,5.376055051,747.3
55.923198807,18.641066269,0,83.884798210,158.449063286,37.282132538,242.333861497,121.166930748,9.320533134,0,CUMBERLAND,2019,0,0,10729,0,55.923198807,0,466
59.875613242,117.819755089,6.760149882,116.854019392,1.931471395,50.218256268,1442.809131997,223.084946112,40.560899293,0.965735697,DEKALB,2019,0,14.486035462,103548,0,217.290531927,57.944141847,2047.4
102.577253494,57.699705090,0,173.099115271,0,38.466470060,820.618027952,480.830875753,25.644313374,0,DEWITT,2019,0,0,15598,0,0,57.699705090,1423.3
253.505095970,243.157949196,36.215013710,72.430027420,253.505095970,56.909307259,362.150137100,248.331522583,0,0,DOUGLAS,2019,0,10.347146774,19329,0,113.818614517,31.041440323,822.6
47.314778306,37.808612802,4.104935104,69.135749124,2.160492160,52.067861059,990.369606196,125.416569895,20.632700129,0.540123040,DUPAGE,2019,0,2.916664416,925715,0.108024608,45.694409186,25.601832097,1263.3
314.979001400,0,75.828278115,122.491833878,507.466168922,93.327111526,454.969668689,548.296780215,23.331777881,0,EDGAR,2019,0,29.164722352,17144,0,361.642557163,34.997666822,1545.7
79.088895919,189.813350206,0,31.635558368,173.995571022,15.817779184,205.631129389,47.453337551,0,0,EDWARDS,2019,0,15.817779184,6322,0,63.271116735,0,348
461.073096238,252.562332971,99.850224663,226.131391149,707.761886582,70.482511527,1086.605386039,170.332736190,2.936771314,0,EFFINGHAM,2019,0,17.620627882,34051,0,208.510763267,46.988341018,1603.5
375.486742073,55.627665492,125.162247358,199.332468014,449.656962729,64.898943074,616.539959206,194.696829223,13.906916373,0,FAYETTE,2019,0,4.635638791,21572,0,129.797886149,46.356387910,1070.8
173.047804456,317.254308169,0,136.996178528,64.892926671,28.841300743,533.564063739,209.099430384,7.210325186,0,FORD,2019,0,0,13869,0,158.627154085,36.051625928,973.4
200.708998019,33.885934730,5.213220728,127.723907830,200.708998019,59.952038369,737.670732979,247.627984569,2.606610364,0,FRANKLIN,2019,2.606610364,5.213220728,38364,2.606610364,54.738817642,2.606610364,1115.6
361.755721100,40.195080122,32.156064098,117.905568358,334.959001018,53.593440163,442.145881344,377.833753149,13.398360041,0,FULTON,2019,0,2.679672008,37318,0,155.420976472,45.554424138,1090.6
105.596620908,0,35.198873636,35.198873636,140.795494544,123.196057726,563.181978177,211.193241816,0,0,GALLATIN,2019,0,17.599436818,5682,0,105.596620908,0,1020.8
124.194675153,69.859504774,93.146006365,170.767678336,147.481176745,69.859504774,442.443530234,178.529845533,0,0,GREENE,2019,0,15.524334394,12883,0,256.151517504,62.097337577,1024.6
15.335659242,53.674807346,19.169574052,161.024422037,21.086531457,15.335659242,688.187708469,92.013955450,11.501744431,3.833914810,GRUNDY,2019,0,5.750872216,52166,0,42.173062915,26.837403673,885.6
12.359411692,24.718823384,0,12.359411692,37.078235076,49.437646768,840.439995056,98.875293536,0,0,HAMILTON,2019,0,0,8091,0,86.515881844,49.437646768,1124.7
5.507517762,16.522553285,11.015035523,16.522553285,269.868370325,33.045106570,605.826953792,275.375888087,0,0,HANCOCK,2019,0,0,18157,0,49.567659856,22.030071047,985.8
0,0,0,0,0,0,0,30.284675954,0,0,HENDERSON,2019,0,0,6604,0,0,0,30.3
129.360793413,114.987371923,45.173610398,106.773988214,137.574177122,22.586805199,1108.806800682,143.734214903,6.160037782,2.053345927,HENRY,2019,0,2.053345927,48701,0,125.254101558,26.693497053,1437.3
54.284887087,21.713954835,61.522872032,108.569774175,83.236826867,112.188766647,759.988419224,296.757382745,14.475969890,14.475969890,IROQUOIS,2019,0,7.237984945,27632,0,65.141864505,39.808917197,1310.1
146.116470671,68.657136821,17.604394057,190.127455813,146.116470671,112.668121963,1941.764664460,487.641715372,77.459333850,1.760439406,JACKSON,2019,0,35.208788114,56804,0,345.046123512,109.147243152,3110.7
41.867280720,41.867280720,41.867280720,136.068662340,334.938245761,83.734561440,324.471425581,376.805526481,10.466820180,0,JASPER,2019,0,10.466820180,9554,0,471.006908101,177.935943060,1454.9
388.991021235,26.643220633,95.915594277,282.418138705,767.324754216,634.108651054,2048.863666640,543.521700903,50.622119202,7.992966190,JEFFERSON,2019,0,31.971864759,37533,0,610.129752484,58.615085392,3985.8
411.827310166,148.072740734,60.154550923,323.909120355,384.063671279,78.663643515,906.945536995,291.518208320,64.781824071,0,JERSEY,2019,0,0,21611,0,83.290916663,134.190921290,1559.4
303.102060147,137.343121004,89.983424106,108.927302865,236.798484490,61.567605967,923.514089510,222.590575420,4.735969690,0,JO DAVIESS,2019,0,0,21115,0,71.039545347,28.415818139,1311.9
16.152479406,24.228719108,0,8.076239703,64.609917622,121.143595542,468.421902762,258.439670489,8.076239703,0,JOHNSON,2019,0,0,12382,0,185.753513164,16.152479406,1058
53.673050705,61.153615263,0.561042342,112.956524829,2.805211709,45.070401463,728.606987969,114.826665968,31.231357031,2.618197595,KANE,2019,0,4.488338735,534719,0,108.655200208,25.246905384,1060.7
69.273539331,43.751709051,6.380457570,101.175827181,10.026433324,72.008021147,1438.337435056,261.598760368,79.299972655,4.557469693,KANKAKEE,2019,0,11.849421201,109710,0,231.519460396,44.663202990,2143.8
21.707277365,15.505198118,0,15.505198118,8.527858965,18.606237741,695.408135577,64.346572188,19.381497647,0.775259906,KENDALL,2019,0,3.876299529,128989,0,53.492933506,128.693144377,984.6
205.823597070,143.269366588,18.160905624,151.340880199,310.753274008,108.965433743,2147.022620417,617.470791210,26.232419234,0,KNOX,2019,0,4.035756805,49557,0,266.359949149,88.786649716,3258.9
75.730286726,49.352321686,5.672680654,60.981317026,2.127255245,60.981317026,915.428840476,145.220624732,31.767011660,0.992719114,LAKE,2019,0,5.530863637,705134,0.283634033,66.937631713,22.690722614,1249.8
156.825121539,181.732640843,1.845001430,211.252663721,20.295015729,34.132526453,898.515696350,135.607605096,5.535004290,2.767502145,LASALLE,2019,0,7.380005720,108401,0,75.645058625,50.737539322,1210.3
25.718510898,6.429627725,0,6.429627725,6.429627725,12.859255449,25.718510898,38.577766347,0,0,LAWRENCE,2019,0,0,15553,0,25.718510898,6.429627725,109.3
189.035916824,189.035916824,0,150.637996219,70.888468809,44.305293006,942.225897921,129.962192817,5.907372401,2.953686200,LEE,2019,0,2.953686200,33856,0,103.379017013,79.749527410,1311.4
21.907604677,32.861407016,46.553659939,273.845058466,19.169154093,27.384505847,605.197579210,180.737738588,10.953802339,0,LIVINGSTON,2019,0,2.738450585,36517,0,145.137880987,27.384505847,999.5
83.828152288,41.914076144,3.492839679,125.742228432,0,55.885434859,820.817324485,230.527418791,6.985679357,0,LOGAN,2019,0,0,28630,0,157.177785540,27.942717429,1299.3
117.352768599,169.852691393,9.264692258,114.264537846,200.734998919,21.617615268,836.910533955,163.676229888,12.352923010,0,MCDONOUGH,2019,0,6.176461505,32381,0,166.764460640,46.323461289,1253.8
64.268812423,62.321272652,2.921309656,63.619632499,5.842619311,19.799987666,617.045517250,62.321272652,6.816389196,0.649179923,MCHENRY,2019,0,2.272129732,308081,0.324589962,53.232753724,23.370477245,785.8
41.830694561,82.515342697,1.146046426,174.772080017,32.089299938,78.504180204,1060.092944365,184.513474641,46.987903480,1.719069640,MCLEAN,2019,0,9.741394624,174513,0.573023213,229.782308481,65.897669515,1677.8
226.699778004,58.321104715,0,216.352485232,107.235579637,179.666629040,1564.322534522,488.204086240,66.787071528,10.347292772,MACON,2019,0,34.804530233,106308,0,270.910938029,60.202430673,2675.2
147.295125870,51.330119621,17.853954651,102.660239243,98.196750580,73.647562935,1218.532404928,258.882342439,8.926977325,0,MACOUPIN,2019,0,6.695232994,44808,0,107.123727906,40.171397965,1714
122.093583661,51.407824699,43.196852699,251.327142974,262.751104019,144.584506967,1170.599008257,311.659937240,35.342879481,3.569987826,MADISON,2019,0,8.210972001,280113,0,217.412258624,54.977812526,1946.4
177.266867211,10.743446498,120.863773098,330.360979802,394.821658788,177.266867211,1638.375590890,714.439192093,77.889987108,8.057584873,MARION,2019,0,88.633433606,37232,0,416.308551783,136.978942845,3258
105.708245243,8.809020437,0,79.281183932,105.708245243,35.236081748,211.416490486,176.180408739,0,0,MARSHALL,2019,0,8.809020437,11352,0,79.281183932,26.427061311,537.4
102.549077058,51.274538529,14.649868151,87.899208907,95.224142983,102.549077058,878.992089071,271.022560797,0,0,MASON,2019,0,7.324934076,13652,0,256.372692646,131.848813361,1648.1
201.976484166,21.640337589,43.280675179,137.055471399,274.110942797,100.988242083,1399.408497439,411.166414196,14.426891726,0,MASSAC,2019,0,7.213445863,13863,0,137.055471399,86.561350357,2156.8
54.234136515,7.747733788,0,46.486402727,54.234136515,46.486402727,495.854962423,85.225071667,0,0,MENARD,2019,0,170.450143333,12907,0,77.477337879,23.243201364,898.7
110.153567032,32.398107950,12.959243180,38.877729541,64.796215901,84.235080671,609.084429469,233.266377244,0,0,MERCER,2019,0,0,15433,0,58.316594311,38.877729541,1023.8
48.821113696,34.461962609,11.487320870,163.694322392,48.821113696,17.230981304,157.950661957,114.873208696,2.871830217,0,MONROE,2019,0,0,34821,0,60.308434565,11.487320870,364.7
300.072431277,93.125926948,44.838409271,182.802745490,465.629634739,41.389300866,1258.924567999,400.096575035,3.449108405,3.449108405,MONTGOMERY,2019,0,13.796433622,28993,0,203.497395923,37.940192460,1962.5
104.052085501,38.647917472,2.972916729,89.187501858,166.483336802,23.783333829,1536.997948687,478.639593305,26.756250557,2.972916729,MORGAN,2019,0,2.972916729,33637,0,184.320837173,47.566667658,2304
34.171678513,68.343357026,0,54.674685621,61.509021323,34.171678513,567.249863313,184.527063969,0,0,MOULTRIE,2019,0,6.834335703,14632,0,416.894477857,27.337342810,1237
94.936107999,60.759109120,3.797444320,87.341219359,7.594888640,28.480832400,529.743482636,168.986272239,5.696166480,1.898722160,OGLE,2019,0,1.898722160,52667,0,68.353997760,30.379554560,835.4
69.682969921,72.426393934,29.628979337,178.871245624,34.018457757,315.493761454,2057.019324679,547.587432923,156.923853523,13.717120063,PEORIA,2019,0,24.690816114,182254,0,482.293941422,55.965849858,3653.7
200.428187491,100.214093746,91.103721587,223.204117888,250.535234364,50.107046873,337.083769872,159.431512777,18.220744317,0,PERRY,2019,0,4.555186079,21953,0,113.879651984,13.665558238,696.9
128.062360802,22.271714922,0,22.271714922,5.567928731,38.975501114,211.581291759,250.556792873,0,0,PIATT,2019,0,0,17960,0,122.494432071,38.975501114,662.6
233.070050499,51.793344555,0,129.483361388,220.121714360,19.422504208,485.562605205,123.009193319,12.948336139,12.948336139,PIKE,2019,0,25.896672278,15446,0,71.215848763,51.793344555,802.8
17.602534765,17.602534765,35.205069530,0,0,0,246.435486710,88.012673825,0,0,PUTNAM,2019,0,0,5681,0,17.602534765,0,352.1
342.810416405,44.030695685,194.993080891,320.795068562,160.397534281,3.145049692,125.801987671,44.030695685,0,0,RANDOLPH,2019,3.145049692,0,31796,3.145049692,62.900993836,9.435149075,251.6
63.942707334,19.182812200,6.394270733,57.548436601,172.645309802,25.577082934,1055.054671015,383.656244005,0,0,RICHLAND,2019,0,6.394270733,15639,0,166.251039069,76.731248801,1713.7
157.045380700,77.168850861,71.076573161,204.429762807,163.137658399,153.660781978,1238.086212499,362.152063251,46.030542619,1.353839489,ROCK ISLAND,2019,0,7.446117188,147728,0,255.198743637,56.184338785,2120.1
145.316256097,141.837941456,44.058652114,184.737155357,45.991049137,172.369814413,1129.292819986,323.869740982,54.107116632,16.618614394,ST. CLAIR,2019,0,36.329064024,258746,0.772958809,185.510114166,55.266554845,1974.1
74.968763015,20.824656393,16.659725115,254.060807997,745.522698875,87.463556851,1024.573094544,537.276134944,29.154518950,4.164931279,SALINE,2019,0,8.329862557,24010,0,299.875052062,29.154518950,2020
60.509717450,67.176042254,2.563971078,183.580329214,55.381775294,178.452387057,2147.582175273,678.426747346,121.019434901,5.127942157,SANGAMON,2019,0,13.332649608,195010,0,406.133018820,71.278395980,3621.4
455.815321276,455.815321276,58.814880165,88.222320247,352.889280988,0,1043.964122923,205.852080576,0,0,SCHUYLER,2019,0,0,6801,0,117.629760329,0,1367.4
0,41.186161450,0,41.186161450,185.337726524,82.372322900,144.151565074,123.558484349,0,0,SCOTT,2019,0,0,4856,0,0,0,350.1
23.384154897,42.091478814,0,14.030492938,37.414647835,23.384154897,168.365915256,74.829295669,0,0,SHELBY,2019,0,0,21382,0,0,9.353661959,275.9
153.775180686,30.755036137,0,92.265108412,0,46.132554206,184.530216823,276.795325235,0,0,STARK,2019,0,0,6503,0,138.397662617,0,645.9
87.919024324,96.936360152,9.017335828,135.260037422,20.289005613,15.780337699,1043.756622106,259.248405059,40.578011227,9.017335828,STEPHENSON,2019,0,6.763001871,44359,0,92.427692238,51.849681012,1519.4
179.682206132,47.204647374,5.329556962,108.875235072,113.443426753,34.261437610,822.274502638,168.261726929,11.420479203,0,TAZEWELL,2019,0,4.568191681,131343,0,164.454900528,33.500072330,1238.7
98.050524859,34.606067597,11.535355866,63.444457262,98.050524859,11.535355866,490.252624293,207.636405583,0,0,UNION,2019,0,0,17338,0,149.959626254,11.535355866,870.9
129.154695696,98.842879359,3.953715174,106.750309708,147.605366509,139.697936161,1914.916049448,793.378844988,97.524974301,9.225335407,VERMILION,2019,0,19.768575872,75878,0,707.715016210,121.247265347,3803.5
305.623471883,61.124694377,96.053091163,96.053091163,87.320991966,8.732099197,969.263010828,148.445686343,26.196297590,0,WABASH,2019,0,0,11452,0,43.660495983,0,1196.3
207.456582301,35.563985537,0,106.691956612,94.837294766,53.345978306,782.407681821,260.802560607,0,0,WARREN,2019,0,11.854661846,16871,0,100.764625689,41.491316460,1250.7
41.873124433,13.957708144,13.957708144,13.957708144,41.873124433,34.894270361,153.534789588,69.788540722,6.978854072,0,WASHINGTON,2019,0,0,14329,0,223.323330309,0,488.5
30.848963475,43.188548865,0,12.339585390,166.584402764,86.377097730,869.940769990,487.413622902,18.509378085,0,WAYNE,2019,0,0,16208,0,86.377097730,37.018756170,1585.6
74.117995849,29.647198340,14.823599170,74.117995849,111.176993774,96.353394604,659.650163060,318.707382152,7.411799585,0,WHITE,2019,0,0,13492,0,148.235991699,7.411799585,1237.8
72.687624932,56.332909322,27.257859349,103.579865528,54.515718699,94.493912411,1070.325277122,248.955115392,7.268762493,3.634381247,WHITESIDE,2019,0,10.903143740,55030,0,83.590768672,45.429765582,1564.6
39.804653236,44.146979044,0.578976774,77.438143569,2.026418710,90.320376798,791.750738919,117.966517773,29.962048072,3.473860646,WILL,2019,0,9.553116777,690874,0,141.125588747,31.264745815,1215.4
98.763954150,10.474964834,2.992847095,86.792565768,161.613743154,88.288989316,758.686738695,255.888426660,10.474964834,7.482117739,WILLIAMSON,2019,0,5.985694191,66826,0,112.231766079,26.935623859,1266
40.858961969,185.108862486,15.988289466,182.621795236,3.197657893,183.332385879,1746.987095674,477.516912057,108.365073049,7.105906429,WINNEBAGO,2019,1.421181286,27.713035075,281456,1.421181286,529.034733671,69.282587687,3152.2
18.788604711,49.320087367,2.348575589,63.411540900,14.091453533,25.834331478,352.286338336,129.171657390,2.348575589,11.742877945,WOODFORD,2019,0,4.697151178,42579,0,126.823081801,51.668662956,704.6
196.942974721,45.561434450,11.757789536,124.926513815,255.731922399,67.607289830,1568.195179306,393.885949442,29.394473839,0,ADAMS,2017,0,10.288065844,68040,0,276.308054086,91.122868901,2436.8
0,36.075036075,0,108.225108225,36.075036075,24.050024050,733.525733526,300.625300625,0,0,ALEXANDER,2017,0,12.025012025,8316,0,300.625300625,0,1370.9
174.343400259,33.743883921,33.743883921,174.343400259,185.591361566,33.743883921,562.398065351,44.991845228,0,0,BOND,2017,0,0,17781,0,39.367864575,5.623980654,686.1
65.052041633,46.704029891,11.676007473,155.124099279,5.004003203,40.032025620,642.180410995,161.796103550,15.012009608,3.336002135,BOONE,2017,0,5.004003203,59952,0,101.748065119,48.372030958,1017.5
27.762354248,41.643531371,0,27.762354248,13.881177124,13.881177124,138.811771238,55.524708495,0,0,BROWN,2017,0,27.762354248,7204,0,41.643531371,0,277.6
29.180814941,50.403225806,0,29.180814941,5.305602716,10.611205433,761.353989813,262.627334465,7.958404075,0,BUREAU,2017,0,5.305602716,37696,0,74.278438031,18.569609508,1140.7
76.335877863,20.818875781,6.939625260,62.456627342,55.517002082,69.396252602,763.358778626,256.766134629,20.818875781,0,CARROLL,2017,0,6.939625260,14410,0,104.094378904,34.698126301,1256.1
118.844239768,81.705414841,14.855529971,14.855529971,59.422119884,29.711059942,356.532719305,185.694124638,0,0,CASS,2017,0,0,13463,0,141.127534725,0,713.1
71.256537787,174.816039372,10.450958875,142.038031989,9.500871705,90.258281197,1973.331053124,452.241493157,90.258281197,2.850261511,CHAMPAIGN,2017,0,16.151481898,210507,0,288.826499831,68.881319861,2982.8
99.797553534,71.283966810,0,79.838042827,85.540760172,68.432608138,735.650537481,216.703259103,2.851358672,0,CHRISTIAN,2017,0,0,35071,0,45.621738759,5.702717345,1075
151.735858218,78.902646273,12.138868657,30.347171644,42.486040301,12.138868657,291.332847779,72.833211945,6.069434329,0,CLARK,2017,0,6.069434329,16476,0,12.138868657,6.069434329,406.7
228.967682847,130.838675913,0,98.129006934,261.677351825,65.419337956,798.115923067,189.716080073,0,0,CLAY,2017,0,6.541933796,15286,0,32.709668978,6.541933796,1099
133.046771057,81.874936035,28.144509262,122.812404053,69.081977280,20.468734009,575.683143998,63.964793778,7.675775253,0,CLINTON,2017,0,12.792958756,39084,0,76.757752533,7.675775253,765
64.569689143,47.966054792,3.689696522,138.363619592,226.916336131,23.983027396,761.922331888,252.744211789,9.224241306,3.689696522,COLES,2017,0,11.069089567,54205,0,206.623005258,60.879992621,1330.1
39.196701795,133.694920668,3.378364112,238.635355886,1.996306066,276.814709397,1840.229483060,366.686872867,265.892611786,14.031728214,COOK,2017,0.038390501,14.569195231,5209622,0.230343008,340.830870263,44.360224216,3163.7
114.368891661,93.574547723,31.191515908,145.560407569,291.120815138,5.198585985,597.837388230,192.347681431,0,0,CRAWFORD,2017,0,36.390101892,19236,0,103.971719692,57.184445831,992.9
107.910683158,58.105752469,0,66.406574251,116.211504939,16.601643563,290.528762347,232.423009878,8.300821781,0,CUMBERLAND,2017,0,0,12047,0,58.105752469,0,606
155.578533957,170.756927514,12.332444765,230.521852143,15.178393557,42.689231878,1542.504245207,252.340792881,31.305436711,1.897299195,DEKALB,2017,0,9.486495973,105413,0,183.089372279,65.456822214,2128.8
12.364760433,37.094281298,0,117.465224111,0,12.364760433,247.295208655,123.647604328,6.182380216,0,DEWITT,2017,0,6.182380216,16175,0,0,6.182380216,401.9
163.382007556,132.747881140,5.105687736,51.056877361,20.422750945,30.634126417,280.812825488,127.642193403,5.105687736,0,DOUGLAS,2017,0,0,19586,0,117.430817931,20.422750945,582
85.002801229,69.440419691,4.507724308,83.178246152,1.931881846,53.770711383,1062.213035051,129.328756920,24.470503384,1.073267692,DUPAGE,2017,0,5.044358154,931734,0,46.043183999,17.816243692,1339.8
327.153762268,22.958158756,114.790793778,258.279286001,568.214429203,68.874476267,487.860873558,482.121333869,22.958158756,0,EDGAR,2017,0,22.958158756,17423,0,258.279286001,17.218619067,1360.3
203.784570597,174.672489083,0,58.224163028,189.228529840,14.556040757,218.340611354,58.224163028,0,0,EDWARDS,2017,0,0,6870,0,29.112081514,0,320.2
263.556328156,92.525093927,103.740256827,406.549655134,364.492794258,75.702349577,1115.908708574,308.416979757,2.803790725,0,EFFINGHAM,2017,0,5.607581450,35666,0,70.094768127,14.018953625,1592.6
74.145150035,39.253314724,17.445917655,30.530355897,39.253314724,47.976273552,340.195394278,122.121423587,0,0,FAYETTE,2017,0,4.361479414,22928,0,17.445917655,0,532.1
210.187066489,168.149653191,0,140.124710993,0,28.024942199,763.679674911,329.293070833,28.024942199,0,FORD,2017,0,14.012471099,14273,0,301.268128634,21.018706649,1485.3
308.108514316,70.138523584,27.554419979,130.257258085,162.821572606,42.584103605,989.454171990,440.870719671,12.524736354,5.009894542,FRANKLIN,2017,0,7.514841813,39921,0,107.712732647,5.009894542,1610.7
239.419407936,194.528268948,12.469760830,92.276230142,24.939521660,32.421378158,760.655410629,184.552460284,9.975808664,0,FULTON,2017,0,2.493952166,40097,0,84.794373644,32.421378158,1107.3
30.627871363,30.627871363,0,15.313935681,30.627871363,91.883614089,520.673813170,275.650842266,0,0,GALLATIN,2017,0,15.313935681,6530,0,91.883614089,0,995.4
179.171332587,111.982082867,134.378499440,306.084359836,164.240388205,29.861888764,619.634191863,343.411720791,7.465472191,0,GREENE,2017,0,7.465472191,13395,0,104.516610676,29.861888764,1142.2
5.571030641,27.855153203,42.711234912,144.846796657,0,25.998142990,690.807799443,144.846796657,7.428040854,0,GRUNDY,2017,0,1.857010214,53850,1.857010214,55.710306407,20.427112349,948.9
15.804446318,5.268148773,5.268148773,26.340743863,184.385207038,10.536297545,437.256348119,200.189653356,0,0,HANCOCK,2017,0,5.268148773,18982,0,42.145190180,15.804446318,711.2
35.637918746,53.456878118,0,142.551674982,213.827512473,71.275837491,249.465431219,231.646471846,17.818959373,17.818959373,HARDIN,2017,0,17.818959373,5612,0,285.103349964,17.818959373,908.8
104.491108209,94.443886265,4.018888777,62.292776047,54.254998493,18.084999498,1177.534411735,162.764995479,2.009444389,2.009444389,HENRY,2017,0,6.028333166,49765,0,84.396664322,48.226665327,1501.1
43.374539146,40.276357778,46.472720513,123.927254701,30.981813675,55.767264616,780.741704619,260.247234873,18.589088205,3.098181368,IROQUOIS,2017,0,6.196362735,32277,0,58.865445983,18.589088205,1202.1
331.683168317,235.973597360,6.600660066,313.531353135,107.260726073,64.356435644,1655.115511551,429.042904290,64.356435644,9.900990099,JACKSON,2017,0,29.702970297,60600,0,158.415841584,70.957095710,2481.8
0,0,21.023862083,42.047724167,84.095448334,42.047724167,252.286345002,105.119310417,0,0,JASPER,2017,0,0,9513,0,0,0,399.5
226.693114197,72.129627244,43.792987970,244.725521008,242.149462892,103.042324635,899.044282439,651.742703315,59.249336665,5.152116232,JEFFERSON,2017,0,41.216929854,38819,0,468.842577089,61.825394781,2290.1
401.429264635,189.686355816,154.395871013,480.832855441,185.275045216,48.524416604,723.454938462,379.372711633,0,4.411310600,JERSEY,2017,0,8.822621201,22669,0,105.871454409,48.524416604,1319
515.067998012,546.694980346,13.554421000,76.808385668,85.844666335,27.108842001,628.021506348,203.316315005,4.518140333,9.036280667,JO DAVIESS,2017,0,9.036280667,22133,0,63.253964668,31.626982334,975.9
15.433289606,30.866579211,0,23.149934409,15.433289606,30.866579211,385.832240142,92.599737634,0,0,JOHNSON,2017,0,0,12959,7.716644803,324.099081719,15.433289606,856.5
57.539656593,70.430034206,2.989073070,105.178008642,0.934085334,61.275997930,942.678919375,145.717312151,37.923864573,2.241804802,KANE,2017,0.747268267,7.285865608,535283,0,110.408886514,26.528023494,1334.8
65.512568541,43.974189843,33.205000494,122.050812625,2.692297337,86.153514794,1487.045562645,349.998653851,89.743244577,6.282027120,KANKAKEE,2017,0,12.564054241,111429,0.897432446,176.794191817,50.256216963,2259.7
51.701852650,19.584035095,0.783361404,41.518154401,0.783361404,28.201010536,683.874505503,106.537150915,10.967059653,0,KENDALL,2017,0,10.183698249,127655,0,61.102189495,33.684540363,934.6
103.216927576,151.002542195,22.937095017,147.179693025,137.622570101,40.139916280,949.978018617,319.207905652,15.291396678,0,KNOX,2017,0,9.557122924,52317,0,189.231033890,38.228491695,1561.6
152.419501252,102.598168433,9.992414209,95.279780561,1.688858740,51.932406244,1020.211416967,191.403990492,35.606771761,1.829596968,LAKE,2017,0,6.051743817,710539,0,84.583675210,23.784760583,1415.4
49.616991643,87.047353760,1.740947075,194.115598886,11.316155989,46.135097493,1110.724233983,272.458217270,10.445682451,1.740947075,LASALLE,2017,0,13.057103064,114880,0,82.694986072,52.228412256,1589.5
61.368517950,36.821110770,42.957962565,49.094814360,110.463332311,24.547407180,165.694998466,36.821110770,0,0,LAWRENCE,2017,0,18.410555385,16295,0,49.094814360,0,294.6
120.411077819,296.827308112,2.800257624,123.211335443,0,47.604379603,1136.904595223,249.222928509,8.400772871,0,LEE,2017,0,5.600515247,35711,0,120.411077819,56.005152474,1624.1
